QUARTER,TIME_REMAINING,BROOKLYN_ACTION,NEW YORK_ACTION,BROOKLYN_SCORE,NEW YORK_SCORE
4,6:35.0,Shooting foul by M. Robinson (drawn by R. Hollis-Jefferson),,100,92
4,6:35.0,R. Hollis-Jefferson misses free throw 1 of 2,,100,92
4,6:35.0,Offensive rebound by Team,,100,92
4,6:35.0,R. Hollis-Jefferson makes free throw 2 of 2,,101,92
4,6:19.0,,F. Ntilikina makes 2-pt jump shot from 8 ft,101,94
4,5:54.0,Turnover by Team (shot clock),,101,94
4,5:38.0,,F. Ntilikina makes 2-pt hook shot from 2 ft (assist by M. Robinson),101,96
4,5:25.0,Turnover by D. Russell (bad pass; steal by M. Robinson),,101,96
4,5:17.0,,D. Dotson misses 2-pt layup from 1 ft,101,96
4,5:13.0,Defensive rebound by R. Hollis-Jefferson,,101,96
4,5:04.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by D. Russell),,103,96
4,5:04.0,,Violation by Team (def goaltending),103,96
4,4:53.0,,F. Ntilikina misses 3-pt jump shot from 27 ft,103,96
4,4:50.0,Defensive rebound by R. Hollis-Jefferson,,103,96
4,4:32.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Russell),,106,96
4,4:31.0,,New York full timeout,106,96
4,4:31.0,S. Dinwiddie enters the game for D. Russell,,106,96
4,4:20.0,,Offensive foul by D. Dotson (drawn by A. Crabbe),106,96
4,4:20.0,,Turnover by D. Dotson (offensive foul),106,96
4,3:56.0,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft (block by M. Robinson),,106,96
4,3:53.0,,Defensive rebound by M. Robinson,106,96
4,3:49.0,,K. Knox misses 3-pt jump shot from 23 ft,106,96
4,3:47.0,,Offensive rebound by M. Robinson,106,96
4,3:47.0,,Shooting foul by R. Hollis-Jefferson (drawn by M. Robinson),106,96
4,3:47.0,,M. Robinson misses free throw 1 of 2,106,96
4,3:47.0,,Offensive rebound by Team,106,96
4,3:47.0,,M. Robinson misses free throw 2 of 2,106,96
4,3:45.0,Defensive rebound by J. Harris,,106,96
4,3:23.0,Turnover by Team (shot clock),,106,96
4,3:11.0,,D. Dotson misses 3-pt jump shot from 26 ft,106,96
4,3:10.0,Defensive rebound by Team,,106,96
4,2:54.0,S. Dinwiddie makes 2-pt dunk from 1 ft,,108,96
4,2:40.0,,A. Trier misses 2-pt layup from 1 ft,108,96
4,2:39.0,,Offensive rebound by M. Robinson,108,96
4,2:39.0,,M. Robinson makes 2-pt layup from 2 ft,108,98
4,2:39.0,,Shooting foul by J. Harris (drawn by M. Robinson),108,98
4,2:39.0,,M. Robinson misses free throw 1 of 1,108,98
4,2:37.0,Defensive rebound by J. Allen,,108,98
4,2:16.0,S. Dinwiddie makes 2-pt layup from 3 ft,,110,98
4,2:16.0,,Violation by Team (def goaltending),110,98
4,2:04.0,,Shooting foul by J. Allen (drawn by A. Trier),110,98
4,2:04.0,,A. Trier makes free throw 1 of 2,110,99
4,2:04.0,D. Carroll enters the game for J. Allen,,110,99
4,2:04.0,,A. Trier makes free throw 2 of 2,110,100
4,1:36.0,S. Dinwiddie misses 2-pt jump shot from 22 ft,,110,100
4,1:34.0,,Defensive rebound by M. Robinson,110,100
4,1:34.0,,Shooting foul by D. Carroll (drawn by A. Trier),110,100
4,1:34.0,,A. Trier misses free throw 1 of 2,110,100
4,1:34.0,,Offensive rebound by Team,110,100
4,1:34.0,,A. Trier makes free throw 2 of 2,110,101
4,1:10.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,110,101
4,1:10.0,Offensive rebound by Team,,110,101
4,1:10.0,Turnover by Team (shot clock),,110,101
4,0:59.0,,F. Ntilikina makes 3-pt jump shot from 26 ft (assist by D. Dotson),110,104
4,0:40.0,Shooting foul by D. Dotson (drawn by R. Hollis-Jefferson),,110,104
4,0:40.0,R. Hollis-Jefferson misses free throw 1 of 2,,110,104
4,0:40.0,Offensive rebound by Team,,110,104
4,0:40.0,R. Hollis-Jefferson misses free throw 2 of 2,,110,104
4,0:38.0,,Defensive rebound by A. Trier,110,104
4,0:35.0,,A. Trier misses 2-pt layup from 3 ft (block by R. Hollis-Jefferson),110,104
4,0:34.0,Defensive rebound by Team,,110,104
4,0:34.0,Brooklyn full timeout,,110,104
4,0:32.0,S. Dinwiddie makes 2-pt dunk from 1 ft (assist by D. Carroll),,112,104
4,0:26.0,,Turnover by A. Trier (bad pass; steal by R. Hollis-Jefferson),112,104
4,0:01.0,Turnover by Team (shot clock),,112,104
