QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MIAMI_ACTION,WASHINGTON_SCORE,MIAMI_SCORE
4,5:15.0,T. Ariza misses 3-pt jump shot from 24 ft,,100,107
4,5:12.0,,Defensive rebound by J. Winslow,100,107
4,4:58.0,,J. Winslow misses 3-pt jump shot from 25 ft,100,107
4,4:56.0,Defensive rebound by T. Ariza,,100,107
4,4:51.0,B. Beal misses 3-pt jump shot from 25 ft,,100,107
4,4:49.0,,Defensive rebound by H. Whiteside,100,107
4,4:39.0,,T. Johnson misses 3-pt jump shot from 25 ft,100,107
4,4:35.0,Defensive rebound by J. Green,,100,107
4,4:32.0,Turnover by T. Ariza (bad pass),,100,107
4,4:32.0,,Miami full timeout,100,107
4,4:08.0,,J. Winslow misses 2-pt jump shot from 11 ft,100,107
4,4:06.0,Defensive rebound by T. Satoranský,,100,107
4,4:05.0,T. Satoranský makes 2-pt layup from 1 ft,,102,107
4,4:05.0,,Violation by Team (def goaltending),102,107
4,3:48.0,,J. Winslow misses 3-pt jump shot from 25 ft,102,107
4,3:45.0,Defensive rebound by J. Green,,102,107
4,3:23.0,T. Bryant misses 2-pt layup from 1 ft,,102,107
4,3:21.0,,Defensive rebound by H. Whiteside,102,107
4,3:15.0,,T. Johnson makes 2-pt layup from 6 ft,102,109
4,3:15.0,Washington full timeout,,102,109
4,3:15.0,O. Porter enters the game for T. Bryant,,102,109
4,3:15.0,,J. Johnson enters the game for T. Johnson,102,109
4,3:15.0,,D. Wade enters the game for D. Jones,102,109
4,2:59.0,J. Green misses 3-pt jump shot from 26 ft,,102,109
4,2:57.0,,Defensive rebound by J. Winslow,102,109
4,2:44.0,,Turnover by H. Whiteside (bad pass),102,109
4,2:37.0,B. Beal misses 3-pt jump shot from 27 ft,,102,109
4,2:37.0,Offensive rebound by Team,,102,109
4,2:34.0,T. Satoranský makes 2-pt layup from 1 ft (assist by T. Ariza),,104,109
4,2:17.0,,D. Wade misses 2-pt jump shot from 8 ft,104,109
4,2:16.0,Defensive rebound by B. Beal,,104,109
4,2:12.0,T. Satoranský misses 3-pt jump shot from 25 ft,,104,109
4,2:07.0,,Defensive rebound by H. Whiteside,104,109
4,1:52.0,,Turnover by J. Winslow (bad pass; steal by O. Porter),104,109
4,1:48.0,Turnover by T. Satoranský (traveling),,104,109
4,1:48.0,,B. Adebayo enters the game for H. Whiteside,104,109
4,1:35.0,,J. Richardson misses 2-pt jump shot from 21 ft,104,109
4,1:34.0,Defensive rebound by B. Beal,,104,109
4,1:27.0,B. Beal makes 2-pt layup from 2 ft,,106,109
4,1:12.0,,Shooting foul by T. Satoranský (drawn by D. Wade),106,109
4,1:12.0,,D. Wade makes free throw 1 of 2,106,110
4,1:12.0,,D. Wade misses free throw 2 of 2,106,110
4,1:11.0,Defensive rebound by B. Beal,,106,110
4,1:07.0,B. Beal makes 3-pt jump shot from 25 ft,,109,110
4,0:47.0,,J. Winslow makes 2-pt layup from 2 ft (assist by D. Wade),109,112
4,0:32.0,J. Green misses 3-pt jump shot from 25 ft,,109,112
4,0:31.0,,Defensive rebound by J. Richardson,109,112
4,0:19.0,,Personal take foul by O. Porter (drawn by B. Adebayo),109,112
4,0:19.0,,B. Adebayo misses free throw 1 of 2,109,112
4,0:19.0,,Offensive rebound by Team,109,112
4,0:19.0,,B. Adebayo makes free throw 2 of 2,109,113
4,0:19.0,Washington full timeout,,109,113
4,0:18.0,Personal foul by D. Wade (drawn by T. Satoranský),,109,113
4,0:12.0,O. Porter misses 3-pt jump shot from 23 ft,,109,113
4,0:10.0,,Defensive rebound by J. Johnson,109,113
4,0:10.0,,Personal take foul by J. Green (drawn by D. Wade),109,113
4,0:10.0,,D. Wade makes free throw 1 of 2,109,114
4,0:10.0,,D. Wade makes free throw 2 of 2,109,115
4,0:10.0,Washington full timeout,,109,115
4,0:06.0,B. Beal misses 3-pt jump shot from 24 ft,,109,115
4,0:05.0,,Defensive rebound by D. Wade,109,115
