QUARTER,TIME_REMAINING,TORONTO_ACTION,GOLDEN STATE_ACTION,TORONTO_SCORE,GOLDEN STATE_SCORE
4,3:48.0,,Offensive rebound by J. Jerebko,113,100
4,3:47.0,,Shooting foul by F. VanVleet (drawn by J. Jerebko),113,100
4,3:47.0,,J. Jerebko makes free throw 1 of 2,113,101
4,3:47.0,Toronto full timeout,,113,101
4,3:47.0,,J. Jerebko misses free throw 2 of 2,113,101
4,3:45.0,Defensive rebound by S. Ibaka,,113,101
4,3:42.0,Turnover by S. Ibaka (lost ball; steal by D. Green),,113,101
4,3:41.0,,Shooting foul by S. Ibaka (drawn by A. McKinnie),113,101
4,3:41.0,,A. McKinnie misses free throw 1 of 1,113,101
4,3:41.0,,Offensive rebound by Team,113,101
4,3:41.0,,Turnover by A. Bogut (off goaltending),113,101
4,3:41.0,M. Gasol enters the game for S. Ibaka,,113,101
4,3:30.0,Turnover by K. Lowry (bad pass; steal by S. Curry),,113,101
4,3:27.0,,Personal foul by D. Green (drawn by S. Curry),113,101
4,3:27.0,,S. Curry makes free throw 1 of 2,113,102
4,3:27.0,,S. Curry makes free throw 2 of 2,113,103
4,3:27.0,P. Siakam enters the game for D. Green,,113,103
4,3:02.0,M. Gasol makes 2-pt hook shot from 8 ft (assist by K. Lowry),,115,103
4,2:52.0,,J. Jerebko misses 3-pt jump shot from 25 ft,115,103
4,2:48.0,Defensive rebound by M. Gasol,,115,103
4,2:48.0,Turnover by M. Gasol (lost ball; steal by S. Curry),,115,103
4,2:47.0,,S. Curry misses 3-pt jump shot from 25 ft,115,103
4,2:47.0,,Offensive rebound by Team,115,103
4,2:28.0,,D. Green makes 2-pt layup from 2 ft (assist by A. Bogut),115,105
4,2:03.0,F. VanVleet misses 3-pt jump shot from 23 ft,,115,105
4,2:00.0,Offensive rebound by F. VanVleet,,115,105
4,1:53.0,Personal foul by A. McKinnie (drawn by K. Lowry),,115,105
4,1:39.0,F. VanVleet makes 3-pt jump shot from 28 ft (assist by K. Leonard),,118,105
4,1:37.0,,Golden State full timeout,118,105
4,1:37.0,,J. Bell enters the game for A. Bogut,118,105
4,1:37.0,,J. Evans enters the game for S. Curry,118,105
4,1:37.0,,D. Jones enters the game for D. Green,118,105
4,1:24.0,,J. Evans misses 2-pt jump shot from 20 ft,118,105
4,1:24.0,,Offensive rebound by J. Bell,118,105
4,1:22.0,,J. Bell makes 2-pt dunk from 1 ft,118,107
4,1:07.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by K. Lowry),,121,107
4,0:51.0,,Shooting foul by M. Gasol (drawn by J. Jerebko),121,107
4,0:51.0,,J. Jerebko makes free throw 1 of 2,121,108
4,0:51.0,J. Lin enters the game for K. Leonard,,121,108
4,0:51.0,J. Meeks enters the game for K. Lowry,,121,108
4,0:51.0,M. Miller enters the game for F. VanVleet,,121,108
4,0:51.0,,J. Jerebko makes free throw 2 of 2,121,109
4,0:38.0,P. Siakam makes 2-pt layup from 5 ft (assist by M. Gasol),,123,109
4,0:29.0,,J. Evans misses 2-pt jump shot from 10 ft,123,109
4,0:27.0,Defensive rebound by M. Gasol,,123,109
4,0:04.0,Turnover by Team (shot clock),,123,109
4,0:01.0,,J. Evans misses 3-pt jump shot from 28 ft,123,109
4,0:00.0,Defensive rebound by M. Gasol,,123,109
