QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SAN ANTONIO_ACTION,GOLDEN STATE_SCORE,SAN ANTONIO_SCORE
4,3:43.0,,Turnover by R. Gay (lost ball; steal by A. Iguodala),87,91
4,3:38.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),,90,91
4,3:21.0,,D. DeRozan makes 2-pt layup from 1 ft,90,93
4,3:07.0,K. Thompson misses 2-pt jump shot from 10 ft,,90,93
4,3:07.0,,Defensive rebound by Team,90,93
4,3:07.0,Loose ball foul by J. Jerebko (drawn by L. Aldridge),,90,93
4,2:53.0,,D. DeRozan misses 2-pt hook shot from 8 ft (block by D. Jones),90,93
4,2:50.0,,Offensive rebound by L. Aldridge,90,93
4,2:50.0,,L. Aldridge misses 2-pt layup at rim,90,93
4,2:50.0,,Offensive rebound by Team,90,93
4,2:50.0,,P. Mills enters the game for D. Cunningham,90,93
4,2:46.0,,L. Aldridge makes 2-pt jump shot from 14 ft (assist by P. Mills),90,95
4,2:30.0,D. Jones misses 2-pt layup from 1 ft (block by L. Aldridge),,90,95
4,2:28.0,,Defensive rebound by P. Mills,90,95
4,2:10.0,,B. Forbes misses 2-pt layup from 1 ft (block by D. Jones),90,95
4,2:07.0,,Offensive rebound by D. DeRozan,90,95
4,2:07.0,,Shooting foul by K. Thompson (drawn by D. DeRozan),90,95
4,2:07.0,,D. DeRozan makes free throw 1 of 2,90,96
4,2:07.0,K. Looney enters the game for D. Jones,,90,96
4,2:07.0,,D. Cunningham enters the game for B. Forbes,90,96
4,2:07.0,,D. DeRozan makes free throw 2 of 2,90,97
4,1:58.0,K. Durant misses 3-pt jump shot from 25 ft,,90,97
4,1:54.0,Offensive rebound by K. Looney,,90,97
4,1:52.0,K. Durant misses 2-pt dunk from 3 ft (block by R. Gay),,90,97
4,1:52.0,Offensive rebound by K. Looney,,90,97
4,1:52.0,Shooting foul by L. Aldridge (drawn by K. Looney),,90,97
4,1:52.0,K. Looney makes free throw 1 of 2,,91,97
4,1:52.0,K. Looney makes free throw 2 of 2,,92,97
4,1:38.0,,Shooting foul by K. Thompson (drawn by D. DeRozan),92,97
4,1:38.0,,D. DeRozan makes free throw 1 of 2,92,98
4,1:38.0,Q. Cook enters the game for J. Jerebko,,92,98
4,1:38.0,,D. DeRozan misses free throw 2 of 2,92,98
4,1:36.0,Defensive rebound by K. Thompson,,92,98
4,1:25.0,Turnover by K. Durant (out of bounds lost ball),,92,98
4,1:08.0,,Turnover by L. Aldridge (lost ball; steal by K. Durant),92,98
4,1:01.0,K. Durant misses 3-pt jump shot from 26 ft,,92,98
4,0:58.0,,Defensive rebound by R. Gay,92,98
4,0:38.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by L. Aldridge),92,101
4,0:37.0,Golden State full timeout,,92,101
4,0:35.0,K. Thompson misses 3-pt jump shot from 28 ft,,92,101
4,0:29.0,,Defensive rebound by R. Gay,92,101
4,0:29.0,,B. Forbes enters the game for D. Cunningham,92,101
4,0:10.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by P. Mills),92,104
