QUARTER,TIME_REMAINING,MEMPHIS_ACTION,LA CLIPPERS_ACTION,MEMPHIS_SCORE,LA CLIPPERS_SCORE
4,2:51.0,,L. Williams enters the game for S. Gilgeous-Alexander,93,85
4,2:27.0,,P. Beverley makes 2-pt hook shot from 7 ft,93,87
4,2:02.0,Shooting foul by M. Harrell (drawn by S. Mack),,93,87
4,2:02.0,S. Mack makes free throw 1 of 2,,94,87
4,2:02.0,S. Mack makes free throw 2 of 2,,95,87
4,1:54.0,,Personal foul by S. Mack (drawn by P. Beverley),95,87
4,1:54.0,,P. Beverley makes free throw 1 of 2,95,88
4,1:54.0,,P. Beverley makes free throw 2 of 2,95,89
4,1:33.0,Shooting foul by P. Beverley (drawn by M. Gasol),,95,89
4,1:33.0,M. Gasol makes free throw 1 of 2,,96,89
4,1:33.0,M. Gasol misses free throw 2 of 2,,96,89
4,1:31.0,,Defensive rebound by M. Harrell,96,89
4,1:19.0,,M. Harrell makes 2-pt layup from 2 ft (assist by P. Beverley),96,91
4,1:06.0,Offensive foul by M. Gasol (drawn by M. Harrell),,96,91
4,1:06.0,Turnover by M. Gasol (offensive foul),,96,91
4,0:55.0,,L. Williams makes 2-pt layup from 1 ft,96,93
4,0:37.0,M. Gasol misses 2-pt jump shot from 14 ft,,96,93
4,0:36.0,,Defensive rebound by T. Harris,96,93
4,0:29.0,,L. Williams makes 2-pt layup from 1 ft,96,95
4,0:29.0,Memphis full timeout,,96,95
4,0:29.0,,A. Bradley enters the game for L. Williams,96,95
4,0:11.0,J. Green misses 3-pt jump shot from 23 ft,,96,95
4,0:09.0,,Defensive rebound by D. Gallinari,96,95
4,0:09.0,,LA Clippers full timeout,96,95
4,0:09.0,,L. Williams enters the game for A. Bradley,96,95
4,0:03.0,,L. Williams misses 3-pt jump shot from 27 ft,96,95
4,0:03.0,Defensive rebound by M. Gasol,,96,95
4,0:03.0,Personal take foul by P. Beverley (drawn by M. Gasol),,96,95
4,0:03.0,,A. Bradley enters the game for P. Beverley,96,95
4,0:03.0,M. Gasol makes free throw 1 of 2,,97,95
4,0:03.0,M. Gasol makes free throw 2 of 2,,98,95
4,0:03.0,,LA Clippers full timeout,98,95
4,0:01.0,,Shooting foul by M. Gasol (drawn by D. Gallinari),98,95
4,0:01.0,,D. Gallinari makes free throw 1 of 3,98,96
4,0:01.0,,D. Gallinari makes free throw 2 of 3,98,97
4,0:01.0,J. Jackson enters the game for S. Mack,,98,97
4,0:01.0,,B. Marjanović enters the game for L. Williams,98,97
4,0:01.0,,D. Gallinari makes free throw 3 of 3,98,98
4,0:01.0,Memphis full timeout,,98,98
4,0:01.0,S. Mack enters the game for J. Jackson,,98,98
4,0:01.0,,S. Gilgeous-Alexander enters the game for B. Marjanović,98,98
4,0:00.0,Turnover by K. Anderson (bad pass; steal by M. Harrell),,98,98
1OT,4:42.0,Personal foul by D. Gallinari (drawn by M. Gasol),,98,98
1OT,4:33.0,Turnover by G. Temple (bad pass; steal by L. Williams),,98,98
1OT,4:12.0,,M. Harrell misses 2-pt layup from 1 ft,98,98
1OT,4:08.0,Defensive rebound by G. Temple,,98,98
1OT,3:57.0,M. Gasol makes 3-pt jump shot from 24 ft (assist by S. Mack),,101,98
1OT,3:41.0,Violation by Team (kicked ball),,101,98
1OT,3:41.0,,A. Bradley enters the game for S. Gilgeous-Alexander,101,98
1OT,3:34.0,,T. Harris makes 2-pt layup from 2 ft,101,100
1OT,3:10.0,S. Mack misses 3-pt jump shot from 26 ft,,101,100
1OT,3:06.0,,Defensive rebound by M. Harrell,101,100
1OT,2:57.0,,L. Williams makes 2-pt jump shot from 12 ft,101,102
1OT,2:27.0,G. Temple misses 3-pt jump shot from 28 ft,,101,102
1OT,2:23.0,,Defensive rebound by D. Gallinari,101,102
1OT,2:21.0,,Personal foul by J. Jackson (drawn by D. Gallinari),101,102
1OT,2:21.0,J. Green enters the game for J. Jackson,,101,102
1OT,2:11.0,,D. Gallinari misses 3-pt jump shot from 24 ft,101,102
1OT,2:11.0,,Offensive rebound by Team,101,102
1OT,2:11.0,Loose ball foul by G. Temple (drawn by M. Harrell),,101,102
1OT,1:57.0,,Shooting foul by J. Green (drawn by L. Williams),101,102
1OT,1:57.0,,L. Williams makes free throw 1 of 2,101,103
1OT,1:57.0,,L. Williams makes free throw 2 of 2,101,104
1OT,1:34.0,M. Gasol makes 2-pt jump shot from 9 ft,,103,104
1OT,1:21.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),103,106
1OT,1:13.0,Memphis full timeout,,103,106
1OT,1:03.0,J. Green makes 2-pt layup from 1 ft (assist by M. Gasol),,105,106
1OT,0:44.0,,M. Harrell makes 2-pt layup from 2 ft (assist by A. Bradley),105,108
1OT,0:36.0,Personal foul by A. Bradley (drawn by S. Mack),,105,108
1OT,0:30.0,G. Temple misses 3-pt jump shot from 24 ft,,105,108
1OT,0:27.0,,Defensive rebound by M. Harrell,105,108
1OT,0:27.0,,Personal take foul by J. Green (drawn by M. Harrell),105,108
1OT,0:27.0,J. Jackson enters the game for J. Green,,105,108
1OT,0:27.0,,M. Harrell misses free throw 1 of 2,105,108
1OT,0:27.0,,Offensive rebound by Team,105,108
1OT,0:27.0,,S. Gilgeous-Alexander enters the game for L. Williams,105,108
1OT,0:27.0,,M. Harrell makes free throw 2 of 2,105,109
1OT,0:27.0,Memphis full timeout,,105,109
1OT,0:27.0,W. Selden enters the game for J. Jackson,,105,109
1OT,0:22.0,M. Gasol makes 2-pt dunk from 2 ft,,107,109
1OT,0:22.0,,LA Clippers full timeout,107,109
1OT,0:22.0,,L. Williams enters the game for S. Gilgeous-Alexander,107,109
1OT,0:18.0,,Personal take foul by S. Mack (drawn by A. Bradley),107,109
1OT,0:18.0,,A. Bradley makes free throw 1 of 2,107,110
1OT,0:18.0,,S. Gilgeous-Alexander enters the game for L. Williams,107,110
1OT,0:18.0,,A. Bradley misses free throw 2 of 2,107,110
1OT,0:15.0,Defensive rebound by M. Gasol,,107,110
1OT,0:05.0,G. Temple misses 3-pt jump shot from 24 ft (block by A. Bradley),,107,110
1OT,0:05.0,,Defensive rebound by A. Bradley,107,110
1OT,0:05.0,,Personal take foul by G. Temple (drawn by A. Bradley),107,110
1OT,0:05.0,,A. Bradley makes free throw 1 of 2,107,111
1OT,0:05.0,,A. Bradley makes free throw 2 of 2,107,112
1OT,0:00.0,K. Anderson misses 3-pt jump shot from 25 ft,,107,112
1OT,0:00.0,Offensive rebound by Team,,107,112
