QUARTER,TIME_REMAINING,LA LAKERS_ACTION,UTAH_ACTION,LA LAKERS_SCORE,UTAH_SCORE
4,7:36.0,J. McGee enters the game for M. Wagner,,81,99
4,7:36.0,,R. Rubio enters the game for J. Ingles,81,99
4,7:36.0,J. Williams makes free throw 2 of 2,,82,99
4,7:25.0,,D. Mitchell misses 2-pt jump shot from 8 ft,82,99
4,7:22.0,Defensive rebound by J. McGee,,82,99
4,7:15.0,S. Machado misses 2-pt layup from 3 ft,,82,99
4,7:13.0,,Defensive rebound by T. Sefolosha,82,99
4,7:06.0,,R. Gobert makes 2-pt layup from 3 ft (assist by R. O'Neale),82,101
4,6:54.0,J. McGee makes 2-pt dunk from 2 ft (assist by A. Caruso),,84,101
4,6:40.0,,R. Gobert makes 2-pt jump shot from 19 ft (assist by R. Rubio),84,103
4,6:40.0,I. Bonga enters the game for A. Caruso,,84,103
4,6:40.0,K. Caldwell-Pope enters the game for L. Stephenson,,84,103
4,6:14.0,J. McGee makes 2-pt jump shot from 18 ft,,86,103
4,5:56.0,,D. Mitchell misses 2-pt jump shot from 7 ft,86,103
4,5:53.0,,Offensive rebound by Team,86,103
4,5:44.0,,Personal foul by J. Williams (drawn by D. Mitchell),86,103
4,5:44.0,,D. Mitchell misses free throw 1 of 2,86,103
4,5:44.0,,Offensive rebound by Team,86,103
4,5:44.0,,D. Mitchell misses free throw 2 of 2,86,103
4,5:42.0,Defensive rebound by J. Williams,,86,103
4,5:34.0,J. McGee makes 2-pt dunk from 1 ft (assist by S. Machado),,88,103
4,5:33.0,,Utah full timeout,88,103
4,5:20.0,,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by R. Rubio),88,106
4,5:02.0,I. Bonga misses 2-pt jump shot from 13 ft,,88,106
4,5:00.0,,Defensive rebound by R. Gobert,88,106
4,4:55.0,,Shooting foul by J. Williams (drawn by T. Sefolosha),88,106
4,4:55.0,,T. Sefolosha misses free throw 1 of 2,88,106
4,4:55.0,,Offensive rebound by Team,88,106
4,4:55.0,,J. Ingles enters the game for R. O'Neale,88,106
4,4:55.0,,T. Sefolosha makes free throw 2 of 2,88,107
4,4:37.0,J. McGee makes 2-pt dunk from 1 ft (assist by J. Williams),,90,107
4,4:19.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by R. Rubio),90,109
4,4:07.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,90,109
4,4:04.0,,Defensive rebound by R. Gobert,90,109
4,3:56.0,,Personal foul by J. Williams (drawn by R. Gobert),90,109
4,3:56.0,,R. Gobert misses free throw 1 of 2,90,109
4,3:56.0,,Offensive rebound by Team,90,109
4,3:56.0,,J. Crowder enters the game for T. Sefolosha,90,109
4,3:56.0,,R. Gobert misses free throw 2 of 2,90,109
4,3:54.0,Defensive rebound by J. McGee,,90,109
4,3:47.0,J. McGee misses 2-pt jump shot from 9 ft,,90,109
4,3:44.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,90,109
4,3:44.0,Offensive rebound by K. Caldwell-Pope,,90,109
4,3:43.0,Offensive rebound by Team,,90,109
4,3:32.0,Turnover by J. McGee (lost ball; steal by R. Gobert),,90,109
4,3:24.0,,J. Ingles misses 2-pt jump shot from 6 ft (block by J. McGee),90,109
4,3:23.0,,Offensive rebound by J. Ingles,90,109
4,3:23.0,Violation by Team (kicked ball),,90,109
4,3:09.0,,J. Ingles makes 3-pt jump shot from 26 ft,90,112
4,2:54.0,Personal foul by R. Rubio (drawn by J. McGee),,90,112
4,2:54.0,A. Caruso enters the game for K. Caldwell-Pope,,90,112
4,2:54.0,M. Wagner enters the game for J. McGee,,90,112
4,2:39.0,M. Wagner misses 2-pt layup from 3 ft,,90,112
4,2:39.0,Offensive rebound by Team,,90,112
4,2:39.0,Turnover by Team (shot clock),,90,112
4,2:39.0,,R. O'Neale enters the game for R. Gobert,90,112
4,2:39.0,,E. Udoh enters the game for D. Mitchell,90,112
4,2:27.0,,R. Rubio misses 2-pt layup from 2 ft,90,112
4,2:27.0,Defensive rebound by Team,,90,112
4,2:27.0,,G. Allen enters the game for J. Crowder,90,112
4,2:27.0,,G. Niang enters the game for J. Ingles,90,112
4,2:17.0,A. Caruso makes 2-pt jump shot from 13 ft,,92,112
4,1:57.0,,G. Niang misses 3-pt jump shot from 23 ft,92,112
4,1:55.0,,Offensive rebound by Team,92,112
4,1:55.0,,R. Neto enters the game for R. Rubio,92,112
4,1:53.0,,Turnover by R. O'Neale (bad pass; steal by S. Machado),92,112
4,1:48.0,S. Machado makes 2-pt layup from 3 ft,,94,112
4,1:33.0,,Personal foul by J. Williams (drawn by G. Allen),94,112
4,1:33.0,,G. Allen misses free throw 1 of 2,94,112
4,1:33.0,,Offensive rebound by Team,94,112
4,1:33.0,,G. Allen makes free throw 2 of 2,94,113
4,1:28.0,S. Machado makes 3-pt jump shot from 25 ft,,97,113
4,1:16.0,,G. Niang makes 2-pt hook shot from 9 ft,97,115
4,0:58.0,M. Wagner makes 2-pt layup from 2 ft (assist by I. Bonga),,99,115
4,0:58.0,Shooting foul by G. Niang (drawn by M. Wagner),,99,115
4,0:58.0,M. Wagner makes free throw 1 of 1,,100,115
4,0:40.0,,G. Allen misses 2-pt layup from 4 ft,100,115
4,0:37.0,Defensive rebound by M. Wagner,,100,115
4,0:27.0,A. Caruso misses 3-pt jump shot from 25 ft,,100,115
4,0:23.0,Offensive rebound by Team,,100,115
4,0:13.0,M. Wagner misses 2-pt jump shot from 15 ft,,100,115
4,0:10.0,,Defensive rebound by E. Udoh,100,115
