QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MEMPHIS_ACTION,LA LAKERS_SCORE,MEMPHIS_SCORE
4,4:40.0,,M. Conley misses 2-pt jump shot from 7 ft,89,96
4,4:38.0,,Offensive rebound by J. Valančiūnas,89,96
4,4:38.0,,Shooting foul by B. Ingram (drawn by J. Valančiūnas),89,96
4,4:38.0,,J. Valančiūnas makes free throw 1 of 2,89,97
4,4:38.0,,J. Valančiūnas makes free throw 2 of 2,89,98
4,4:24.0,B. Ingram misses 2-pt layup from 3 ft,,89,98
4,4:21.0,,Defensive rebound by J. Valančiūnas,89,98
4,4:12.0,,Turnover by M. Conley (bad pass; steal by L. James),89,98
4,4:03.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by R. Bullock),,92,98
4,3:51.0,,Personal foul by B. Ingram (drawn by M. Conley),92,98
4,3:44.0,,M. Conley makes 2-pt jump shot from 9 ft,92,100
4,3:23.0,Shooting foul by J. Valančiūnas (drawn by L. James),,92,100
4,3:23.0,L. James makes free throw 1 of 2,,93,100
4,3:23.0,L. James makes free throw 2 of 2,,94,100
4,3:04.0,,Turnover by A. Bradley (bad pass; steal by B. Ingram),94,100
4,3:02.0,Offensive foul by B. Ingram (drawn by M. Conley),,94,100
4,3:02.0,Turnover by B. Ingram (offensive foul),,94,100
4,3:02.0,K. Caldwell-Pope enters the game for J. McGee,,94,100
4,2:49.0,,J. Valančiūnas misses 2-pt hook shot from 6 ft,94,100
4,2:46.0,Defensive rebound by L. James,,94,100
4,2:43.0,B. Ingram makes 2-pt layup from 1 ft (assist by L. James),,96,100
4,2:30.0,,B. Caboclo makes 3-pt jump shot from 25 ft (assist by M. Conley),96,103
4,2:11.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,96,103
4,2:09.0,,Defensive rebound by J. Valančiūnas,96,103
4,2:02.0,,Memphis full timeout,96,103
4,1:53.0,,A. Bradley misses 3-pt jump shot from 26 ft,96,103
4,1:51.0,Defensive rebound by L. James,,96,103
4,1:50.0,Personal foul by A. Bradley (drawn by L. James),,96,103
4,1:50.0,L. James makes free throw 1 of 2,,97,103
4,1:50.0,L. James makes free throw 2 of 2,,98,103
4,1:42.0,,Personal foul by B. Ingram (drawn by M. Conley),98,103
4,1:42.0,,M. Conley makes free throw 1 of 2,98,104
4,1:42.0,,J. Noah enters the game for J. Valančiūnas,98,104
4,1:42.0,,M. Conley makes free throw 2 of 2,98,105
4,1:35.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. James),,101,105
4,1:16.0,,J. Holiday misses 2-pt jump shot from 18 ft,101,105
4,1:12.0,,Offensive rebound by A. Bradley,101,105
4,1:04.0,,M. Conley misses 2-pt jump shot from 13 ft,101,105
4,1:00.0,Defensive rebound by L. James,,101,105
4,1:00.0,L. James makes 2-pt layup from 1 ft,,103,105
4,1:00.0,Shooting foul by B. Caboclo (drawn by L. James),,103,105
4,1:00.0,,J. Valančiūnas enters the game for J. Noah,103,105
4,1:00.0,L. James misses free throw 1 of 1,,103,105
4,0:57.0,,Defensive rebound by J. Holiday,103,105
4,0:40.0,,Shooting foul by K. Caldwell-Pope (drawn by M. Conley),103,105
4,0:40.0,,M. Conley makes free throw 1 of 2,103,106
4,0:40.0,,J. Noah enters the game for J. Valančiūnas,103,106
4,0:40.0,,M. Conley makes free throw 2 of 2,103,107
4,0:35.0,K. Kuzma misses 3-pt jump shot from 27 ft,,103,107
4,0:32.0,,Defensive rebound by J. Noah,103,107
4,0:26.0,,Personal foul by K. Caldwell-Pope (drawn by J. Noah),103,107
4,0:26.0,,J. Noah misses free throw 1 of 2,103,107
4,0:26.0,,Offensive rebound by Team,103,107
4,0:26.0,,J. Noah misses free throw 2 of 2,103,107
4,0:24.0,Defensive rebound by L. James,,103,107
4,0:20.0,Offensive foul by L. James (drawn by J. Noah),,103,107
4,0:20.0,Turnover by L. James (offensive foul),,103,107
4,0:19.0,,Personal take foul by B. Ingram (drawn by M. Conley),103,107
4,0:19.0,,M. Conley misses free throw 1 of 2,103,107
4,0:19.0,,Offensive rebound by Team,103,107
4,0:19.0,,M. Conley makes free throw 2 of 2,103,108
4,0:19.0,LA Lakers full timeout,,103,108
4,0:19.0,T. Chandler enters the game for K. Caldwell-Pope,,103,108
4,0:17.0,L. James misses 3-pt jump shot from 27 ft,,103,108
4,0:16.0,,Defensive rebound by Team,103,108
4,0:16.0,K. Caldwell-Pope enters the game for T. Chandler,,103,108
4,0:16.0,,Memphis full timeout,103,108
4,0:16.0,,J. Valančiūnas enters the game for J. Noah,103,108
4,0:12.0,,Turnover by J. Valančiūnas (bad pass),103,108
4,0:12.0,,J. Noah enters the game for J. Valančiūnas,103,108
4,0:10.0,R. Bullock makes 2-pt jump shot from 19 ft (assist by L. James),,105,108
4,0:10.0,Violation by Team (delay of game),,105,108
4,0:09.0,,Personal take foul by K. Kuzma (drawn by A. Bradley),105,108
4,0:09.0,,A. Bradley makes free throw 1 of 2,105,109
4,0:09.0,,D. Wright enters the game for B. Caboclo,105,109
4,0:09.0,,A. Bradley makes free throw 2 of 2,105,110
4,0:05.0,L. James misses 3-pt jump shot from 29 ft,,105,110
4,0:01.0,,Defensive rebound by J. Holiday,105,110
