QUARTER,TIME_REMAINING,MIAMI_ACTION,MILWAUKEE_ACTION,MIAMI_SCORE,MILWAUKEE_SCORE
4,7:21.0,Defensive rebound by D. Wade,,80,99
4,7:07.0,G. Dragić misses 3-pt jump shot from 23 ft,,80,99
4,7:04.0,,Defensive rebound by P. Connaughton,80,99
4,6:55.0,,K. Middleton makes 2-pt jump shot from 16 ft,80,101
4,6:41.0,J. Richardson misses 3-pt jump shot from 27 ft,,80,101
4,6:37.0,,Defensive rebound by K. Middleton,80,101
4,6:31.0,,E. Bledsoe misses 2-pt layup from 3 ft (block by D. Wade),80,101
4,6:31.0,,Offensive rebound by Team,80,101
4,6:31.0,,G. Hill enters the game for E. Bledsoe,80,101
4,6:23.0,,B. Lopez makes 2-pt dunk from 2 ft (assist by K. Middleton),80,103
4,6:23.0,Miami full timeout,,80,103
4,6:23.0,D. Robinson enters the game for G. Dragić,,80,103
4,6:23.0,D. Waiters enters the game for D. Wade,,80,103
4,6:07.0,J. Johnson misses 3-pt jump shot from 26 ft,,80,103
4,6:03.0,,Defensive rebound by K. Middleton,80,103
4,5:54.0,,K. Middleton makes 2-pt jump shot from 13 ft (assist by B. Lopez),80,105
4,5:36.0,H. Whiteside makes 2-pt jump shot from 18 ft (assist by J. Richardson),,82,105
4,5:11.0,,P. Connaughton misses 2-pt jump shot from 13 ft,82,105
4,5:06.0,Defensive rebound by H. Whiteside,,82,105
4,4:50.0,J. Richardson misses 3-pt jump shot from 24 ft,,82,105
4,4:47.0,,Defensive rebound by E. İlyasova,82,105
4,4:44.0,,Personal foul by D. Waiters (drawn by G. Hill),82,105
4,4:44.0,R. Anderson enters the game for J. Johnson,,82,105
4,4:44.0,D. Jones enters the game for J. Richardson,,82,105
4,4:44.0,,S. Brown enters the game for B. Lopez,82,105
4,4:44.0,,D. Wilson enters the game for K. Middleton,82,105
4,4:32.0,,D. Wilson makes 3-pt jump shot from 29 ft (assist by E. İlyasova),82,108
4,4:11.0,Shooting foul by E. İlyasova (drawn by H. Whiteside),,82,108
4,4:11.0,H. Whiteside makes free throw 1 of 2,,83,108
4,4:11.0,,T. Frazier enters the game for P. Connaughton,83,108
4,4:11.0,H. Whiteside misses free throw 2 of 2,,83,108
4,4:08.0,Offensive rebound by D. Jones,,83,108
4,4:05.0,D. Robinson misses 3-pt jump shot from 27 ft,,83,108
4,4:02.0,,Defensive rebound by S. Brown,83,108
4,3:44.0,,Turnover by G. Hill (off goaltending),83,108
4,3:23.0,D. Waiters misses 2-pt jump shot from 19 ft,,83,108
4,3:22.0,,Defensive rebound by S. Brown,83,108
4,3:22.0,,Turnover by S. Brown (traveling),83,108
4,3:05.0,Turnover by D. Waiters (lost ball; steal by G. Hill),,83,108
4,3:00.0,,G. Hill misses 3-pt jump shot from 26 ft,83,108
4,2:57.0,Defensive rebound by D. Waiters,,83,108
4,2:44.0,H. Whiteside makes 2-pt jump shot from 20 ft (assist by D. Waiters),,85,108
4,2:33.0,,D. Wilson misses 2-pt dunk from 3 ft,85,108
4,2:31.0,,Offensive rebound by T. Frazier,85,108
4,2:26.0,,T. Frazier misses 2-pt layup from 3 ft,85,108
4,2:25.0,,Offensive rebound by E. İlyasova,85,108
4,2:18.0,,Turnover by G. Hill (lost ball; steal by R. Anderson),85,108
4,2:13.0,D. Robinson makes 2-pt dunk from 1 ft (assist by R. Anderson),,87,108
4,1:50.0,,D. Wilson makes 2-pt layup from 2 ft (assist by S. Brown),87,110
4,1:48.0,Personal foul by G. Hill (drawn by D. Waiters),,87,110
4,1:48.0,,P. Connaughton enters the game for G. Hill,87,110
4,1:38.0,R. Anderson misses 2-pt jump shot from 21 ft,,87,110
4,1:36.0,,Defensive rebound by S. Brown,87,110
4,1:31.0,,S. Brown misses 2-pt layup from 4 ft (block by D. Waiters),87,110
4,1:31.0,,Offensive rebound by Team,87,110
4,1:28.0,,D. Wilson makes 3-pt jump shot from 24 ft (assist by P. Connaughton),87,113
4,1:13.0,Turnover by H. Whiteside (lost ball; steal by E. İlyasova),,87,113
4,1:07.0,,T. Frazier misses 3-pt jump shot from 25 ft,87,113
4,1:04.0,Defensive rebound by D. Robinson,,87,113
4,0:55.0,D. Jones misses 3-pt jump shot from 24 ft,,87,113
4,0:52.0,,Defensive rebound by E. İlyasova,87,113
4,0:39.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by T. Frazier),87,116
4,0:27.0,D. Waiters misses 3-pt jump shot from 24 ft,,87,116
4,0:24.0,,Defensive rebound by D. Wilson,87,116
4,0:03.0,,Turnover by Team (shot clock),87,116
