QUARTER,TIME_REMAINING,PHOENIX_ACTION,DENVER_ACTION,PHOENIX_SCORE,DENVER_SCORE
4,4:38.0,,T. Lydon enters the game for T. Lyles,91,120
4,4:22.0,,J. Hernangómez misses 2-pt layup from 5 ft,91,120
4,4:20.0,,Offensive rebound by J. Hernangómez,91,120
4,4:19.0,,J. Hernangómez misses 2-pt layup from 4 ft,91,120
4,4:17.0,,Offensive rebound by T. Craig,91,120
4,4:16.0,,T. Craig makes 2-pt layup from 2 ft,91,122
4,3:53.0,Turnover by Team (shot clock),,91,122
4,3:53.0,,J. Vanderbilt enters the game for T. Craig,91,122
4,3:34.0,,Offensive foul by T. Lydon (drawn by K. Oubre),91,122
4,3:34.0,,Turnover by T. Lydon (offensive foul),91,122
4,3:14.0,T. Daniels misses 2-pt layup from 3 ft,,91,122
4,3:12.0,,Defensive rebound by J. Vanderbilt,91,122
4,2:57.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Lydon),91,125
4,2:47.0,E. Okobo makes 2-pt layup from 2 ft (assist by M. Bridges),,93,125
4,2:37.0,,M. Morris makes 2-pt layup from 2 ft,93,127
4,2:37.0,,Shooting foul by E. Okobo (drawn by M. Morris),93,127
4,2:37.0,,M. Morris misses free throw 1 of 1,93,127
4,2:34.0,Defensive rebound by Q. Acy,,93,127
4,2:25.0,Turnover by T. Daniels (bad pass; steal by J. Vanderbilt),,93,127
4,2:25.0,,Personal foul by T. Daniels (drawn by J. Vanderbilt),93,127
4,2:03.0,,J. Hernangómez makes 2-pt jump shot from 7 ft,93,129
4,2:03.0,,Away from play foul by K. Oubre (drawn by T. Lydon),93,129
4,2:03.0,,T. Lydon misses free throw 1 of 1,93,129
4,2:00.0,Defensive rebound by E. Okobo,,93,129
4,1:56.0,K. Oubre misses 3-pt jump shot from 25 ft,,93,129
4,1:52.0,,Defensive rebound by J. Vanderbilt,93,129
4,1:40.0,,Turnover by J. Vanderbilt (traveling),93,129
4,1:25.0,M. Bridges misses 2-pt jump shot from 11 ft,,93,129
4,1:23.0,,Defensive rebound by J. Vanderbilt,93,129
4,1:21.0,,M. Beasley makes 2-pt layup from 2 ft (assist by J. Vanderbilt),93,131
4,1:03.0,K. Oubre misses 2-pt jump shot from 3 ft,,93,131
4,1:01.0,,Defensive rebound by M. Morris,93,131
4,0:54.0,,T. Lydon misses 3-pt jump shot from 22 ft,93,131
4,0:51.0,Defensive rebound by Q. Acy,,93,131
4,0:45.0,E. Okobo makes 2-pt layup from 2 ft,,95,131
4,0:28.0,,Shooting foul by M. Bridges (drawn by J. Vanderbilt),95,131
4,0:28.0,,J. Vanderbilt makes free throw 1 of 2,95,132
4,0:28.0,,J. Vanderbilt misses free throw 2 of 2,95,132
4,0:26.0,Defensive rebound by Q. Acy,,95,132
4,0:18.0,E. Okobo misses 3-pt jump shot from 31 ft,,95,132
4,0:14.0,,Defensive rebound by M. Beasley,95,132
