QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MINNESOTA_ACTION,NEW ORLEANS_SCORE,MINNESOTA_SCORE
4,6:00.0,,A. Wiggins misses 2-pt jump shot from 22 ft,97,99
4,6:00.0,,Offensive rebound by Team,97,99
4,5:49.0,,K. Towns makes 2-pt dunk at rim,97,101
4,5:37.0,Offensive foul by E. Payton (drawn by T. Jones),,97,101
4,5:37.0,Turnover by E. Payton (offensive foul),,97,101
4,5:23.0,,K. Towns misses 2-pt jump shot from 18 ft,97,101
4,5:21.0,Defensive rebound by N. Mirotić,,97,101
4,5:15.0,Personal foul by K. Towns (drawn by A. Davis),,97,101
4,5:15.0,J. Randle enters the game for E. Payton,,97,101
4,5:08.0,J. Randle makes 2-pt dunk from 2 ft (assist by J. Holiday),,99,101
4,4:43.0,,Turnover by T. Gibson (traveling),99,101
4,4:33.0,J. Holiday makes 2-pt dunk from 1 ft,,101,101
4,4:11.0,,A. Wiggins misses 3-pt jump shot from 26 ft,101,101
4,4:09.0,Defensive rebound by E. Moore,,101,101
4,3:59.0,A. Davis makes 2-pt hook shot from 11 ft (assist by J. Holiday),,103,101
4,3:35.0,,T. Gibson makes 2-pt jump shot from 9 ft (assist by J. Okogie),103,103
4,3:21.0,E. Moore misses 3-pt jump shot from 25 ft,,103,103
4,3:18.0,,Defensive rebound by K. Towns,103,103
4,3:08.0,,Personal foul by A. Davis (drawn by K. Towns),103,103
4,3:08.0,New Orleans full timeout,,103,103
4,3:08.0,New Orleans full timeout,,103,103
4,2:55.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by T. Jones),103,106
4,2:38.0,A. Davis misses 2-pt jump shot from 6 ft (block by K. Towns),,103,106
4,2:36.0,,Defensive rebound by A. Wiggins,103,106
4,2:31.0,,T. Jones makes 2-pt layup at rim,103,108
4,2:23.0,J. Holiday makes 2-pt layup from 2 ft,,105,108
4,2:23.0,Shooting foul by K. Towns (drawn by J. Holiday),,105,108
4,2:23.0,J. Holiday makes free throw 1 of 1,,106,108
4,1:59.0,,K. Towns misses 2-pt jump shot from 15 ft (block by N. Mirotić),106,108
4,1:59.0,,Offensive rebound by Team,106,108
4,1:59.0,,Turnover by Team (shot clock),106,108
4,1:37.0,A. Davis misses 3-pt jump shot from 25 ft (block by K. Towns),,106,108
4,1:35.0,Offensive rebound by A. Davis,,106,108
4,1:35.0,A. Davis misses 3-pt jump shot from 24 ft,,106,108
4,1:35.0,Offensive rebound by Team,,106,108
4,1:35.0,Turnover by Team (shot clock),,106,108
4,1:19.0,,T. Jones misses 2-pt layup from 12 ft,106,108
4,1:15.0,,Offensive rebound by T. Gibson,106,108
4,1:06.0,,A. Wiggins misses 2-pt jump shot from 15 ft,106,108
4,1:03.0,,Offensive rebound by A. Wiggins,106,108
4,0:54.0,,Shooting foul by N. Mirotić (drawn by T. Jones),106,108
4,0:54.0,,T. Jones makes free throw 1 of 2,106,109
4,0:54.0,,T. Jones makes free throw 2 of 2,106,110
4,0:47.0,N. Mirotić misses 3-pt jump shot from 28 ft,,106,110
4,0:44.0,,Defensive rebound by T. Jones,106,110
4,0:21.0,,A. Wiggins misses 2-pt jump shot from 23 ft,106,110
4,0:21.0,Defensive rebound by J. Holiday,,106,110
4,0:21.0,New Orleans full timeout,,106,110
4,0:21.0,E. Payton enters the game for J. Randle,,106,110
4,0:16.0,E. Payton misses 2-pt jump shot from 11 ft,,106,110
4,0:15.0,Offensive rebound by Team,,106,110
4,0:15.0,,Loose ball foul by K. Towns (drawn by A. Davis),106,110
4,0:11.0,A. Davis misses 2-pt jump shot from 9 ft,,106,110
4,0:08.0,,Defensive rebound by K. Towns,106,110
4,0:02.0,,Minnesota full timeout,106,110
