QUARTER,TIME_REMAINING,DALLAS_ACTION,MEMPHIS_ACTION,DALLAS_SCORE,MEMPHIS_SCORE
4,4:35.0,,I. Rabb misses 2-pt layup from 1 ft,99,97
4,4:31.0,Defensive rebound by D. Harris,,99,97
4,4:31.0,D. Finney-Smith misses 2-pt layup from 2 ft (block by C. Parsons),,99,97
4,4:27.0,Offensive rebound by Team,,99,97
4,4:18.0,D. Harris misses 2-pt jump shot from 9 ft,,99,97
4,4:16.0,Offensive rebound by D. Finney-Smith,,99,97
4,4:15.0,D. Finney-Smith makes 2-pt layup from 1 ft,,101,97
4,4:05.0,,B. Caboclo makes 3-pt jump shot from 26 ft (assist by D. Wright),101,100
4,3:45.0,Turnover by T. Burke (lost ball; steal by I. Rabb),,101,100
4,3:42.0,,D. Wright makes 2-pt layup from 1 ft (assist by I. Rabb),101,102
4,3:19.0,D. Harris misses 3-pt jump shot from 26 ft,,101,102
4,3:17.0,Offensive rebound by S. Mejri,,101,102
4,3:17.0,S. Mejri makes 2-pt dunk from 1 ft,,103,102
4,3:04.0,,Personal foul by D. Macon (drawn by J. Holiday),103,102
4,2:50.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by C. Parsons),103,105
4,2:30.0,S. Mejri misses 3-pt jump shot from 27 ft,,103,105
4,2:28.0,,Defensive rebound by I. Rabb,103,105
4,2:19.0,,D. Wright makes 2-pt jump shot from 7 ft,103,107
4,1:58.0,T. Burke makes 2-pt jump shot from 9 ft,,105,107
4,1:48.0,,I. Rabb makes 2-pt dunk from 1 ft (assist by D. Wright),105,109
4,1:48.0,Dallas full timeout,,105,109
4,1:35.0,Shooting foul by D. Wright (drawn by T. Burke),,105,109
4,1:35.0,T. Burke makes free throw 1 of 2,,106,109
4,1:35.0,T. Burke makes free throw 2 of 2,,107,109
4,1:22.0,,D. Wright makes 2-pt layup from 1 ft,107,111
4,1:10.0,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by T. Burke),,110,111
4,0:54.0,,Personal foul by D. Harris (drawn by I. Rabb),110,111
4,0:54.0,,I. Rabb makes free throw 1 of 2,110,112
4,0:54.0,,J. Washburn enters the game for C. Parsons,110,112
4,0:54.0,,I. Rabb misses free throw 2 of 2,110,112
4,0:52.0,Defensive rebound by D. Harris,,110,112
4,0:43.0,T. Burke misses 2-pt jump shot from 8 ft,,110,112
4,0:37.0,,Defensive rebound by D. Wright,110,112
4,0:19.0,,J. Holiday misses 3-pt jump shot from 26 ft,110,112
4,0:15.0,Defensive rebound by D. Harris,,110,112
4,0:12.0,D. Finney-Smith misses 2-pt dunk at rim (block by B. Caboclo),,110,112
4,0:08.0,Offensive rebound by T. Burke,,110,112
4,0:08.0,T. Burke misses 2-pt layup at rim,,110,112
4,0:07.0,Offensive rebound by D. Finney-Smith,,110,112
4,0:05.0,D. Macon misses 3-pt jump shot from 26 ft,,110,112
4,0:03.0,Offensive rebound by D. Finney-Smith,,110,112
4,0:01.0,D. Finney-Smith misses 2-pt layup from 1 ft,,110,112
4,0:01.0,Offensive rebound by S. Mejri,,110,112
4,0:01.0,S. Mejri makes 2-pt layup at rim,,112,112
4,0:01.0,,Memphis full timeout,112,112
1OT,4:44.0,S. Mejri makes 2-pt dunk at rim,,114,112
1OT,4:26.0,,D. Wright misses 2-pt jump shot at rim (block by S. Mejri),114,112
1OT,4:26.0,,Offensive rebound by Team,114,112
1OT,4:23.0,,I. Rabb misses 2-pt jump shot from 18 ft,114,112
1OT,4:19.0,Defensive rebound by D. Macon,,114,112
1OT,4:11.0,S. Mejri makes 2-pt dunk at rim (assist by D. Finney-Smith),,116,112
1OT,3:56.0,,C. Parsons misses 3-pt jump shot from 26 ft,116,112
1OT,3:53.0,Defensive rebound by S. Mejri,,116,112
1OT,3:39.0,S. Mejri makes 3-pt jump shot from 26 ft (assist by T. Burke),,119,112
1OT,3:38.0,,Memphis full timeout,119,112
1OT,3:38.0,,T. Dorsey enters the game for B. Caboclo,119,112
1OT,3:38.0,,T. Zeller enters the game for I. Rabb,119,112
1OT,3:34.0,,D. Wright misses 2-pt layup from 3 ft,119,112
1OT,3:31.0,Defensive rebound by S. Mejri,,119,112
1OT,3:12.0,Turnover by D. Harris (bad pass; steal by J. Holiday),,119,112
1OT,3:09.0,,Shooting foul by D. Finney-Smith (drawn by J. Holiday),119,112
1OT,3:09.0,,J. Holiday makes free throw 1 of 2,119,113
1OT,3:09.0,,B. Caboclo enters the game for C. Parsons,119,113
1OT,3:09.0,,J. Holiday makes free throw 2 of 2,119,114
1OT,2:52.0,T. Burke makes 2-pt jump shot from 19 ft (assist by S. Mejri),,121,114
1OT,2:36.0,,J. Holiday makes 2-pt dunk at rim (assist by B. Caboclo),121,116
1OT,2:16.0,S. Mejri misses 3-pt jump shot from 26 ft,,121,116
1OT,2:13.0,,Defensive rebound by D. Wright,121,116
1OT,2:05.0,,T. Zeller makes 2-pt jump shot from 14 ft,121,118
1OT,1:50.0,T. Burke misses 3-pt jump shot from 23 ft,,121,118
1OT,1:47.0,,Defensive rebound by J. Holiday,121,118
1OT,1:39.0,,T. Dorsey makes 3-pt jump shot from 26 ft (assist by D. Wright),121,121
1OT,1:39.0,Dallas full timeout,,121,121
1OT,1:26.0,D. Harris makes 3-pt jump shot from 27 ft,,124,121
1OT,1:13.0,,T. Dorsey misses 3-pt jump shot from 27 ft,124,121
1OT,1:10.0,Defensive rebound by T. Burke,,124,121
1OT,1:00.0,T. Burke makes 2-pt layup from 1 ft,,126,121
1OT,0:51.0,,B. Caboclo misses 3-pt jump shot from 23 ft,126,121
1OT,0:48.0,Defensive rebound by D. Harris,,126,121
1OT,0:29.0,D. Macon misses 2-pt layup from 5 ft (block by D. Wright),,126,121
1OT,0:25.0,Offensive rebound by S. Mejri,,126,121
1OT,0:23.0,S. Mejri misses 2-pt layup at rim,,126,121
1OT,0:23.0,,Defensive rebound by B. Caboclo,126,121
1OT,0:20.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by B. Caboclo),126,124
1OT,0:16.0,Personal take foul by J. Holiday (drawn by T. Burke),,126,124
1OT,0:15.0,Personal take foul by D. Wright (drawn by T. Burke),,126,124
1OT,0:15.0,T. Burke makes free throw 1 of 2,,127,124
1OT,0:15.0,T. Burke makes free throw 2 of 2,,128,124
1OT,0:15.0,,Memphis full timeout,128,124
1OT,0:15.0,,C. Parsons enters the game for T. Dorsey,128,124
1OT,0:13.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by C. Parsons),128,127
1OT,0:10.0,Personal take foul by D. Wright (drawn by D. Macon),,128,127
1OT,0:10.0,D. Macon makes free throw 1 of 2,,129,127
1OT,0:10.0,D. Macon misses free throw 2 of 2,,129,127
1OT,0:09.0,,Defensive rebound by B. Caboclo,129,127
1OT,0:04.0,,Personal take foul by T. Burke (drawn by D. Wright),129,127
1OT,0:04.0,,T. Dorsey enters the game for T. Zeller,129,127
1OT,0:00.0,,D. Wright misses 3-pt jump shot from 25 ft,129,127
1OT,0:00.0,,Offensive rebound by Team,129,127
