QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MIAMI_ACTION,MEMPHIS_SCORE,MIAMI_SCORE
4,1:33.0,J. Green makes 2-pt jump shot from 9 ft,,108,108
4,1:18.0,,J. Winslow misses 2-pt jump shot from 9 ft,108,108
4,1:15.0,Defensive rebound by J. Green,,108,108
4,0:55.0,M. Conley misses 2-pt jump shot from 16 ft,,108,108
4,0:55.0,,Defensive rebound by Team,108,108
4,0:55.0,Loose ball foul by M. Conley (drawn by B. Adebayo),,108,108
4,0:55.0,,B. Adebayo misses free throw 1 of 2,108,108
4,0:55.0,,Offensive rebound by Team,108,108
4,0:55.0,,D. Wade enters the game for T. Johnson,108,108
4,0:55.0,,B. Adebayo makes free throw 2 of 2,108,109
4,0:32.0,M. Gasol misses 3-pt jump shot from 26 ft,,108,109
4,0:31.0,Offensive rebound by Team,,108,109
4,0:31.0,Turnover by Team (shot clock),,108,109
4,0:31.0,G. Temple enters the game for J. Green,,108,109
4,0:13.0,,D. Wade misses 2-pt jump shot from 19 ft,108,109
4,0:10.0,,Offensive rebound by J. Richardson,108,109
4,0:09.0,,Personal take foul by M. Gasol (drawn by J. Richardson),108,109
4,0:09.0,,J. Richardson makes free throw 1 of 2,108,110
4,0:09.0,,J. Richardson misses free throw 2 of 2,108,110
4,0:09.0,Defensive rebound by J. Jackson,,108,110
4,0:09.0,Memphis full timeout,,108,110
4,0:09.0,J. Green enters the game for G. Temple,,108,110
4,0:09.0,,D. Jones enters the game for K. Olynyk,108,110
4,0:04.0,S. Mack misses 2-pt layup from 4 ft (block by D. Wade),,108,110
4,0:01.0,,Defensive rebound by Team,108,110
4,0:01.0,,Personal take foul by M. Conley (drawn by J. Richardson),108,110
4,0:01.0,,J. Richardson makes free throw 1 of 2,108,111
4,0:01.0,,J. Richardson makes free throw 2 of 2,108,112
