QUARTER,TIME_REMAINING,ORLANDO_ACTION,BOSTON_ACTION,ORLANDO_SCORE,BOSTON_SCORE
4,1:43.0,Defensive rebound by N. Vučević,,108,106
4,1:28.0,A. Gordon makes 2-pt layup from 1 ft (assist by N. Vučević),,110,106
4,1:16.0,,D. Theis misses 3-pt jump shot from 26 ft,110,106
4,1:14.0,Defensive rebound by A. Gordon,,110,106
4,1:06.0,Offensive foul by D. Augustin (drawn by K. Irving),,110,106
4,1:06.0,Turnover by D. Augustin (offensive foul),,110,106
4,1:06.0,M. Carter-Williams enters the game for D. Augustin,,110,106
4,1:06.0,,M. Morris enters the game for T. Rozier,110,106
4,0:49.0,,D. Theis misses 3-pt jump shot from 23 ft,110,106
4,0:47.0,Defensive rebound by Team,,110,106
4,0:47.0,,Loose ball foul by J. Brown (drawn by M. Carter-Williams),110,106
4,0:47.0,M. Carter-Williams makes free throw 1 of 2,,111,106
4,0:47.0,M. Carter-Williams makes free throw 2 of 2,,112,106
4,0:47.0,,Boston full timeout,112,106
4,0:47.0,W. Iwundu enters the game for T. Ross,,112,106
4,0:45.0,,G. Hayward makes 2-pt layup from 2 ft (assist by M. Morris),112,108
4,0:42.0,Personal take foul by M. Morris (drawn by A. Gordon),,112,108
4,0:42.0,A. Gordon makes free throw 1 of 2,,113,108
4,0:42.0,A. Gordon makes free throw 2 of 2,,114,108
4,0:35.0,,K. Irving misses 2-pt jump shot from 12 ft,114,108
4,0:34.0,Defensive rebound by Team,,114,108
4,0:34.0,,Loose ball foul by M. Morris (drawn by M. Carter-Williams),114,108
4,0:34.0,M. Carter-Williams makes free throw 1 of 2,,115,108
4,0:34.0,M. Carter-Williams makes free throw 2 of 2,,116,108
4,0:25.0,,D. Theis misses 3-pt jump shot from 26 ft,116,108
4,0:22.0,Defensive rebound by M. Carter-Williams,,116,108
4,0:00.0,Turnover by Team (shot clock),,116,108
