QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CLEVELAND_ACTION,MILWAUKEE_SCORE,CLEVELAND_SCORE
4,6:41.0,T. Snell misses 3-pt jump shot from 27 ft,,86,91
4,6:38.0,,Defensive rebound by D. Nwaba,86,91
4,6:32.0,,A. Žižić misses 2-pt jump shot from 12 ft,86,91
4,6:28.0,Defensive rebound by D. Wilson,,86,91
4,6:08.0,E. Bledsoe misses 2-pt layup from 1 ft (block by A. Žižić),,86,91
4,6:05.0,,Defensive rebound by D. Nwaba,86,91
4,6:01.0,,D. Nwaba misses 2-pt jump shot from 6 ft,86,91
4,5:58.0,Defensive rebound by D. Wilson,,86,91
4,5:48.0,K. Middleton makes 2-pt jump shot from 7 ft,,88,91
4,5:48.0,,Cleveland full timeout,88,91
4,5:48.0,P. Connaughton enters the game for T. Snell,,88,91
4,5:48.0,,L. Nance enters the game for B. Knight,88,91
4,5:48.0,,C. Osman enters the game for D. Nwaba,88,91
4,5:48.0,,C. Sexton enters the game for N. Stauskas,88,91
4,5:30.0,,J. Clarkson makes 2-pt jump shot from 14 ft,88,93
4,5:04.0,D. Wilson misses 2-pt jump shot from 15 ft,,88,93
4,4:58.0,Offensive rebound by D. Wilson,,88,93
4,4:58.0,D. Wilson misses 2-pt dunk at rim,,88,93
4,4:57.0,,Defensive rebound by C. Osman,88,93
4,4:37.0,,J. Clarkson misses 3-pt jump shot from 23 ft,88,93
4,4:36.0,Defensive rebound by E. Bledsoe,,88,93
4,4:31.0,P. Connaughton makes 2-pt layup from 1 ft (assist by E. Bledsoe),,90,93
4,4:17.0,,C. Sexton makes 3-pt jump shot from 25 ft,90,96
4,4:04.0,B. Lopez makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),,93,96
4,3:35.0,,J. Clarkson misses 2-pt jump shot from 8 ft,93,96
4,3:33.0,,Offensive rebound by L. Nance,93,96
4,3:33.0,,L. Nance makes 2-pt layup from 1 ft,93,98
4,3:33.0,Milwaukee full timeout,,93,98
4,3:33.0,,Cleveland full timeout,93,98
4,3:33.0,E. İlyasova enters the game for D. Wilson,,93,98
4,3:21.0,E. Bledsoe makes 2-pt layup from 1 ft,,95,98
4,3:05.0,,L. Nance misses 2-pt layup from 8 ft (block by E. İlyasova),95,98
4,3:05.0,,Offensive rebound by Team,95,98
4,2:56.0,,J. Clarkson makes 2-pt jump shot from 19 ft,95,100
4,2:42.0,B. Lopez makes 3-pt jump shot from 34 ft (assist by P. Connaughton),,98,100
4,2:18.0,,Offensive foul by C. Sexton (drawn by E. İlyasova),98,100
4,2:18.0,,Turnover by C. Sexton (offensive foul),98,100
4,2:06.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,98,100
4,2:03.0,,Defensive rebound by L. Nance,98,100
4,1:42.0,,C. Sexton makes 3-pt jump shot from 24 ft (assist by J. Clarkson),98,103
4,1:33.0,K. Middleton misses 2-pt jump shot from 13 ft,,98,103
4,1:30.0,,Defensive rebound by L. Nance,98,103
4,1:05.0,,J. Clarkson misses 3-pt jump shot from 26 ft,98,103
4,1:03.0,Defensive rebound by E. Bledsoe,,98,103
4,1:02.0,E. Bledsoe makes 2-pt layup from 2 ft,,100,103
4,0:42.0,,C. Sexton makes 2-pt layup from 1 ft,100,105
4,0:42.0,Milwaukee full timeout,,100,105
4,0:38.0,Shooting foul by C. Sexton (drawn by E. Bledsoe),,100,105
4,0:38.0,E. Bledsoe makes free throw 1 of 2,,101,105
4,0:38.0,D. Wilson enters the game for B. Lopez,,101,105
4,0:38.0,E. Bledsoe makes free throw 2 of 2,,102,105
4,0:13.0,,C. Osman misses 3-pt jump shot from 23 ft,102,105
4,0:11.0,Defensive rebound by P. Connaughton,,102,105
4,0:11.0,Milwaukee full timeout,,102,105
4,0:11.0,B. Lopez enters the game for D. Wilson,,102,105
4,0:11.0,,D. Nwaba enters the game for A. Žižić,102,105
4,0:09.0,Turnover by E. İlyasova (bad pass; steal by J. Clarkson),,102,105
4,0:09.0,,Personal take foul by E. Bledsoe (drawn by J. Clarkson),102,105
4,0:09.0,D. Wilson enters the game for B. Lopez,,102,105
4,0:09.0,,Cleveland full timeout,102,105
4,0:09.0,,N. Stauskas enters the game for D. Nwaba,102,105
4,0:08.0,,Personal take foul by P. Connaughton (drawn by J. Clarkson),102,105
4,0:08.0,,J. Clarkson makes free throw 1 of 2,102,106
4,0:08.0,B. Lopez enters the game for D. Wilson,,102,106
4,0:08.0,,D. Nwaba enters the game for N. Stauskas,102,106
4,0:08.0,,J. Clarkson makes free throw 2 of 2,102,107
