QUARTER,TIME_REMAINING,ORLANDO_ACTION,INDIANA_ACTION,ORLANDO_SCORE,INDIANA_SCORE
4,1:25.0,Offensive foul by N. Vučević (drawn by M. Turner),,115,108
4,1:25.0,Turnover by N. Vučević (offensive foul),,115,108
4,1:07.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,115,108
4,1:03.0,,Offensive rebound by Team,115,108
4,0:53.0,,M. Turner makes 2-pt dunk from 1 ft (assist by B. Bogdanović),115,110
4,0:29.0,D. Augustin makes 2-pt layup from 6 ft,,117,110
4,0:29.0,,Indiana full timeout,117,110
4,0:29.0,M. Carter-Williams enters the game for D. Augustin,,117,110
4,0:29.0,W. Iwundu enters the game for T. Ross,,117,110
4,0:20.0,,W. Matthews makes 3-pt jump shot from 27 ft (assist by M. Turner),117,113
4,0:20.0,Orlando full timeout,,117,113
4,0:20.0,D. Augustin enters the game for M. Carter-Williams,,117,113
4,0:20.0,T. Ross enters the game for W. Iwundu,,117,113
4,0:13.0,Personal take foul by M. Turner (drawn by N. Vučević),,117,113
4,0:13.0,N. Vučević makes free throw 1 of 2,,118,113
4,0:13.0,M. Carter-Williams enters the game for D. Augustin,,118,113
4,0:13.0,W. Iwundu enters the game for T. Ross,,118,113
4,0:13.0,N. Vučević makes free throw 2 of 2,,119,113
4,0:13.0,,Indiana full timeout,119,113
4,0:13.0,J. Isaac enters the game for N. Vučević,,119,113
4,0:12.0,,W. Matthews misses 3-pt jump shot from 23 ft,119,113
4,0:10.0,Defensive rebound by J. Isaac,,119,113
4,0:10.0,Personal take foul by M. Turner (drawn by J. Isaac),,119,113
4,0:10.0,J. Isaac makes free throw 1 of 2,,120,113
4,0:10.0,J. Isaac makes free throw 2 of 2,,121,113
4,0:08.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,121,113
4,0:05.0,,Offensive rebound by T. Young,121,113
4,0:00.0,,D. Collison makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),121,116
