QUARTER,TIME_REMAINING,CLEVELAND_ACTION,INDIANA_ACTION,CLEVELAND_SCORE,INDIANA_SCORE
4,2:05.0,,Shooting foul by L. Nance (drawn by M. Turner),86,90
4,2:05.0,,M. Turner misses free throw 1 of 1,86,90
4,2:04.0,Defensive rebound by L. Nance,,86,90
4,1:47.0,R. Hood misses 3-pt jump shot from 27 ft,,86,90
4,1:43.0,,Defensive rebound by M. Turner,86,90
4,1:28.0,,M. Turner misses 2-pt jump shot from 19 ft,86,90
4,1:24.0,Defensive rebound by C. Osman,,86,90
4,1:07.0,A. Burks misses 3-pt jump shot from 24 ft,,86,90
4,1:04.0,Offensive rebound by R. Hood,,86,90
4,0:57.0,R. Hood makes 2-pt jump shot from 5 ft,,88,90
4,0:43.0,,Shooting foul by L. Nance (drawn by V. Oladipo),88,90
4,0:43.0,,V. Oladipo makes free throw 1 of 2,88,91
4,0:43.0,,V. Oladipo misses free throw 2 of 2,88,91
4,0:43.0,Defensive rebound by C. Osman,,88,91
4,0:43.0,Cleveland full timeout,,88,91
4,0:38.0,R. Hood misses 3-pt jump shot from 26 ft,,88,91
4,0:36.0,,Defensive rebound by V. Oladipo,88,91
4,0:19.0,,V. Oladipo misses 2-pt jump shot from 6 ft,88,91
4,0:17.0,Defensive rebound by R. Hood,,88,91
4,0:12.0,A. Burks makes 2-pt layup from 1 ft,,90,91
4,0:12.0,,Indiana full timeout,90,91
4,0:12.0,,D. McDermott enters the game for T. Young,90,91
4,0:09.0,,Personal take foul by R. Hood (drawn by V. Oladipo),90,91
4,0:09.0,,V. Oladipo misses free throw 1 of 2,90,91
4,0:09.0,,Offensive rebound by Team,90,91
4,0:09.0,A. Žižić enters the game for C. Sexton,,90,91
4,0:09.0,,T. Young enters the game for D. McDermott,90,91
4,0:09.0,,V. Oladipo misses free throw 2 of 2,90,91
4,0:08.0,Defensive rebound by L. Nance,,90,91
4,0:08.0,Cleveland full timeout,,90,91
4,0:08.0,C. Sexton enters the game for A. Žižić,,90,91
4,0:08.0,,C. Joseph enters the game for D. Collison,90,91
4,0:02.0,R. Hood misses 2-pt jump shot from 20 ft,,90,91
4,0:02.0,Offensive rebound by L. Nance,,90,91
4,0:00.0,L. Nance makes 2-pt layup at rim,,92,91
