QUARTER,TIME_REMAINING,DALLAS_ACTION,OKLAHOMA CITY_ACTION,DALLAS_SCORE,OKLAHOMA CITY_SCORE
4,5:20.0,Offensive rebound by D. Powell,,93,91
4,5:19.0,D. Powell misses 2-pt layup from 1 ft,,93,91
4,5:17.0,Offensive rebound by D. Powell,,93,91
4,5:15.0,D. Powell makes 2-pt layup from 2 ft,,95,91
4,4:56.0,,S. Adams misses 2-pt jump shot from 6 ft,95,91
4,4:54.0,Defensive rebound by D. Powell,,95,91
4,4:42.0,D. Powell misses 3-pt jump shot from 25 ft,,95,91
4,4:41.0,,Defensive rebound by Team,95,91
4,4:27.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),95,94
4,4:24.0,Dallas full timeout,,95,94
4,4:24.0,,D. Schröder enters the game for R. Felton,95,94
4,4:05.0,D. Powell makes 2-pt layup from 3 ft,,97,94
4,3:52.0,,S. Adams misses 2-pt layup from 2 ft,97,94
4,3:51.0,Defensive rebound by J. Brunson,,97,94
4,3:40.0,Turnover by D. Powell (bad pass; steal by J. Grant),,97,94
4,3:33.0,,J. Grant makes 2-pt layup from 2 ft (assist by R. Westbrook),97,96
4,3:10.0,D. Powell misses 3-pt jump shot from 22 ft,,97,96
4,3:07.0,,Defensive rebound by R. Westbrook,97,96
4,3:06.0,,Personal foul by D. Powell (drawn by R. Westbrook),97,96
4,3:06.0,,Oklahoma City full timeout,97,96
4,3:01.0,,R. Westbrook misses 2-pt layup from 3 ft,97,96
4,2:59.0,Defensive rebound by M. Kleber,,97,96
4,2:39.0,D. Powell misses 2-pt layup from 2 ft,,97,96
4,2:37.0,,Defensive rebound by S. Adams,97,96
4,2:30.0,,P. George misses 3-pt jump shot from 25 ft,97,96
4,2:28.0,Defensive rebound by D. Powell,,97,96
4,2:08.0,T. Burke misses 2-pt jump shot from 21 ft,,97,96
4,2:05.0,,Defensive rebound by P. George,97,96
4,1:59.0,,Personal foul by D. Powell (drawn by P. George),97,96
4,1:59.0,,P. George makes free throw 1 of 2,97,97
4,1:59.0,,P. George makes free throw 2 of 2,97,98
4,1:42.0,,Loose ball foul by R. Westbrook (drawn by J. Brunson),97,98
4,1:42.0,J. Brunson misses free throw 1 of 2,,97,98
4,1:42.0,Offensive rebound by Team,,97,98
4,1:42.0,J. Brunson makes free throw 2 of 2,,98,98
4,1:27.0,,R. Westbrook misses 3-pt jump shot from 29 ft,98,98
4,1:23.0,Defensive rebound by T. Burke,,98,98
4,1:15.0,T. Burke makes 2-pt layup from 3 ft,,100,98
4,1:09.0,,P. George makes 3-pt jump shot from 25 ft,100,101
4,0:49.0,J. Brunson makes 2-pt jump shot from 19 ft,,102,101
4,0:44.0,,P. George misses 2-pt layup from 4 ft,102,101
4,0:40.0,,Offensive rebound by P. George,102,101
4,0:36.0,,D. Schröder misses 3-pt jump shot from 25 ft,102,101
4,0:34.0,,Offensive rebound by Team,102,101
4,0:34.0,,Oklahoma City full timeout,102,101
4,0:32.0,,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),102,103
4,0:32.0,Dallas full timeout,,102,103
4,0:21.0,D. Powell makes 2-pt dunk from 1 ft (assist by J. Brunson),,104,103
4,0:21.0,,Oklahoma City full timeout,104,103
4,0:13.0,,D. Schröder misses 3-pt jump shot from 24 ft,104,103
4,0:10.0,,Offensive rebound by S. Adams,104,103
4,0:05.0,,P. George misses 3-pt jump shot from 25 ft,104,103
4,0:04.0,Defensive rebound by R. Broekhoff,,104,103
4,0:04.0,Personal take foul by D. Schröder (drawn by R. Broekhoff),,104,103
4,0:04.0,R. Broekhoff makes free throw 1 of 2,,105,103
4,0:04.0,R. Broekhoff makes free throw 2 of 2,,106,103
4,0:00.0,,R. Westbrook misses 3-pt jump shot from 36 ft,106,103
4,0:00.0,,Offensive rebound by Team,106,103
