QUARTER,TIME_REMAINING,PHOENIX_ACTION,DENVER_ACTION,PHOENIX_SCORE,DENVER_SCORE
4,6:37.0,,Defensive rebound by Team,87,101
4,6:25.0,,N. Jokić makes 2-pt jump shot from 5 ft (assist by J. Murray),87,103
4,6:25.0,,Shooting foul by D. Ayton (drawn by N. Jokić),87,103
4,6:25.0,,N. Jokić makes free throw 1 of 1,87,104
4,6:25.0,Technical foul by J. Jackson,,87,104
4,6:25.0,,J. Murray makes technical free throw,87,105
4,6:25.0,I. Canaan enters the game for D. Ayton,,87,105
4,6:25.0,T. Chandler enters the game for J. Jackson,,87,105
4,6:13.0,Personal foul by T. Craig (drawn by T. Chandler),,87,105
4,6:00.0,R. Anderson misses 2-pt jump shot from 13 ft,,87,105
4,5:52.0,,Defensive rebound by P. Millsap,87,105
4,5:41.0,,G. Harris misses 2-pt jump shot from 5 ft,87,105
4,5:39.0,,Offensive rebound by P. Millsap,87,105
4,5:32.0,,J. Murray makes 2-pt jump shot from 6 ft (assist by N. Jokić),87,107
4,5:22.0,T. Ariza misses 3-pt jump shot from 25 ft,,87,107
4,5:18.0,,Defensive rebound by P. Millsap,87,107
4,5:08.0,,Personal foul by T. Chandler (drawn by G. Harris),87,107
4,5:08.0,,G. Harris makes free throw 1 of 2,87,108
4,5:08.0,,M. Morris enters the game for J. Murray,87,108
4,5:08.0,,G. Harris makes free throw 2 of 2,87,109
4,5:05.0,Phoenix full timeout,,87,109
4,4:53.0,R. Anderson misses 3-pt jump shot from 24 ft,,87,109
4,4:50.0,,Defensive rebound by N. Jokić,87,109
4,4:38.0,,G. Harris misses 2-pt jump shot from 6 ft (block by T. Ariza),87,109
4,4:34.0,Defensive rebound by T. Ariza,,87,109
4,4:32.0,D. Booker misses 2-pt layup from 2 ft (block by T. Craig),,87,109
4,4:32.0,Offensive rebound by R. Anderson,,87,109
4,4:31.0,R. Anderson misses 2-pt dunk from 2 ft,,87,109
4,4:30.0,,Defensive rebound by G. Harris,87,109
4,4:22.0,,T. Craig misses 3-pt jump shot from 25 ft,87,109
4,4:20.0,,Offensive rebound by P. Millsap,87,109
4,4:10.0,,G. Harris misses 2-pt layup from 4 ft,87,109
4,4:08.0,Defensive rebound by T. Chandler,,87,109
4,4:06.0,T. Ariza misses 3-pt jump shot from 25 ft,,87,109
4,4:04.0,,Defensive rebound by T. Craig,87,109
4,3:53.0,,Personal foul by T. Chandler (drawn by N. Jokić),87,109
4,3:53.0,,N. Jokić makes free throw 1 of 2,87,110
4,3:53.0,D. Ayton enters the game for T. Ariza,,87,110
4,3:53.0,M. Bridges enters the game for T. Chandler,,87,110
4,3:53.0,,J. Murray enters the game for M. Morris,87,110
4,3:53.0,,N. Jokić makes free throw 2 of 2,87,111
4,3:42.0,Personal foul by T. Craig (drawn by D. Booker),,87,111
4,3:42.0,,J. Hernangómez enters the game for T. Craig,87,111
4,3:42.0,D. Booker makes free throw 1 of 2,,88,111
4,3:42.0,D. Bender enters the game for R. Anderson,,88,111
4,3:42.0,E. Okobo enters the game for I. Canaan,,88,111
4,3:42.0,D. Booker makes free throw 2 of 2,,89,111
4,3:28.0,,J. Murray makes 2-pt layup from 4 ft (assist by N. Jokić),89,113
4,3:13.0,Turnover by D. Bender (lost ball; steal by N. Jokić),,89,113
4,3:06.0,,Denver full timeout,89,113
4,3:06.0,R. Holmes enters the game for D. Ayton,,89,113
4,3:06.0,J. Jackson enters the game for D. Booker,,89,113
4,3:06.0,,M. Beasley enters the game for G. Harris,89,113
4,3:06.0,,T. Lyles enters the game for N. Jokić,89,113
4,3:06.0,,M. Morris enters the game for P. Millsap,89,113
4,3:06.0,,M. Plumlee enters the game for J. Murray,89,113
4,2:58.0,,M. Morris misses 2-pt layup from 3 ft,89,113
4,2:57.0,,Offensive rebound by M. Plumlee,89,113
4,2:57.0,,M. Plumlee makes 2-pt layup at rim,89,115
4,2:44.0,Turnover by J. Jackson (lost ball; steal by M. Plumlee),,89,115
4,2:43.0,,Personal foul by J. Jackson (drawn by T. Lyles),89,115
4,2:43.0,,T. Lyles misses free throw 1 of 2,89,115
4,2:43.0,,Offensive rebound by Team,89,115
4,2:43.0,,T. Welsh enters the game for M. Plumlee,89,115
4,2:43.0,,T. Lyles misses free throw 2 of 2,89,115
4,2:41.0,,Offensive rebound by J. Hernangómez,89,115
4,2:30.0,,T. Welsh misses 3-pt jump shot from 25 ft,89,115
4,2:27.0,Defensive rebound by M. Bridges,,89,115
4,2:22.0,M. Bridges makes 2-pt layup from 3 ft,,91,115
4,2:15.0,,M. Beasley misses 3-pt jump shot from 22 ft,91,115
4,2:12.0,Defensive rebound by D. Bender,,91,115
4,2:06.0,Turnover by E. Okobo (bad pass; steal by M. Beasley),,91,115
4,1:58.0,,T. Lyles misses 2-pt jump shot from 5 ft,91,115
4,1:55.0,Defensive rebound by M. Bridges,,91,115
4,1:51.0,D. Bender misses 3-pt jump shot from 24 ft,,91,115
4,1:47.0,,Defensive rebound by J. Hernangómez,91,115
4,1:34.0,,Shooting foul by R. Holmes (drawn by T. Lyles),91,115
4,1:34.0,,T. Lyles makes free throw 1 of 2,91,116
4,1:34.0,,T. Lydon enters the game for J. Hernangómez,91,116
4,1:34.0,,T. Lyles makes free throw 2 of 2,91,117
4,1:20.0,M. Bridges misses 3-pt jump shot from 26 ft,,91,117
4,1:16.0,,Defensive rebound by M. Beasley,91,117
4,1:05.0,,Turnover by T. Lyles (bad pass; steal by M. Bridges),91,117
4,0:47.0,J. Jackson misses 3-pt jump shot from 26 ft,,91,117
4,0:45.0,,Defensive rebound by M. Beasley,91,117
4,0:36.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by T. Lyles),91,119
4,0:19.0,Personal foul by M. Beasley (drawn by R. Holmes),,91,119
4,0:19.0,R. Holmes misses free throw 1 of 2,,91,119
4,0:19.0,Offensive rebound by Team,,91,119
4,0:19.0,R. Holmes misses free throw 2 of 2,,91,119
4,0:16.0,,Defensive rebound by T. Welsh,91,119
