QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ORLANDO_ACTION,CHARLOTTE_SCORE,ORLANDO_SCORE
4,4:28.0,,I. Briscoe misses 2-pt layup from 2 ft,106,69
4,4:20.0,,Offensive rebound by W. Iwundu,106,69
4,4:20.0,,W. Iwundu misses 2-pt layup from 1 ft,106,69
4,4:20.0,,Offensive rebound by W. Iwundu,106,69
4,4:15.0,,W. Iwundu makes 2-pt layup from 1 ft,106,71
4,4:14.0,B. Biyombo makes 2-pt dunk from 3 ft (assist by M. Monk),,108,71
4,4:02.0,,Turnover by J. Grant (out of bounds lost ball),108,71
4,3:52.0,Turnover by F. Kaminsky (traveling),,108,71
4,3:41.0,,I. Briscoe makes 3-pt jump shot from 23 ft (assist by J. Martin),108,74
4,3:30.0,Offensive foul by F. Kaminsky (drawn by I. Briscoe),,108,74
4,3:30.0,Turnover by F. Kaminsky (offensive foul),,108,74
4,3:17.0,,J. Martin misses 3-pt jump shot from 25 ft,108,74
4,3:13.0,Defensive rebound by M. Bridges,,108,74
4,3:07.0,Turnover by M. Bridges (lost ball; steal by W. Iwundu),,108,74
4,3:05.0,,W. Iwundu makes 2-pt layup from 1 ft,108,76
4,3:05.0,Violation by Team (def goaltending),,108,76
4,3:05.0,,Shooting foul by D. Bacon (drawn by W. Iwundu),108,76
4,3:05.0,,W. Iwundu misses free throw 1 of 1,108,76
4,3:05.0,Defensive rebound by F. Kaminsky,,108,76
4,2:54.0,Shooting foul by J. Grant (drawn by D. Bacon),,108,76
4,2:54.0,D. Bacon makes free throw 1 of 2,,109,76
4,2:54.0,D. Bacon makes free throw 2 of 2,,110,76
4,2:45.0,,J. Martin makes 2-pt jump shot from 23 ft (assist by I. Briscoe),110,78
4,2:20.0,D. Bacon misses 2-pt jump shot from 9 ft,,110,78
4,2:13.0,Offensive rebound by M. Bridges,,110,78
4,2:13.0,M. Bridges makes 2-pt dunk at rim,,112,78
4,2:07.0,,J. Martin makes 2-pt layup from 2 ft,112,80
4,1:52.0,D. Bacon makes 2-pt layup from 1 ft (assist by M. Bridges),,114,80
4,1:45.0,,I. Briscoe makes 2-pt layup from 4 ft,114,82
4,1:45.0,Violation by Team (def goaltending),,114,82
4,1:34.0,D. Bacon makes 3-pt jump shot from 26 ft (assist by F. Kaminsky),,117,82
4,1:22.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by I. Briscoe),117,85
4,1:11.0,Away from play foul by I. Briscoe (drawn by M. Monk),,117,85
4,1:11.0,M. Monk makes free throw 1 of 1,,118,85
4,1:04.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,118,85
4,1:01.0,,Defensive rebound by I. Briscoe,118,85
4,0:56.0,,Shooting foul by B. Biyombo (drawn by I. Briscoe),118,85
4,0:56.0,,I. Briscoe makes free throw 1 of 2,118,86
4,0:56.0,,I. Briscoe misses free throw 2 of 2,118,86
4,0:56.0,Defensive rebound by Team,,118,86
4,0:41.0,D. Bacon misses 3-pt jump shot from 25 ft,,118,86
4,0:39.0,,Defensive rebound by K. Birch,118,86
4,0:27.0,,J. Grant misses 3-pt jump shot from 27 ft (block by M. Bridges),118,86
4,0:22.0,Defensive rebound by M. Bridges,,118,86
4,0:22.0,M. Monk makes 2-pt layup from 1 ft (assist by M. Bridges),,120,86
4,0:11.0,,I. Briscoe makes 2-pt dunk from 4 ft,120,88
4,0:11.0,,Shooting foul by M. Monk (drawn by I. Briscoe),120,88
4,0:11.0,,I. Briscoe misses free throw 1 of 1,120,88
4,0:11.0,Defensive rebound by F. Kaminsky,,120,88
