QUARTER,TIME_REMAINING,UTAH_ACTION,MEMPHIS_ACTION,UTAH_SCORE,MEMPHIS_SCORE
4,5:45.0,,Shooting foul by R. Rubio (drawn by S. Mack),81,78
4,5:45.0,,S. Mack makes free throw 1 of 2,81,79
4,5:45.0,,S. Mack misses free throw 2 of 2,81,79
4,5:42.0,Defensive rebound by R. Gobert,,81,79
4,5:32.0,D. Mitchell misses 2-pt jump shot from 11 ft,,81,79
4,5:27.0,Offensive rebound by R. Gobert,,81,79
4,5:27.0,R. Gobert makes 2-pt dunk from 1 ft,,83,79
4,5:13.0,,S. Mack misses 3-pt jump shot from 25 ft,83,79
4,5:11.0,,Offensive rebound by Team,83,79
4,5:04.0,,Offensive foul by M. Gasol (drawn by R. Gobert),83,79
4,5:04.0,,Turnover by M. Gasol (offensive foul),83,79
4,4:47.0,R. Gobert makes 2-pt layup from 4 ft (assist by R. Rubio),,85,79
4,4:47.0,Shooting foul by G. Temple (drawn by R. Gobert),,85,79
4,4:47.0,R. Gobert makes free throw 1 of 1,,86,79
4,4:29.0,,M. Brooks makes 2-pt dunk from 1 ft,86,81
4,4:11.0,J. Ingles makes 2-pt layup from 1 ft,,88,81
4,3:47.0,,S. Mack misses 2-pt jump shot from 9 ft,88,81
4,3:41.0,Defensive rebound by R. Gobert,,88,81
4,3:36.0,Utah full timeout,,88,81
4,3:36.0,,M. Conley enters the game for M. Brooks,88,81
4,3:36.0,Utah full timeout,,88,81
4,3:32.0,Personal foul by G. Temple (drawn by R. Gobert),,88,81
4,3:32.0,R. Gobert misses free throw 1 of 2,,88,81
4,3:32.0,Offensive rebound by Team,,88,81
4,3:32.0,R. Gobert makes free throw 2 of 2,,89,81
4,3:20.0,,M. Gasol misses 3-pt jump shot from 26 ft,89,81
4,3:18.0,Defensive rebound by R. Rubio,,89,81
4,3:05.0,D. Mitchell misses 3-pt jump shot from 27 ft,,89,81
4,3:03.0,,Defensive rebound by K. Anderson,89,81
4,2:48.0,,Personal foul by R. Rubio (drawn by M. Gasol),89,81
4,2:48.0,A. Burks enters the game for R. Rubio,,89,81
4,2:48.0,,M. Gasol misses free throw 1 of 2,89,81
4,2:48.0,,Offensive rebound by Team,89,81
4,2:48.0,,M. Gasol makes free throw 2 of 2,89,82
4,2:28.0,J. Crowder misses 3-pt jump shot from 23 ft,,89,82
4,2:26.0,,Defensive rebound by K. Anderson,89,82
4,2:21.0,,S. Mack makes 2-pt layup from 1 ft (assist by K. Anderson),89,84
4,2:03.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,91,84
4,1:44.0,,M. Conley misses 3-pt jump shot from 26 ft,91,84
4,1:38.0,Defensive rebound by A. Burks,,91,84
4,1:20.0,D. Mitchell misses 2-pt jump shot from 13 ft,,91,84
4,1:18.0,,Defensive rebound by K. Anderson,91,84
4,1:06.0,,M. Conley misses 2-pt layup from 8 ft,91,84
4,1:02.0,Defensive rebound by J. Crowder,,91,84
4,0:45.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,94,84
4,0:45.0,,Memphis full timeout,94,84
4,0:43.0,,M. Conley misses 3-pt jump shot from 27 ft,94,84
4,0:41.0,Defensive rebound by J. Ingles,,94,84
4,0:41.0,Personal foul by G. Temple (drawn by J. Ingles),,94,84
4,0:41.0,J. Ingles makes free throw 1 of 2,,95,84
4,0:41.0,J. Ingles misses free throw 2 of 2,,95,84
4,0:40.0,,Defensive rebound by K. Anderson,95,84
4,0:32.0,,M. Gasol makes 2-pt layup from 1 ft (assist by K. Anderson),95,86
4,0:26.0,Personal foul by M. Gasol (drawn by J. Ingles),,95,86
4,0:26.0,J. Ingles makes free throw 1 of 2,,96,86
4,0:26.0,J. Ingles misses free throw 2 of 2,,96,86
4,0:25.0,,Defensive rebound by K. Anderson,96,86
4,0:19.0,,M. Conley makes 2-pt layup from 1 ft,96,88
