QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW ORLEANS_ACTION,SACRAMENTO_SCORE,NEW ORLEANS_SCORE
4,8:08.0,,N. Mirotić misses 3-pt jump shot from 26 ft,100,128
4,8:04.0,Defensive rebound by D. Fox,,100,128
4,7:56.0,J. Jackson misses 2-pt hook shot from 10 ft,,100,128
4,7:54.0,,Defensive rebound by J. Randle,100,128
4,7:46.0,,J. Randle misses 2-pt jump shot from 6 ft,100,128
4,7:41.0,,Offensive rebound by N. Mirotić,100,128
4,7:41.0,,N. Mirotić misses 2-pt layup at rim,100,128
4,7:40.0,Defensive rebound by M. Bagley,,100,128
4,7:33.0,B. Hield misses 2-pt jump shot from 16 ft,,100,128
4,7:32.0,Offensive rebound by W. Cauley-Stein,,100,128
4,7:32.0,W. Cauley-Stein makes 2-pt layup from 1 ft,,102,128
4,7:32.0,,New Orleans full timeout,102,128
4,7:32.0,,J. Okafor enters the game for J. Randle,102,128
4,7:15.0,,Offensive foul by I. Clark (drawn by D. Fox),102,128
4,7:15.0,,Turnover by I. Clark (offensive foul),102,128
4,6:58.0,Shooting foul by J. Okafor (drawn by W. Cauley-Stein),,102,128
4,6:58.0,W. Cauley-Stein makes 2-pt jump shot from 8 ft,,104,128
4,6:58.0,W. Cauley-Stein makes free throw 1 of 1,,105,128
4,6:45.0,,N. Mirotić makes 2-pt jump shot from 15 ft,105,130
4,6:28.0,D. Fox misses 2-pt jump shot from 16 ft,,105,130
4,6:28.0,Offensive rebound by D. Fox,,105,130
4,6:23.0,B. Hield misses 3-pt jump shot from 26 ft,,105,130
4,6:20.0,,Defensive rebound by J. Okafor,105,130
4,6:08.0,,Personal foul by B. Hield (drawn by N. Mirotić),105,130
4,6:04.0,,D. Miller misses 3-pt jump shot from 26 ft,105,130
4,6:04.0,Defensive rebound by D. Fox,,105,130
4,5:59.0,Shooting foul by S. Hill (drawn by D. Fox),,105,130
4,5:59.0,D. Fox makes free throw 1 of 2,,106,130
4,5:59.0,S. Labissière enters the game for M. Bagley,,106,130
4,5:59.0,B. McLemore enters the game for B. Hield,,106,130
4,5:59.0,,F. Jackson enters the game for N. Mirotić,106,130
4,5:59.0,D. Fox makes free throw 2 of 2,,107,130
4,5:40.0,,F. Jackson misses 2-pt jump shot from 7 ft,107,130
4,5:37.0,,Offensive rebound by J. Okafor,107,130
4,5:37.0,,Personal foul by S. Labissière (drawn by J. Okafor),107,130
4,5:37.0,F. Mason enters the game for D. Fox,,107,130
4,5:30.0,,J. Okafor misses 2-pt hook shot from 14 ft,107,130
4,5:27.0,Defensive rebound by F. Mason,,107,130
4,5:15.0,S. Labissière makes 2-pt layup from 4 ft,,109,130
4,5:00.0,,I. Clark makes 3-pt jump shot from 28 ft (assist by D. Miller),109,133
4,4:45.0,B. McLemore misses 2-pt jump shot from 20 ft,,109,133
4,4:41.0,,Defensive rebound by D. Miller,109,133
4,4:36.0,,D. Miller makes 3-pt jump shot from 26 ft,109,136
4,4:26.0,S. Labissière makes 3-pt jump shot from 26 ft (assist by F. Mason),,112,136
4,4:09.0,,Offensive foul by J. Okafor (drawn by S. Labissière),112,136
4,4:09.0,,Turnover by J. Okafor (offensive foul),112,136
4,4:09.0,Sacramento full timeout,,112,136
4,4:09.0,M. Bagley enters the game for W. Cauley-Stein,,112,136
4,4:09.0,I. Shumpert enters the game for J. Jackson,,112,136
4,4:09.0,,C. Diallo enters the game for I. Clark,112,136
4,4:09.0,,T. Frazier enters the game for D. Miller,112,136
4,3:58.0,S. Labissière misses 3-pt jump shot from 23 ft,,112,136
4,3:54.0,,Defensive rebound by J. Okafor,112,136
4,3:41.0,,Turnover by S. Hill (bad pass; steal by M. Bagley),112,136
4,3:32.0,F. Mason makes 2-pt jump shot from 20 ft,,114,136
4,3:14.0,,F. Jackson makes 3-pt jump shot from 26 ft (assist by J. Okafor),114,139
4,2:57.0,I. Shumpert makes 3-pt jump shot from 26 ft (assist by M. Bagley),,117,139
4,2:42.0,,C. Diallo makes 2-pt layup from 1 ft (assist by F. Jackson),117,141
4,2:26.0,F. Mason makes 3-pt jump shot from 24 ft (assist by M. Bagley),,120,141
4,2:15.0,,F. Jackson makes 2-pt jump shot from 6 ft,120,143
4,2:04.0,S. Labissière misses 3-pt jump shot from 26 ft,,120,143
4,2:01.0,Offensive rebound by M. Bagley,,120,143
4,1:59.0,B. McLemore misses 3-pt jump shot from 27 ft,,120,143
4,1:55.0,,Defensive rebound by C. Diallo,120,143
4,1:43.0,,T. Frazier misses 3-pt jump shot from 26 ft,120,143
4,1:41.0,Defensive rebound by I. Shumpert,,120,143
4,1:34.0,I. Shumpert makes 3-pt jump shot from 27 ft,,123,143
4,1:24.0,,J. Okafor makes 2-pt jump shot from 10 ft (assist by F. Jackson),123,145
4,1:14.0,F. Mason misses 3-pt jump shot from 27 ft,,123,145
4,1:10.0,,Defensive rebound by C. Diallo,123,145
4,1:05.0,,C. Diallo makes 2-pt layup from 2 ft (assist by T. Frazier),123,147
4,0:54.0,M. Bagley misses 3-pt jump shot from 26 ft,,123,147
4,0:51.0,Offensive rebound by S. Labissière,,123,147
4,0:49.0,Turnover by M. Bagley (off goaltending),,123,147
4,0:35.0,,Shooting foul by S. Labissière (drawn by J. Okafor),123,147
4,0:35.0,,J. Okafor makes free throw 1 of 2,123,148
4,0:35.0,,J. Okafor makes free throw 2 of 2,123,149
4,0:35.0,Sacramento full timeout,,123,149
4,0:34.0,B. McLemore makes 3-pt jump shot from 27 ft (assist by F. Mason),,126,149
4,0:15.0,,Turnover by C. Diallo (3 sec),126,149
4,0:06.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by F. Mason),,129,149
