QUARTER,TIME_REMAINING,MIAMI_ACTION,DETROIT_ACTION,MIAMI_SCORE,DETROIT_SCORE
4,0:26.0,T. Johnson enters the game for J. Johnson,,91,94
4,0:26.0,,B. Brown enters the game for L. Kennard,91,94
4,0:19.0,D. Wade makes 2-pt layup from 2 ft,,93,94
4,0:13.0,,Detroit full timeout,93,94
4,0:13.0,J. Johnson enters the game for T. Johnson,,93,94
4,0:13.0,,L. Galloway enters the game for B. Brown,93,94
4,0:13.0,,L. Kennard enters the game for Z. Pachulia,93,94
4,0:11.0,,Personal foul by J. Winslow (drawn by R. Jackson),93,94
4,0:11.0,,R. Jackson makes free throw 1 of 2,93,95
4,0:11.0,,B. Brown enters the game for L. Galloway,93,95
4,0:11.0,,Z. Pachulia enters the game for L. Kennard,93,95
4,0:11.0,,R. Jackson makes free throw 2 of 2,93,96
4,0:11.0,Miami full timeout,,93,96
4,0:11.0,T. Johnson enters the game for B. Adebayo,,93,96
4,0:11.0,K. Olynyk enters the game for J. Johnson,,93,96
4,0:11.0,,S. Johnson enters the game for Z. Pachulia,93,96
4,0:06.0,D. Wade misses 3-pt jump shot from 26 ft,,93,96
4,0:03.0,,Defensive rebound by B. Griffin,93,96
4,0:03.0,,Personal foul by K. Olynyk (drawn by B. Griffin),93,96
4,0:03.0,,B. Griffin makes free throw 1 of 2,93,97
4,0:03.0,,B. Griffin makes free throw 2 of 2,93,98
4,0:00.0,J. Winslow misses 3-pt jump shot from 45 ft,,93,98
4,0:00.0,Offensive rebound by Team,,93,98
