QUARTER,TIME_REMAINING,DALLAS_ACTION,CLEVELAND_ACTION,DALLAS_SCORE,CLEVELAND_SCORE
4,4:44.0,Defensive rebound by H. Barnes,,103,91
4,4:34.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by J. Brunson),,106,91
4,4:32.0,,Cleveland full timeout,106,91
4,4:08.0,,A. Burks makes 2-pt jump shot from 1 ft,106,93
4,3:53.0,Turnover by H. Barnes (bad pass),,106,93
4,3:39.0,,Personal foul by R. Broekhoff (drawn by L. Nance),106,93
4,3:39.0,,L. Nance makes free throw 1 of 2,106,94
4,3:39.0,Dallas full timeout,,106,94
4,3:39.0,L. Dončić enters the game for R. Broekhoff,,106,94
4,3:39.0,M. Kleber enters the game for D. Powell,,106,94
4,3:39.0,,M. Dellavedova enters the game for D. Adel,106,94
4,3:39.0,,L. Nance misses free throw 2 of 2,106,94
4,3:36.0,Defensive rebound by H. Barnes,,106,94
4,3:15.0,H. Barnes misses 2-pt jump shot from 21 ft,,106,94
4,3:11.0,,Defensive rebound by C. Sexton,106,94
4,2:57.0,,A. Burks misses 3-pt jump shot from 24 ft,106,94
4,2:55.0,,Offensive rebound by L. Nance,106,94
4,2:53.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,106,94
4,2:53.0,Defensive rebound by D. Finney-Smith,,106,94
4,2:28.0,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by M. Kleber),,108,94
4,2:12.0,,J. Clarkson misses 3-pt jump shot from 29 ft,108,94
4,2:10.0,Defensive rebound by D. Finney-Smith,,108,94
4,1:49.0,L. Dončić misses 3-pt jump shot from 32 ft,,108,94
4,1:48.0,Offensive rebound by D. Finney-Smith,,108,94
4,1:48.0,D. Finney-Smith makes 2-pt dunk from 1 ft,,110,94
4,1:48.0,,Cleveland full timeout,110,94
4,1:48.0,,J. Blossomgame enters the game for J. Clarkson,110,94
4,1:48.0,,K. Simmons enters the game for M. Dellavedova,110,94
4,1:48.0,,A. Žižić enters the game for L. Nance,110,94
4,1:42.0,,Personal foul by J. Brunson (drawn by C. Sexton),110,94
4,1:42.0,,C. Sexton makes free throw 1 of 2,110,95
4,1:42.0,,D. Adel enters the game for A. Burks,110,95
4,1:42.0,,C. Sexton makes free throw 2 of 2,110,96
4,1:29.0,Shooting foul by D. Adel (drawn by L. Dončić),,110,96
4,1:29.0,L. Dončić misses free throw 1 of 2,,110,96
4,1:29.0,Offensive rebound by Team,,110,96
4,1:29.0,D. Macon enters the game for J. Brunson,,110,96
4,1:29.0,L. Dončić makes free throw 2 of 2,,111,96
4,1:13.0,,C. Sexton misses 2-pt jump shot from 14 ft,111,96
4,1:10.0,Defensive rebound by L. Dončić,,111,96
4,0:56.0,H. Barnes misses 3-pt jump shot from 27 ft,,111,96
4,0:53.0,,Defensive rebound by J. Blossomgame,111,96
4,0:44.0,,C. Sexton misses 2-pt layup from 1 ft,111,96
4,0:43.0,,Offensive rebound by Team,111,96
4,0:43.0,R. Broekhoff enters the game for L. Dončić,,111,96
4,0:29.0,,A. Žižić makes 2-pt hook shot from 13 ft,111,98
4,0:05.0,Turnover by D. Macon (bad pass; steal by A. Žižić),,111,98
4,0:00.0,,J. Blossomgame misses 2-pt jump shot from 11 ft,111,98
4,0:00.0,,Offensive rebound by Team,111,98
