QUARTER,TIME_REMAINING,DALLAS_ACTION,UTAH_ACTION,DALLAS_SCORE,UTAH_SCORE
4,6:19.0,D. Powell enters the game for S. Mejri,,89,103
4,6:19.0,T. Hardaway makes free throw 3 of 3,,90,103
4,6:11.0,,Personal foul by J. Brunson (drawn by J. Ingles),90,103
4,6:11.0,,J. Ingles misses free throw 1 of 2,90,103
4,6:11.0,,Offensive rebound by Team,90,103
4,6:11.0,,J. Ingles makes free throw 2 of 2,90,104
4,5:51.0,Turnover by D. Powell (bad pass; steal by J. Ingles),,90,104
4,5:48.0,,J. Ingles makes 3-pt jump shot from 25 ft,90,107
4,5:45.0,Dallas full timeout,,90,107
4,5:45.0,C. Lee enters the game for T. Hardaway,,90,107
4,5:33.0,D. Powell makes 2-pt dunk from 2 ft (assist by R. Broekhoff),,92,107
4,5:25.0,,Personal foul by J. Brunson (drawn by R. Rubio),92,107
4,5:25.0,,R. Rubio makes free throw 1 of 2,92,108
4,5:25.0,,R. Rubio makes free throw 2 of 2,92,109
4,5:08.0,R. Broekhoff makes 3-pt jump shot from 25 ft (assist by D. Powell),,95,109
4,4:49.0,,Offensive foul by R. Gobert (drawn by C. Lee),95,109
4,4:49.0,,Turnover by R. Gobert (offensive foul),95,109
4,4:37.0,Personal foul by D. Mitchell (drawn by D. Finney-Smith),,95,109
4,4:37.0,Offensive rebound by Team,,95,109
4,4:37.0,D. Finney-Smith misses free throw 1 of 2,,95,109
4,4:37.0,D. Finney-Smith misses free throw 2 of 2,,95,109
4,4:35.0,,Defensive rebound by R. Gobert,95,109
4,4:17.0,,D. Mitchell misses 3-pt jump shot from 25 ft,95,109
4,4:15.0,Defensive rebound by D. Finney-Smith,,95,109
4,4:07.0,J. Brunson makes 3-pt jump shot from 25 ft (assist by D. Powell),,98,109
4,3:47.0,,R. Rubio makes 2-pt jump shot from 16 ft (assist by D. Mitchell),98,111
4,3:34.0,J. Brunson makes 2-pt jump shot from 18 ft,,100,111
4,3:18.0,,D. Mitchell misses 2-pt jump shot from 9 ft,100,111
4,3:15.0,Defensive rebound by D. Powell,,100,111
4,3:04.0,J. Brunson misses 3-pt jump shot from 25 ft,,100,111
4,3:03.0,,Defensive rebound by T. Sefolosha,100,111
4,3:03.0,,Utah full timeout,100,111
4,3:03.0,T. Burke enters the game for J. Brunson,,100,111
4,3:03.0,J. Jackson enters the game for D. Finney-Smith,,100,111
4,3:03.0,,J. Crowder enters the game for T. Sefolosha,100,111
4,2:47.0,,Personal foul by C. Lee (drawn by R. Rubio),100,111
4,2:47.0,,R. Rubio makes free throw 1 of 2,100,112
4,2:47.0,,R. Rubio makes free throw 2 of 2,100,113
4,2:36.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by T. Burke),,103,113
4,2:18.0,,Shooting foul by D. Powell (drawn by R. Gobert),103,113
4,2:18.0,,R. Gobert makes free throw 1 of 2,103,114
4,2:18.0,,R. Gobert makes free throw 2 of 2,103,115
4,2:09.0,D. Powell misses 2-pt layup from 4 ft,,103,115
4,2:08.0,,Defensive rebound by R. Rubio,103,115
4,2:08.0,,Personal foul by D. Powell (drawn by R. Rubio),103,115
4,2:08.0,,R. Rubio makes free throw 1 of 2,103,116
4,2:08.0,,R. Rubio makes free throw 2 of 2,103,117
4,2:01.0,T. Burke makes 2-pt jump shot from 15 ft,,105,117
4,1:41.0,,R. Rubio misses 3-pt jump shot from 26 ft,105,117
4,1:38.0,Defensive rebound by R. Broekhoff,,105,117
4,1:28.0,D. Powell misses 2-pt hook shot from 4 ft,,105,117
4,1:26.0,,Defensive rebound by D. Mitchell,105,117
4,1:21.0,,D. Mitchell makes 2-pt layup from 1 ft,105,119
4,1:14.0,Shooting foul by R. Rubio (drawn by T. Burke),,105,119
4,1:14.0,T. Burke makes free throw 1 of 2,,106,119
4,1:14.0,T. Burke makes free throw 2 of 2,,107,119
4,0:51.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by D. Mitchell),107,122
4,0:44.0,D. Powell misses 3-pt jump shot from 26 ft,,107,122
4,0:41.0,,Defensive rebound by R. Gobert,107,122
4,0:22.0,,D. Mitchell makes 3-pt jump shot from 26 ft,107,125
4,0:15.0,T. Burke makes 2-pt jump shot from 13 ft,,109,125
