QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ATLANTA_ACTION,MINNESOTA_SCORE,ATLANTA_SCORE
4,8:05.0,,Defensive rebound by T. Young,102,99
4,8:02.0,,T. Young misses 3-pt jump shot from 27 ft,102,99
4,8:01.0,Defensive rebound by Team,,102,99
4,7:43.0,J. Okogie misses 3-pt jump shot from 23 ft,,102,99
4,7:38.0,,Defensive rebound by D. Bembry,102,99
4,7:28.0,,D. Bembry misses 2-pt layup from 2 ft,102,99
4,7:26.0,,Offensive rebound by D. Bembry,102,99
4,7:26.0,,D. Bembry makes 2-pt layup from 3 ft,102,101
4,7:26.0,,Shooting foul by K. Towns (drawn by D. Bembry),102,101
4,7:26.0,,D. Bembry makes free throw 1 of 1,102,102
4,7:06.0,Personal foul by D. Bembry (drawn by A. Wiggins),,102,102
4,6:59.0,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),,105,102
4,6:41.0,,Shooting foul by K. Towns (drawn by T. Young),105,102
4,6:41.0,,T. Young makes free throw 1 of 2,105,103
4,6:41.0,,O. Spellman enters the game for J. Collins,105,103
4,6:41.0,,T. Young makes free throw 2 of 2,105,104
4,6:24.0,Shooting foul by D. Bembry (drawn by A. Wiggins),,105,104
4,6:24.0,A. Wiggins makes free throw 1 of 2,,106,104
4,6:24.0,D. Rose enters the game for D. Šarić,,106,104
4,6:24.0,,T. Prince enters the game for D. Bembry,106,104
4,6:24.0,A. Wiggins misses free throw 2 of 2,,106,104
4,6:22.0,,Defensive rebound by V. Carter,106,104
4,6:12.0,,T. Prince misses 3-pt jump shot from 26 ft,106,104
4,6:08.0,Defensive rebound by J. Okogie,,106,104
4,5:59.0,K. Towns makes 2-pt jump shot from 21 ft (assist by T. Jones),,108,104
4,5:59.0,,Atlanta full timeout,108,104
4,5:59.0,,D. Bembry enters the game for K. Huerter,108,104
4,5:59.0,,D. Dedmon enters the game for O. Spellman,108,104
4,5:46.0,,Turnover by T. Young (lost ball; steal by J. Okogie),108,104
4,5:41.0,A. Wiggins makes 2-pt layup from 1 ft (assist by D. Rose),,110,104
4,5:22.0,,T. Young misses 2-pt layup from 3 ft (block by K. Towns),110,104
4,5:18.0,Defensive rebound by D. Rose,,110,104
4,5:13.0,D. Rose misses 2-pt layup from 1 ft (block by V. Carter),,110,104
4,5:10.0,,Defensive rebound by D. Bembry,110,104
4,5:05.0,,D. Bembry misses 2-pt jump shot from 2 ft,110,104
4,5:03.0,,Offensive rebound by D. Dedmon,110,104
4,5:02.0,,T. Prince makes 2-pt layup from 1 ft (assist by D. Dedmon),110,106
4,5:02.0,,Shooting foul by T. Jones (drawn by T. Prince),110,106
4,5:02.0,,J. Collins enters the game for V. Carter,110,106
4,5:02.0,,T. Prince makes free throw 1 of 1,110,107
4,4:44.0,A. Wiggins makes 2-pt jump shot from 15 ft,,112,107
4,4:34.0,,T. Young misses 2-pt layup from 1 ft (block by J. Okogie),112,107
4,4:34.0,,Offensive rebound by Team,112,107
4,4:22.0,,J. Collins makes 2-pt dunk from 1 ft (assist by D. Bembry),112,109
4,4:16.0,Minnesota full timeout,,112,109
4,4:16.0,D. Šarić enters the game for T. Jones,,112,109
4,4:01.0,D. Rose misses 2-pt jump shot from 20 ft,,112,109
4,3:54.0,,Defensive rebound by D. Bembry,112,109
4,3:40.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),112,111
4,3:22.0,Offensive foul by K. Towns (drawn by T. Young),,112,111
4,3:22.0,Turnover by K. Towns (offensive foul),,112,111
4,3:13.0,,Offensive foul by T. Young (drawn by K. Towns),112,111
4,3:13.0,,Turnover by T. Young (offensive foul),112,111
4,3:06.0,Personal foul by D. Dedmon (drawn by K. Towns),,112,111
4,3:06.0,,V. Carter enters the game for D. Dedmon,112,111
4,3:06.0,K. Towns makes free throw 1 of 2,,113,111
4,3:06.0,T. Jones enters the game for D. Šarić,,113,111
4,3:06.0,K. Towns makes free throw 2 of 2,,114,111
4,2:54.0,,T. Young misses 2-pt jump shot from 12 ft,114,111
4,2:51.0,Defensive rebound by K. Towns,,114,111
4,2:35.0,A. Wiggins misses 3-pt jump shot from 25 ft,,114,111
4,2:35.0,,Defensive rebound by Team,114,111
4,2:19.0,,J. Collins makes 2-pt layup from 1 ft (assist by T. Prince),114,113
4,2:19.0,,Shooting foul by D. Rose (drawn by J. Collins),114,113
4,2:19.0,,J. Collins makes free throw 1 of 1,114,114
4,2:03.0,K. Towns misses 2-pt jump shot from 11 ft,,114,114
4,2:00.0,,Defensive rebound by T. Prince,114,114
4,1:48.0,,J. Collins misses 2-pt dunk from 2 ft (block by A. Wiggins),114,114
4,1:45.0,Defensive rebound by K. Towns,,114,114
4,1:25.0,T. Jones misses 2-pt layup from 2 ft,,114,114
4,1:23.0,,Defensive rebound by T. Young,114,114
4,1:18.0,,D. Bembry misses 2-pt layup from 1 ft,114,114
4,1:15.0,Defensive rebound by J. Okogie,,114,114
4,1:02.0,D. Rose misses 2-pt layup from 1 ft (block by D. Bembry),,114,114
4,1:00.0,Offensive rebound by K. Towns,,114,114
4,1:00.0,K. Towns makes 2-pt dunk from 1 ft,,116,114
4,1:00.0,Shooting foul by V. Carter (drawn by K. Towns),,116,114
4,1:00.0,,K. Huerter enters the game for T. Prince,116,114
4,1:00.0,K. Towns misses free throw 1 of 1,,116,114
4,0:59.0,,Defensive rebound by J. Collins,116,114
4,0:59.0,,Atlanta full timeout,116,114
4,0:48.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),116,116
4,0:31.0,D. Rose makes 2-pt hook shot from 8 ft,,118,116
4,0:20.0,,T. Young makes 2-pt jump shot from 8 ft (assist by V. Carter),118,118
4,0:20.0,Minnesota full timeout,,118,118
4,0:20.0,A. Tolliver enters the game for J. Okogie,,118,118
4,0:00.0,D. Rose misses 2-pt jump shot from 13 ft,,118,118
4,0:00.0,,Defensive rebound by J. Collins,118,118
4,0:00.0,,Atlanta full timeout,118,118
1OT,4:43.0,A. Wiggins misses 2-pt dunk from 1 ft,,118,118
1OT,4:40.0,,Defensive rebound by J. Collins,118,118
1OT,4:25.0,,T. Young misses 3-pt jump shot from 27 ft,118,118
1OT,4:22.0,Defensive rebound by K. Towns,,118,118
1OT,4:06.0,T. Jones misses 2-pt jump shot from 19 ft,,118,118
1OT,4:05.0,,Defensive rebound by D. Bembry,118,118
1OT,3:56.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by K. Huerter),118,121
1OT,3:32.0,A. Wiggins misses 2-pt jump shot from 19 ft,,118,121
1OT,3:29.0,,Defensive rebound by K. Huerter,118,121
1OT,3:29.0,,O. Spellman enters the game for J. Collins,118,121
1OT,3:10.0,,T. Young misses 2-pt jump shot from 21 ft,118,121
1OT,3:05.0,,Offensive rebound by T. Young,118,121
1OT,2:56.0,,D. Bembry makes 2-pt hook shot from 9 ft,118,123
1OT,2:36.0,K. Towns misses 3-pt jump shot from 25 ft,,118,123
1OT,2:33.0,,Defensive rebound by D. Bembry,118,123
1OT,2:19.0,,D. Bembry makes 2-pt layup from 1 ft,118,125
1OT,2:19.0,Minnesota full timeout,,118,125
1OT,2:08.0,K. Towns makes 2-pt dunk from 1 ft (assist by T. Jones),,120,125
1OT,1:53.0,,K. Huerter misses 2-pt jump shot from 19 ft,120,125
1OT,1:47.0,Defensive rebound by K. Towns,,120,125
1OT,1:38.0,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),,123,125
1OT,1:15.0,,D. Bembry makes 2-pt layup from 1 ft (assist by V. Carter),123,127
1OT,1:03.0,D. Šarić misses 3-pt jump shot from 25 ft,,123,127
1OT,0:59.0,,Defensive rebound by D. Bembry,123,127
1OT,0:41.0,,T. Young misses 2-pt layup from 1 ft,123,127
1OT,0:38.0,Defensive rebound by K. Towns,,123,127
1OT,0:36.0,T. Jones misses 2-pt jump shot from 16 ft,,123,127
1OT,0:31.0,,Defensive rebound by O. Spellman,123,127
1OT,0:25.0,,Personal foul by A. Wiggins (drawn by K. Huerter),123,127
1OT,0:25.0,,J. Collins enters the game for O. Spellman,123,127
1OT,0:24.0,,Personal take foul by D. Šarić (drawn by V. Carter),123,127
1OT,0:24.0,,Offensive rebound by Team,123,127
1OT,0:24.0,,V. Carter misses free throw 1 of 2,123,127
1OT,0:24.0,,V. Carter makes free throw 2 of 2,123,128
1OT,0:20.0,Personal foul by T. Young (drawn by T. Jones),,123,128
1OT,0:20.0,Minnesota full timeout,,123,128
1OT,0:20.0,A. Tolliver enters the game for D. Šarić,,123,128
1OT,0:17.0,A. Wiggins misses 3-pt jump shot from 25 ft,,123,128
1OT,0:14.0,,Defensive rebound by T. Young,123,128
1OT,0:14.0,,Personal take foul by J. Okogie (drawn by T. Young),123,128
1OT,0:14.0,,T. Young makes free throw 1 of 2,123,129
1OT,0:14.0,,T. Young makes free throw 2 of 2,123,130
1OT,0:10.0,J. Okogie misses 3-pt jump shot from 25 ft,,123,130
1OT,0:07.0,,Defensive rebound by T. Young,123,130
1OT,0:07.0,,Personal take foul by K. Towns (drawn by T. Young),123,130
1OT,0:07.0,D. Šarić enters the game for K. Towns,,123,130
1OT,0:07.0,,T. Young makes free throw 1 of 2,123,131
1OT,0:07.0,,T. Young misses free throw 2 of 2,123,131
1OT,0:04.0,Defensive rebound by A. Tolliver,,123,131
