QUARTER,TIME_REMAINING,LA LAKERS_ACTION,HOUSTON_ACTION,LA LAKERS_SCORE,HOUSTON_SCORE
4,5:16.0,J. Hart misses 3-pt jump shot from 26 ft,,108,101
4,5:15.0,,Defensive rebound by E. Gordon,108,101
4,5:05.0,,Turnover by E. Gordon (bad pass),108,101
4,4:50.0,Turnover by L. Stephenson (bad pass; steal by J. Harden),,108,101
4,4:46.0,,J. Harden makes 2-pt dunk from 2 ft,108,103
4,4:46.0,LA Lakers full timeout,,108,103
4,4:31.0,I. Zubac makes 2-pt layup at rim (assist by J. Hart),,110,103
4,4:16.0,,J. Harden misses 3-pt jump shot from 25 ft,110,103
4,4:14.0,Defensive rebound by K. Kuzma,,110,103
4,3:57.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,110,103
4,3:55.0,,Defensive rebound by Team,110,103
4,3:38.0,,Shooting foul by K. Kuzma (drawn by G. Green),110,103
4,3:38.0,B. Ingram enters the game for J. Hart,,110,103
4,3:38.0,,G. Green misses free throw 1 of 2,110,103
4,3:38.0,,Offensive rebound by Team,110,103
4,3:38.0,,G. Green misses free throw 2 of 2,110,103
4,3:38.0,Defensive rebound by L. Stephenson,,110,103
4,3:20.0,K. Kuzma misses 3-pt jump shot from 23 ft,,110,103
4,3:19.0,,Defensive rebound by P. Tucker,110,103
4,3:12.0,,J. Harden misses 3-pt jump shot from 41 ft,110,103
4,3:10.0,,Offensive rebound by G. Green,110,103
4,3:00.0,,J. Harden misses 3-pt jump shot from 27 ft,110,103
4,2:58.0,Defensive rebound by I. Zubac,,110,103
4,2:45.0,Shooting foul by A. Rivers (drawn by B. Ingram),,110,103
4,2:45.0,B. Ingram makes free throw 1 of 2,,111,103
4,2:45.0,,J. Ennis enters the game for G. Green,111,103
4,2:45.0,B. Ingram makes free throw 2 of 2,,112,103
4,2:37.0,,J. Harden makes 3-pt jump shot from 26 ft,112,106
4,2:14.0,Turnover by K. Kuzma (traveling),,112,106
4,2:00.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Ennis),112,109
4,1:50.0,Shooting foul by A. Rivers (drawn by I. Zubac),,112,109
4,1:50.0,I. Zubac makes free throw 1 of 2,,113,109
4,1:50.0,I. Zubac makes free throw 2 of 2,,114,109
4,1:33.0,,P. Tucker misses 3-pt jump shot from 25 ft,114,109
4,1:32.0,Defensive rebound by K. Kuzma,,114,109
4,1:12.0,Shooting foul by P. Tucker (drawn by B. Ingram),,114,109
4,1:12.0,B. Ingram makes free throw 1 of 2,,115,109
4,1:12.0,B. Ingram makes free throw 2 of 2,,116,109
4,1:00.0,,J. Harden makes 3-pt jump shot from 25 ft,116,112
4,0:40.0,I. Zubac makes 2-pt layup from 2 ft (assist by L. Stephenson),,118,112
4,0:32.0,,J. Harden makes 3-pt jump shot from 26 ft,118,115
4,0:12.0,L. Stephenson misses 3-pt jump shot from 26 ft,,118,115
4,0:10.0,,Defensive rebound by A. Rivers,118,115
4,0:05.0,,Personal take foul by K. Caldwell-Pope (drawn by J. Harden),118,115
4,0:05.0,,J. Harden makes free throw 1 of 2,118,116
4,0:05.0,T. Chandler enters the game for K. Caldwell-Pope,,118,116
4,0:05.0,,J. Harden makes free throw 2 of 2,118,117
4,0:05.0,LA Lakers full timeout,,118,117
4,0:05.0,K. Caldwell-Pope enters the game for T. Chandler,,118,117
4,0:05.0,LA Lakers full timeout,,118,117
4,0:04.0,Personal take foul by E. Gordon (drawn by I. Zubac),,118,117
4,0:04.0,I. Zubac makes free throw 1 of 2,,119,117
4,0:04.0,,N. Hilário enters the game for J. Ennis,119,117
4,0:04.0,I. Zubac makes free throw 2 of 2,,120,117
4,0:04.0,,Houston full timeout,120,117
4,0:04.0,J. Hart enters the game for I. Zubac,,120,117
4,0:04.0,,G. Green enters the game for N. Hilário,120,117
4,0:02.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by A. Rivers),120,120
4,0:00.0,K. Caldwell-Pope misses 3-pt jump shot from 39 ft,,120,120
4,0:00.0,Offensive rebound by Team,,120,120
1OT,4:49.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by A. Rivers),120,123
1OT,4:30.0,L. Stephenson misses 3-pt jump shot from 24 ft,,120,123
1OT,4:29.0,,Defensive rebound by P. Tucker,120,123
1OT,4:15.0,,J. Harden makes 3-pt jump shot from 26 ft,120,126
1OT,3:49.0,B. Ingram makes 2-pt jump shot from 17 ft (assist by I. Zubac),,122,126
1OT,3:22.0,,J. Harden misses 3-pt jump shot from 27 ft,122,126
1OT,3:20.0,Defensive rebound by K. Kuzma,,122,126
1OT,3:12.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by K. Kuzma),,125,126
1OT,3:12.0,Shooting foul by N. Hilário (drawn by I. Zubac),,125,126
1OT,3:12.0,I. Zubac makes free throw 1 of 1,,126,126
1OT,3:07.0,,Shooting foul by I. Zubac (drawn by E. Gordon),126,126
1OT,3:07.0,,E. Gordon makes free throw 1 of 2,126,127
1OT,3:07.0,,E. Gordon makes free throw 2 of 2,126,128
1OT,2:42.0,B. Ingram makes 2-pt jump shot from 20 ft,,128,128
1OT,2:32.0,,Personal foul by K. Caldwell-Pope (drawn by J. Harden),128,128
1OT,2:24.0,,Shooting foul by I. Zubac (drawn by J. Harden),128,128
1OT,2:24.0,,J. Harden makes free throw 1 of 2,128,129
1OT,2:24.0,,J. Harden makes free throw 2 of 2,128,130
1OT,2:01.0,L. Stephenson makes 2-pt layup from 1 ft,,130,130
1OT,1:46.0,,Shooting foul by I. Zubac (drawn by N. Hilário),130,130
1OT,1:46.0,,N. Hilário misses free throw 1 of 2,130,130
1OT,1:46.0,,Offensive rebound by Team,130,130
1OT,1:46.0,,N. Hilário makes free throw 2 of 2,130,131
1OT,1:27.0,B. Ingram misses 3-pt jump shot from 26 ft,,130,131
1OT,1:26.0,,Defensive rebound by J. Harden,130,131
1OT,1:19.0,,N. Hilário misses 2-pt layup from 3 ft (block by I. Zubac),130,131
1OT,1:19.0,,Offensive rebound by Team,130,131
1OT,1:12.0,,J. Harden misses 3-pt jump shot from 23 ft,130,131
1OT,1:10.0,,Offensive rebound by P. Tucker,130,131
1OT,0:58.0,,J. Harden misses 2-pt jump shot from 10 ft,130,131
1OT,0:57.0,,Offensive rebound by J. Harden,130,131
1OT,0:57.0,,Shooting foul by I. Zubac (drawn by J. Harden),130,131
1OT,0:57.0,J. Hart enters the game for I. Zubac,,130,131
1OT,0:57.0,,J. Ennis enters the game for N. Hilário,130,131
1OT,0:57.0,,J. Harden misses free throw 1 of 2,130,131
1OT,0:57.0,,Offensive rebound by Team,130,131
1OT,0:57.0,,J. Harden makes free throw 2 of 2,130,132
1OT,0:57.0,LA Lakers full timeout,,130,132
1OT,0:40.0,B. Ingram makes 2-pt jump shot from 11 ft,,132,132
1OT,0:32.0,,Shooting foul by K. Kuzma (drawn by J. Harden),132,132
1OT,0:32.0,,J. Harden makes free throw 1 of 2,132,133
1OT,0:32.0,,J. Harden misses free throw 2 of 2,132,133
1OT,0:30.0,Defensive rebound by Team,,132,133
1OT,0:30.0,,Loose ball foul by P. Tucker (drawn by B. Ingram),132,133
1OT,0:23.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,132,133
1OT,0:23.0,,Defensive rebound by Team,132,133
1OT,0:14.0,,Personal foul by J. Hart (drawn by E. Gordon),132,133
1OT,0:14.0,,E. Gordon makes free throw 1 of 2,132,134
1OT,0:14.0,J. McGee enters the game for K. Caldwell-Pope,,132,134
1OT,0:14.0,,E. Gordon misses free throw 2 of 2,132,134
1OT,0:14.0,Defensive rebound by J. Hart,,132,134
1OT,0:12.0,LA Lakers full timeout,,132,134
1OT,0:12.0,T. Chandler enters the game for J. McGee,,132,134
1OT,0:12.0,,N. Hilário enters the game for J. Ennis,132,134
1OT,0:11.0,Turnover by J. Hart (bad pass),,132,134
1OT,0:11.0,,Houston full timeout,132,134
1OT,0:11.0,K. Caldwell-Pope enters the game for T. Chandler,,132,134
1OT,0:11.0,,J. Ennis enters the game for N. Hilário,132,134
1OT,0:10.0,,Personal take foul by K. Kuzma (drawn by E. Gordon),132,134
1OT,0:10.0,,E. Gordon makes free throw 1 of 2,132,135
1OT,0:10.0,,E. Gordon makes free throw 2 of 2,132,136
1OT,0:04.0,B. Ingram makes 2-pt layup from 2 ft,,134,136
1OT,0:04.0,,Personal take foul by J. Hart (drawn by E. Gordon),134,136
1OT,0:04.0,,E. Gordon makes free throw 1 of 2,134,137
1OT,0:04.0,,E. Gordon makes free throw 2 of 2,134,138
1OT,0:01.0,L. Stephenson misses 3-pt jump shot from 40 ft,,134,138
1OT,0:01.0,Offensive rebound by Team,,134,138
