QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MILWAUKEE_ACTION,CLEVELAND_SCORE,MILWAUKEE_SCORE
4,3:08.0,K. Love misses 2-pt layup from 2 ft (block by E. İlyasova),,98,113
4,3:03.0,Offensive rebound by K. Love,,98,113
4,3:03.0,K. Love makes 2-pt layup at rim,,100,113
4,3:02.0,,Personal foul by J. Clarkson (drawn by G. Hill),100,113
4,3:02.0,,G. Antetokounmpo enters the game for B. Lopez,100,113
4,2:55.0,,Shooting foul by C. Osman (drawn by K. Middleton),100,113
4,2:55.0,,K. Middleton misses free throw 1 of 2,100,113
4,2:55.0,,Offensive rebound by Team,100,113
4,2:55.0,,K. Middleton makes free throw 2 of 2,100,114
4,2:46.0,Shooting foul by S. Brown (drawn by C. Sexton),,100,114
4,2:46.0,C. Sexton makes free throw 1 of 2,,101,114
4,2:46.0,,P. Connaughton enters the game for G. Hill,101,114
4,2:46.0,C. Sexton makes free throw 2 of 2,,102,114
4,2:34.0,,G. Antetokounmpo misses 2-pt layup from 3 ft (block by K. Love),102,114
4,2:30.0,Defensive rebound by C. Osman,,102,114
4,2:27.0,J. Clarkson misses 3-pt jump shot from 24 ft,,102,114
4,2:24.0,,Defensive rebound by K. Middleton,102,114
4,2:24.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by K. Middleton),102,116
4,2:12.0,Turnover by K. Love (step out of bounds),,102,116
4,2:02.0,,K. Middleton makes 3-pt jump shot from 27 ft,102,119
4,1:52.0,K. Love misses 3-pt jump shot from 28 ft,,102,119
4,1:52.0,,Defensive rebound by K. Middleton,102,119
4,1:42.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,102,119
4,1:39.0,Defensive rebound by K. Love,,102,119
4,1:36.0,C. Osman misses 3-pt jump shot from 26 ft,,102,119
4,1:32.0,,Defensive rebound by P. Connaughton,102,119
4,1:31.0,,Milwaukee full timeout,102,119
4,1:31.0,D. Nwaba enters the game for K. Love,,102,119
4,1:31.0,,B. Colson enters the game for G. Antetokounmpo,102,119
4,1:31.0,,T. Frazier enters the game for E. İlyasova,102,119
4,1:31.0,,D. Wilson enters the game for K. Middleton,102,119
4,1:19.0,,S. Brown makes 2-pt layup from 2 ft (assist by B. Colson),102,121
4,1:19.0,,Shooting foul by C. Osman (drawn by S. Brown),102,121
4,1:19.0,N. Stauskas enters the game for C. Osman,,102,121
4,1:19.0,,S. Brown misses free throw 1 of 1,102,121
4,1:16.0,Defensive rebound by L. Nance,,102,121
4,1:08.0,J. Clarkson makes 2-pt layup from 2 ft,,104,121
4,1:08.0,Shooting foul by P. Connaughton (drawn by J. Clarkson),,104,121
4,1:08.0,J. Clarkson makes free throw 1 of 1,,105,121
4,1:01.0,,S. Brown makes 3-pt jump shot from 27 ft (assist by T. Frazier),105,124
4,0:49.0,L. Nance misses 3-pt jump shot from 27 ft,,105,124
4,0:46.0,,Defensive rebound by B. Colson,105,124
4,0:41.0,,D. Wilson misses 3-pt jump shot from 22 ft,105,124
4,0:37.0,,Offensive rebound by B. Colson,105,124
4,0:36.0,,B. Colson misses 2-pt layup from 1 ft,105,124
4,0:34.0,,Offensive rebound by P. Connaughton,105,124
4,0:33.0,,B. Colson makes 3-pt jump shot from 24 ft (assist by P. Connaughton),105,127
4,0:23.0,Turnover by L. Nance (bad pass),,105,127
