QUARTER,TIME_REMAINING,UTAH_ACTION,LA CLIPPERS_ACTION,UTAH_SCORE,LA CLIPPERS_SCORE
4,7:01.0,,Defensive rebound by M. Harrell,105,88
4,6:56.0,,L. Williams makes 2-pt layup from 2 ft,105,90
4,6:41.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,107,90
4,6:25.0,,Personal foul by J. Ingles (drawn by L. Williams),107,90
4,6:18.0,,L. Williams makes 2-pt jump shot from 18 ft,107,92
4,6:07.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,109,92
4,5:56.0,,Shooting foul by K. Korver (drawn by D. Gallinari),109,92
4,5:56.0,,D. Gallinari misses free throw 1 of 2,109,92
4,5:56.0,,Offensive rebound by Team,109,92
4,5:56.0,J. Crowder enters the game for K. Korver,,109,92
4,5:56.0,,D. Gallinari makes free throw 2 of 2,109,93
4,5:36.0,J. Ingles misses 3-pt jump shot from 26 ft,,109,93
4,5:32.0,,Defensive rebound by L. Williams,109,93
4,5:26.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by L. Williams),109,96
4,5:25.0,Utah full timeout,,109,96
4,5:09.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by R. O'Neale),,112,96
4,4:51.0,,D. Gallinari misses 2-pt jump shot from 16 ft,112,96
4,4:49.0,Defensive rebound by R. Gobert,,112,96
4,4:28.0,R. Gobert makes 2-pt jump shot from 4 ft (assist by D. Mitchell),,114,96
4,4:19.0,Violation by Team (kicked ball),,114,96
4,4:19.0,,S. Gilgeous-Alexander enters the game for D. Gallinari,114,96
4,4:19.0,,B. Marjanović enters the game for M. Harrell,114,96
4,4:19.0,,J. Motley enters the game for L. Williams,114,96
4,4:11.0,,J. Motley misses 2-pt layup from 4 ft (block by R. Gobert),114,96
4,4:07.0,Defensive rebound by J. Crowder,,114,96
4,3:57.0,J. Ingles makes 2-pt layup from 2 ft,,116,96
4,3:43.0,,B. Marjanović makes 2-pt hook shot from 11 ft (assist by J. Motley),116,98
4,3:28.0,D. Mitchell makes 2-pt jump shot from 10 ft,,118,98
4,3:14.0,,B. Marjanović makes 2-pt hook shot from 1 ft (assist by T. Harris),118,100
4,3:14.0,,Shooting foul by R. Gobert (drawn by B. Marjanović),118,100
4,3:14.0,G. Allen enters the game for J. Ingles,,118,100
4,3:14.0,,S. Thornwell enters the game for P. Beverley,118,100
4,3:14.0,,T. Wallace enters the game for T. Harris,118,100
4,3:14.0,,B. Marjanović misses free throw 1 of 1,118,100
4,3:11.0,Defensive rebound by R. Gobert,,118,100
4,2:54.0,D. Mitchell misses 2-pt jump shot from 8 ft,,118,100
4,2:51.0,Offensive rebound by R. Gobert,,118,100
4,2:51.0,Shooting foul by B. Marjanović (drawn by R. Gobert),,118,100
4,2:51.0,R. Gobert makes free throw 1 of 2,,119,100
4,2:51.0,G. Niang enters the game for D. Mitchell,,119,100
4,2:51.0,R. Gobert makes free throw 2 of 2,,120,100
4,2:42.0,,Turnover by S. Thornwell (traveling),120,100
4,2:42.0,E. Udoh enters the game for R. Gobert,,120,100
4,2:30.0,G. Allen makes 2-pt layup from 2 ft,,122,100
4,2:30.0,Shooting foul by S. Thornwell (drawn by G. Allen),,122,100
4,2:30.0,T. Cavanaugh enters the game for J. Crowder,,122,100
4,2:30.0,N. Mitrou-Long enters the game for R. O'Neale,,122,100
4,2:30.0,G. Allen makes free throw 1 of 1,,123,100
4,2:13.0,,J. Motley makes 2-pt dunk from 2 ft (assist by S. Thornwell),123,102
4,1:45.0,G. Allen makes 3-pt jump shot from 27 ft (assist by E. Udoh),,126,102
4,1:31.0,,T. Wallace makes 2-pt jump shot from 12 ft (assist by J. Motley),126,104
4,1:08.0,Turnover by G. Allen (traveling),,126,104
4,1:00.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 14 ft,126,106
4,0:48.0,G. Niang makes 3-pt jump shot from 25 ft (assist by G. Allen),,129,106
4,0:37.0,,J. Motley misses 2-pt jump shot from 5 ft,129,106
4,0:35.0,,Offensive rebound by J. Motley,129,106
4,0:35.0,,J. Motley makes 2-pt layup from 1 ft,129,108
4,0:35.0,,Shooting foul by E. Udoh (drawn by J. Motley),129,108
4,0:35.0,,J. Motley makes free throw 1 of 1,129,109
4,0:23.0,N. Mitrou-Long misses 3-pt jump shot from 22 ft,,129,109
4,0:19.0,,Defensive rebound by S. Thornwell,129,109
4,0:14.0,,T. Wallace misses 3-pt jump shot from 23 ft,129,109
4,0:10.0,Defensive rebound by T. Cavanaugh,,129,109
