QUARTER,TIME_REMAINING,MIAMI_ACTION,BOSTON_ACTION,MIAMI_SCORE,BOSTON_SCORE
4,3:12.0,,T. Rozier misses 3-pt jump shot from 25 ft,96,101
4,3:09.0,,Offensive rebound by Team,96,101
4,3:09.0,H. Whiteside enters the game for B. Adebayo,,96,101
4,3:09.0,,M. Smart enters the game for T. Rozier,96,101
4,3:04.0,,Personal foul by D. Wade (drawn by A. Horford),96,101
4,2:54.0,,J. Tatum makes 2-pt jump shot from 15 ft (assist by A. Horford),96,103
4,2:33.0,G. Dragić makes 2-pt jump shot from 8 ft (assist by H. Whiteside),,98,103
4,2:33.0,,G. Hayward enters the game for A. Baynes,98,103
4,2:09.0,,Turnover by K. Irving (bad pass; steal by G. Dragić),98,103
4,2:00.0,D. Wade makes 2-pt jump shot from 15 ft (assist by D. Waiters),,100,103
4,1:45.0,,K. Irving misses 3-pt jump shot from 26 ft,100,103
4,1:43.0,Defensive rebound by H. Whiteside,,100,103
4,1:31.0,D. Waiters misses 3-pt jump shot from 26 ft,,100,103
4,1:29.0,,Defensive rebound by A. Horford,100,103
4,1:25.0,,K. Irving makes 2-pt layup from 3 ft,100,105
4,1:25.0,,Shooting foul by K. Olynyk (drawn by K. Irving),100,105
4,1:25.0,B. Adebayo enters the game for H. Whiteside,,100,105
4,1:25.0,,K. Irving makes free throw 1 of 1,100,106
4,1:14.0,D. Wade misses 3-pt jump shot from 26 ft,,100,106
4,1:12.0,,Defensive rebound by G. Hayward,100,106
4,1:04.0,,Turnover by K. Irving (bad pass),100,106
4,1:00.0,G. Dragić misses 3-pt jump shot from 26 ft,,100,106
4,0:58.0,Offensive rebound by D. Wade,,100,106
4,0:57.0,D. Wade misses 2-pt layup from 1 ft,,100,106
4,0:56.0,Offensive rebound by D. Wade,,100,106
4,0:56.0,D. Wade makes 2-pt layup from 1 ft,,102,106
4,0:38.0,,K. Irving misses 3-pt jump shot from 26 ft,102,106
4,0:37.0,Defensive rebound by Team,,102,106
4,0:36.0,Miami full timeout,,102,106
4,0:25.0,Turnover by K. Olynyk (bad pass),,102,106
4,0:16.0,,Personal take foul by D. Wade (drawn by K. Irving),102,106
4,0:16.0,,K. Irving makes free throw 1 of 2,102,107
4,0:16.0,,K. Irving makes free throw 2 of 2,102,108
4,0:16.0,Miami full timeout,,102,108
4,0:12.0,D. Wade misses 3-pt jump shot from 27 ft,,102,108
4,0:10.0,Offensive rebound by B. Adebayo,,102,108
4,0:07.0,K. Olynyk misses 3-pt jump shot from 25 ft,,102,108
4,0:05.0,,Defensive rebound by A. Horford,102,108
4,0:05.0,,Personal take foul by G. Dragić (drawn by A. Horford),102,108
4,0:05.0,,A. Horford makes free throw 1 of 2,102,109
4,0:05.0,,S. Ojeleye enters the game for K. Irving,102,109
4,0:05.0,,A. Horford makes free throw 2 of 2,102,110
4,0:01.0,B. Adebayo makes 3-pt jump shot from 25 ft (assist by D. Waiters),,105,110
