QUARTER,TIME_REMAINING,LA LAKERS_ACTION,SAN ANTONIO_ACTION,LA LAKERS_SCORE,SAN ANTONIO_SCORE
4,6:53.0,J. McGee makes free throw 2 of 2,,112,109
4,6:45.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by P. Mills),112,111
4,6:45.0,,Shooting foul by J. Hart (drawn by J. Poeltl),112,111
4,6:45.0,,J. Poeltl makes free throw 1 of 1,112,112
4,6:22.0,L. James misses 2-pt jump shot from 5 ft,,112,112
4,6:17.0,Offensive rebound by J. McGee,,112,112
4,6:17.0,J. McGee misses 2-pt layup from 1 ft,,112,112
4,6:16.0,,Defensive rebound by J. Poeltl,112,112
4,6:14.0,,P. Mills misses 3-pt jump shot from 25 ft,112,112
4,6:12.0,Defensive rebound by Team,,112,112
4,5:52.0,L. James misses 2-pt layup from 5 ft,,112,112
4,5:51.0,,Defensive rebound by Team,112,112
4,5:42.0,,Personal foul by L. James (drawn by D. DeRozan),112,112
4,5:42.0,,D. DeRozan misses free throw 1 of 2,112,112
4,5:42.0,,Offensive rebound by Team,112,112
4,5:42.0,,D. DeRozan makes free throw 2 of 2,112,113
4,5:25.0,L. James misses 2-pt jump shot from 8 ft (block by D. DeRozan),,112,113
4,5:21.0,,Defensive rebound by M. Belinelli,112,113
4,5:16.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by P. Mills),112,115
4,5:16.0,LA Lakers full timeout,,112,115
4,5:16.0,K. Caldwell-Pope enters the game for J. McGee,,112,115
4,4:58.0,L. Ball misses 2-pt layup from 6 ft (block by J. Poeltl),,112,115
4,4:56.0,,Defensive rebound by D. Bertāns,112,115
4,4:48.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. DeRozan),112,118
4,4:48.0,,Shooting foul by K. Kuzma (drawn by D. Bertāns),112,118
4,4:48.0,,D. Bertāns makes free throw 1 of 1,112,119
4,4:40.0,L. Ball makes 2-pt dunk from 1 ft (assist by L. James),,114,119
4,4:24.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by D. DeRozan),114,121
4,4:10.0,Personal foul by J. Poeltl (drawn by K. Kuzma),,114,121
4,4:01.0,J. Hart misses 3-pt jump shot from 27 ft,,114,121
4,3:58.0,,Defensive rebound by D. Bertāns,114,121
4,3:44.0,,D. Bertāns misses 3-pt jump shot from 25 ft,114,121
4,3:40.0,Defensive rebound by L. Ball,,114,121
4,3:30.0,L. Ball makes 2-pt layup from 1 ft,,116,121
4,3:28.0,,San Antonio full timeout,116,121
4,3:14.0,,D. DeRozan makes 2-pt jump shot from 12 ft,116,123
4,2:55.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,116,123
4,2:52.0,,Defensive rebound by D. DeRozan,116,123
4,2:38.0,,D. DeRozan makes 2-pt jump shot from 6 ft,116,125
4,2:25.0,L. James misses 3-pt jump shot from 30 ft,,116,125
4,2:22.0,,Defensive rebound by J. Poeltl,116,125
4,2:10.0,,D. DeRozan makes 2-pt jump shot from 6 ft,116,127
4,2:10.0,LA Lakers full timeout,,116,127
4,1:59.0,K. Kuzma misses 3-pt jump shot from 27 ft,,116,127
4,1:59.0,,Defensive rebound by Team,116,127
4,1:59.0,Loose ball foul by L. Ball (drawn by P. Mills),,116,127
4,1:59.0,,P. Mills makes free throw 1 of 2,116,128
4,1:59.0,,P. Mills misses free throw 2 of 2,116,128
4,1:57.0,Defensive rebound by L. Ball,,116,128
4,1:49.0,L. James makes 2-pt layup from 3 ft,,118,128
4,1:49.0,Shooting foul by J. Poeltl (drawn by L. James),,118,128
4,1:49.0,L. James misses free throw 1 of 1,,118,128
4,1:49.0,,Defensive rebound by J. Poeltl,118,128
4,1:34.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by P. Mills),118,131
4,1:25.0,K. Kuzma makes 2-pt layup from 2 ft,,120,131
4,1:07.0,,Shooting foul by L. Ball (drawn by D. DeRozan),120,131
4,1:07.0,,D. DeRozan makes free throw 1 of 2,120,132
4,1:07.0,I. Bonga enters the game for L. James,,120,132
4,1:07.0,S. Mykhailiuk enters the game for K. Kuzma,,120,132
4,1:07.0,,C. Metu enters the game for D. Bertāns,120,132
4,1:07.0,,Q. Pondexter enters the game for P. Mills,120,132
4,1:07.0,,D. White enters the game for J. Poeltl,120,132
4,1:07.0,,D. DeRozan makes free throw 2 of 2,120,133
4,0:55.0,J. Hart misses 3-pt jump shot from 26 ft,,120,133
4,0:51.0,,Defensive rebound by D. DeRozan,120,133
4,0:28.0,,D. DeRozan misses 2-pt jump shot from 19 ft,120,133
4,0:25.0,Defensive rebound by J. Hart,,120,133
4,0:23.0,S. Mykhailiuk misses 3-pt jump shot from 26 ft,,120,133
4,0:19.0,,Defensive rebound by M. Belinelli,120,133
