QUARTER,TIME_REMAINING,MEMPHIS_ACTION,OKLAHOMA CITY_ACTION,MEMPHIS_SCORE,OKLAHOMA CITY_SCORE
4,5:03.0,,T. Ferguson makes 2-pt dunk at rim (assist by R. Westbrook),84,105
4,4:37.0,J. Carter misses 3-pt jump shot from 25 ft,,84,105
4,4:33.0,,Defensive rebound by J. Grant,84,105
4,4:16.0,,D. Schröder misses 3-pt jump shot from 27 ft,84,105
4,4:13.0,,Offensive rebound by J. Grant,84,105
4,4:05.0,,S. Adams makes 2-pt layup from 1 ft (assist by D. Schröder),84,107
4,3:56.0,Personal take foul by R. Westbrook (drawn by J. Washburn),,84,107
4,3:56.0,J. Washburn makes free throw 1 of 2,,85,107
4,3:56.0,,A. Nader enters the game for S. Adams,85,107
4,3:56.0,,N. Noel enters the game for R. Westbrook,85,107
4,3:56.0,J. Washburn makes free throw 2 of 2,,86,107
4,3:43.0,,J. Grant makes 2-pt dunk from 1 ft (assist by D. Schröder),86,109
4,3:24.0,I. Rabb makes 2-pt jump shot from 13 ft,,88,109
4,3:12.0,,T. Ferguson misses 2-pt jump shot from 17 ft,88,109
4,3:09.0,Defensive rebound by J. Carter,,88,109
4,3:03.0,Y. Watanabe makes 2-pt jump shot from 6 ft (assist by J. Carter),,90,109
4,2:51.0,,A. Nader misses 3-pt jump shot from 23 ft,90,109
4,2:47.0,Defensive rebound by Y. Watanabe,,90,109
4,2:29.0,Turnover by B. Caboclo (bad pass),,90,109
4,2:29.0,,D. Burton enters the game for D. Schröder,90,109
4,2:10.0,,J. Grant makes 2-pt layup from 2 ft,90,111
4,2:00.0,J. Carter misses 3-pt jump shot from 25 ft,,90,111
4,1:56.0,,Defensive rebound by D. Burton,90,111
4,1:50.0,,D. Burton misses 2-pt layup from 1 ft (block by I. Rabb),90,111
4,1:47.0,Defensive rebound by I. Rabb,,90,111
4,1:41.0,Turnover by J. Washburn (lost ball; steal by N. Noel),,90,111
4,1:38.0,,T. Ferguson makes 2-pt dunk from 1 ft (assist by N. Noel),90,113
4,1:34.0,Personal take foul by T. Ferguson (drawn by J. Carter),,90,113
4,1:34.0,J. Carter makes free throw 1 of 2,,91,113
4,1:34.0,,H. Diallo enters the game for J. Grant,91,113
4,1:34.0,,D. Grantham enters the game for N. Noel,91,113
4,1:34.0,J. Carter makes free throw 2 of 2,,92,113
4,1:16.0,,A. Nader makes 2-pt layup from 1 ft,92,115
4,1:03.0,I. Rabb makes 3-pt jump shot from 25 ft (assist by Y. Watanabe),,95,115
4,0:42.0,,D. Grantham misses 3-pt jump shot from 26 ft,95,115
4,0:39.0,Defensive rebound by B. Caboclo,,95,115
4,0:36.0,Turnover by B. Caboclo (lost ball; steal by H. Diallo),,95,115
4,0:34.0,,H. Diallo makes 2-pt jump shot from 17 ft,95,117
4,0:19.0,Y. Watanabe misses 2-pt jump shot from 15 ft,,95,117
4,0:15.0,Offensive rebound by B. Caboclo,,95,117
4,0:14.0,B. Caboclo misses 2-pt dunk from 1 ft,,95,117
4,0:12.0,,Defensive rebound by H. Diallo,95,117
