QUARTER,TIME_REMAINING,NEW YORK_ACTION,MILWAUKEE_ACTION,NEW YORK_SCORE,MILWAUKEE_SCORE
4,6:59.0,,G. Antetokounmpo misses free throw 2 of 2,85,98
4,6:55.0,Defensive rebound by C. Lee,,85,98
4,6:39.0,L. Kornet misses 2-pt jump shot from 15 ft,,85,98
4,6:36.0,Offensive rebound by N. Vonleh,,85,98
4,6:34.0,C. Lee misses 3-pt jump shot from 26 ft,,85,98
4,6:34.0,,Defensive rebound by G. Antetokounmpo,85,98
4,6:11.0,,G. Hill misses 3-pt jump shot from 28 ft,85,98
4,6:09.0,Defensive rebound by E. Mudiay,,85,98
4,6:07.0,E. Mudiay misses 2-pt layup from 1 ft,,85,98
4,6:03.0,,Defensive rebound by K. Middleton,85,98
4,5:54.0,,Turnover by D. Wilson (bad pass; steal by C. Lee),85,98
4,5:43.0,Shooting foul by E. Bledsoe (drawn by K. Knox),,85,98
4,5:43.0,K. Knox makes free throw 1 of 2,,86,98
4,5:43.0,,B. Lopez enters the game for G. Antetokounmpo,86,98
4,5:43.0,K. Knox makes free throw 2 of 2,,87,98
4,5:28.0,,K. Middleton misses 2-pt jump shot from 20 ft,87,98
4,5:25.0,Defensive rebound by L. Kornet,,87,98
4,5:22.0,K. Knox misses 3-pt jump shot from 26 ft,,87,98
4,5:20.0,,Defensive rebound by D. Wilson,87,98
4,5:08.0,,E. Bledsoe misses 2-pt jump shot from 18 ft,87,98
4,5:05.0,,Offensive rebound by G. Hill,87,98
4,4:53.0,,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by B. Lopez),87,101
4,4:50.0,New York full timeout,,87,101
4,4:50.0,D. Dotson enters the game for N. Vonleh,,87,101
4,4:50.0,,M. Brogdon enters the game for E. Bledsoe,87,101
4,4:38.0,K. Knox misses 2-pt hook shot from 2 ft,,87,101
4,4:36.0,,Defensive rebound by B. Lopez,87,101
4,4:23.0,,Turnover by M. Brogdon (bad pass; steal by D. Dotson),87,101
4,4:20.0,Shooting foul by B. Lopez (drawn by K. Knox),,87,101
4,4:20.0,K. Knox misses free throw 1 of 2,,87,101
4,4:20.0,Offensive rebound by Team,,87,101
4,4:20.0,K. Knox makes free throw 2 of 2,,88,101
4,4:11.0,,Personal foul by D. Dotson (drawn by K. Middleton),88,101
4,3:58.0,,M. Brogdon makes 3-pt jump shot from 23 ft (assist by K. Middleton),88,104
4,3:44.0,L. Kornet makes 3-pt jump shot from 29 ft (assist by E. Mudiay),,91,104
4,3:31.0,,Turnover by K. Middleton (lost ball; steal by C. Lee),91,104
4,3:26.0,Shooting foul by G. Hill (drawn by D. Dotson),,91,104
4,3:26.0,D. Dotson misses free throw 1 of 2,,91,104
4,3:26.0,Offensive rebound by Team,,91,104
4,3:26.0,,G. Antetokounmpo enters the game for B. Lopez,91,104
4,3:26.0,D. Dotson makes free throw 2 of 2,,92,104
4,3:13.0,,D. Wilson makes 2-pt dunk from 2 ft (assist by K. Middleton),92,106
4,2:56.0,E. Mudiay makes 2-pt layup from 1 ft,,94,106
4,2:46.0,,Shooting foul by K. Knox (drawn by G. Antetokounmpo),94,106
4,2:46.0,,G. Antetokounmpo makes free throw 1 of 2,94,107
4,2:46.0,,G. Antetokounmpo makes free throw 2 of 2,94,108
4,2:33.0,E. Mudiay makes 2-pt jump shot from 12 ft (assist by L. Kornet),,96,108
4,2:23.0,,Offensive foul by G. Antetokounmpo (drawn by C. Lee),96,108
4,2:23.0,,Turnover by G. Antetokounmpo (offensive foul),96,108
4,2:23.0,,E. Bledsoe enters the game for G. Hill,96,108
4,2:09.0,E. Mudiay misses 3-pt jump shot from 26 ft,,96,108
4,2:06.0,,Defensive rebound by D. Wilson,96,108
4,1:53.0,,G. Antetokounmpo makes 2-pt layup at rim,96,110
4,1:53.0,,Shooting foul by K. Knox (drawn by G. Antetokounmpo),96,110
4,1:53.0,,G. Antetokounmpo misses free throw 1 of 1,96,110
4,1:50.0,,Offensive rebound by Team,96,110
4,1:47.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),96,112
4,1:24.0,L. Kornet misses 2-pt jump shot from 12 ft,,96,112
4,1:21.0,,Defensive rebound by K. Middleton,96,112
4,1:11.0,,Turnover by M. Brogdon (bad pass; steal by K. Knox),96,112
4,1:06.0,Turnover by C. Lee (bad pass; steal by G. Antetokounmpo),,96,112
4,0:54.0,,D. Wilson misses 3-pt jump shot from 27 ft,96,112
4,0:51.0,,Offensive rebound by K. Middleton,96,112
4,0:47.0,,Offensive foul by G. Antetokounmpo (drawn by C. Lee),96,112
4,0:47.0,,Turnover by G. Antetokounmpo (offensive foul),96,112
4,0:47.0,,S. Brown enters the game for G. Antetokounmpo,96,112
4,0:47.0,,G. Hill enters the game for E. Bledsoe,96,112
4,0:47.0,,T. Maker enters the game for M. Brogdon,96,112
4,0:47.0,,T. Snell enters the game for K. Middleton,96,112
4,0:31.0,L. Kornet misses 2-pt jump shot from 13 ft,,96,112
4,0:28.0,,Defensive rebound by D. Wilson,96,112
4,0:11.0,,D. Wilson misses 2-pt jump shot from 8 ft,96,112
4,0:10.0,Defensive rebound by Team,,96,112
4,0:04.0,E. Mudiay misses 3-pt jump shot from 26 ft,,96,112
4,0:01.0,,Defensive rebound by D. Wilson,96,112
