QUARTER,TIME_REMAINING,BOSTON_ACTION,DETROIT_ACTION,BOSTON_SCORE,DETROIT_SCORE
4,5:15.0,G. Yabusele enters the game for M. Smart,,103,74
4,5:15.0,,J. Calderón enters the game for I. Smith,103,74
4,5:04.0,,G. Robinson misses 3-pt jump shot from 27 ft (block by R. Williams),103,74
4,5:00.0,Defensive rebound by G. Yabusele,,103,74
4,4:46.0,T. Rozier misses 2-pt jump shot from 22 ft,,103,74
4,4:42.0,,Defensive rebound by H. Ellenson,103,74
4,4:34.0,,G. Robinson misses 2-pt layup from 6 ft (block by R. Williams),103,74
4,4:34.0,,Offensive rebound by Team,103,74
4,4:23.0,,B. Brown makes 2-pt layup from 6 ft,103,76
4,4:04.0,S. Ojeleye misses 2-pt jump shot from 14 ft,,103,76
4,4:04.0,,Defensive rebound by J. Leuer,103,76
4,3:53.0,,Personal foul by S. Ojeleye (drawn by J. Leuer),103,76
4,3:53.0,,J. Leuer makes free throw 1 of 2,103,77
4,3:53.0,,J. Leuer makes free throw 2 of 2,103,78
4,3:42.0,B. Wanamaker makes 2-pt jump shot from 22 ft,,105,78
4,3:17.0,,G. Robinson misses 2-pt jump shot from 11 ft,105,78
4,3:17.0,Defensive rebound by T. Rozier,,105,78
4,3:09.0,B. Wanamaker misses 2-pt jump shot from 19 ft,,105,78
4,3:06.0,,Defensive rebound by H. Ellenson,105,78
4,3:03.0,,Shooting foul by R. Williams (drawn by H. Ellenson),105,78
4,3:03.0,,H. Ellenson makes free throw 1 of 2,105,79
4,3:03.0,,H. Ellenson makes free throw 2 of 2,105,80
4,2:51.0,Personal foul by J. Calderón (drawn by B. Wanamaker),,105,80
4,2:43.0,G. Yabusele makes 2-pt layup from 3 ft (assist by R. Williams),,107,80
4,2:26.0,,G. Robinson misses 2-pt layup from 4 ft (block by R. Williams),107,80
4,2:26.0,Defensive rebound by T. Rozier,,107,80
4,2:22.0,Shooting foul by H. Ellenson (drawn by S. Ojeleye),,107,80
4,2:22.0,S. Ojeleye misses free throw 1 of 2,,107,80
4,2:22.0,Offensive rebound by Team,,107,80
4,2:22.0,S. Ojeleye misses free throw 2 of 2,,107,80
4,2:18.0,,Defensive rebound by B. Brown,107,80
4,2:03.0,,H. Ellenson misses 2-pt layup from 5 ft,107,80
4,2:00.0,,Offensive rebound by G. Robinson,107,80
4,1:58.0,,B. Brown misses 3-pt jump shot from 28 ft,107,80
4,1:54.0,Defensive rebound by G. Yabusele,,107,80
4,1:41.0,G. Yabusele misses 2-pt hook shot from 10 ft,,107,80
4,1:36.0,Offensive rebound by G. Yabusele,,107,80
4,1:35.0,S. Ojeleye misses 3-pt jump shot from 26 ft,,107,80
4,1:35.0,,Defensive rebound by H. Ellenson,107,80
4,1:26.0,,J. Leuer makes 2-pt dunk at rim (assist by B. Brown),107,82
4,1:19.0,Shooting foul by J. Calderón (drawn by B. Wanamaker),,107,82
4,1:19.0,B. Wanamaker makes free throw 1 of 2,,108,82
4,1:19.0,B. Wanamaker makes free throw 2 of 2,,109,82
4,1:00.0,,H. Ellenson makes 3-pt jump shot from 28 ft,109,85
4,0:49.0,B. Wanamaker misses 3-pt jump shot from 26 ft,,109,85
4,0:45.0,,Defensive rebound by G. Robinson,109,85
4,0:41.0,,B. Brown makes 2-pt layup from 1 ft,109,87
4,0:24.0,Turnover by B. Wanamaker (bad pass; steal by B. Brown),,109,87
4,0:19.0,,B. Brown misses 2-pt layup from 3 ft,109,87
4,0:15.0,,Offensive rebound by J. Calderón,109,87
4,0:09.0,,H. Ellenson makes 2-pt jump shot from 18 ft (assist by J. Calderón),109,89
