QUARTER,TIME_REMAINING,LA LAKERS_ACTION,OKLAHOMA CITY_ACTION,LA LAKERS_SCORE,OKLAHOMA CITY_SCORE
4,6:14.0,,T. Ferguson makes free throw 1 of 2,96,102
4,6:14.0,,P. George enters the game for D. Schröder,96,102
4,6:14.0,,T. Ferguson makes free throw 2 of 2,96,103
4,5:59.0,A. Caruso misses 2-pt jump shot from 14 ft (block by S. Adams),,96,103
4,5:56.0,Offensive rebound by J. Williams,,96,103
4,5:53.0,J. Williams makes 2-pt layup from 2 ft,,98,103
4,5:35.0,,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),98,105
4,5:14.0,J. Williams misses 2-pt hook shot from 5 ft,,98,105
4,5:12.0,,Defensive rebound by R. Westbrook,98,105
4,5:12.0,R. Rondo enters the game for L. Stephenson,,98,105
4,5:12.0,,D. Schröder enters the game for T. Ferguson,98,105
4,4:54.0,,R. Westbrook misses 3-pt jump shot from 27 ft,98,105
4,4:49.0,,Offensive rebound by J. Grant,98,105
4,4:43.0,,Shooting foul by R. Rondo (drawn by D. Schröder),98,105
4,4:43.0,,D. Schröder makes free throw 1 of 2,98,106
4,4:43.0,J. McGee enters the game for J. Williams,,98,106
4,4:43.0,,D. Schröder makes free throw 2 of 2,98,107
4,4:29.0,Turnover by K. Caldwell-Pope (bad pass; steal by R. Westbrook),,98,107
4,4:27.0,,Shooting foul by R. Rondo (drawn by R. Westbrook),98,107
4,4:27.0,,R. Westbrook makes free throw 1 of 2,98,108
4,4:27.0,LA Lakers full timeout,,98,108
4,4:27.0,,R. Westbrook makes free throw 2 of 2,98,109
4,4:10.0,Turnover by K. Caldwell-Pope (lost ball; steal by J. Grant),,98,109
4,4:07.0,,R. Westbrook makes 2-pt layup from 1 ft,98,111
4,3:50.0,R. Bullock makes 2-pt jump shot from 17 ft (assist by A. Caruso),,100,111
4,3:36.0,,S. Adams makes 2-pt jump shot from 11 ft (assist by R. Westbrook),100,113
4,3:20.0,Offensive foul by J. McGee (drawn by D. Schröder),,100,113
4,3:20.0,Turnover by J. McGee (offensive foul),,100,113
4,3:11.0,,P. George misses 2-pt jump shot from 15 ft,100,113
4,3:08.0,,Offensive rebound by P. George,100,113
4,3:05.0,,P. George misses 2-pt jump shot from 6 ft,100,113
4,3:00.0,Defensive rebound by R. Rondo,,100,113
4,2:43.0,Turnover by J. McGee (out of bounds lost ball),,100,113
4,2:21.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by P. George),100,116
4,1:54.0,J. McGee misses 2-pt hook shot from 6 ft,,100,116
4,1:52.0,,Defensive rebound by R. Westbrook,100,116
4,1:47.0,,D. Schröder misses 3-pt jump shot from 26 ft,100,116
4,1:43.0,,Offensive rebound by S. Adams,100,116
4,1:43.0,,S. Adams misses 2-pt layup from 1 ft,100,116
4,1:41.0,Defensive rebound by A. Caruso,,100,116
4,1:40.0,Turnover by A. Caruso (bad pass; steal by P. George),,100,116
4,1:26.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by R. Westbrook),100,119
4,1:16.0,A. Caruso makes 3-pt jump shot from 25 ft,,103,119
4,1:04.0,,Personal foul by J. McGee (drawn by S. Adams),103,119
4,1:04.0,,S. Adams misses free throw 1 of 2,103,119
4,1:04.0,,Offensive rebound by Team,103,119
4,1:04.0,I. Bonga enters the game for R. Bullock,,103,119
4,1:04.0,J. Jones enters the game for K. Caldwell-Pope,,103,119
4,1:04.0,M. Muscala enters the game for A. Caruso,,103,119
4,1:04.0,M. Wagner enters the game for J. McGee,,103,119
4,1:04.0,J. Williams enters the game for R. Rondo,,103,119
4,1:04.0,,D. Burton enters the game for P. George,103,119
4,1:04.0,,A. Nader enters the game for J. Grant,103,119
4,1:04.0,,N. Noel enters the game for D. Schröder,103,119
4,1:04.0,,S. Adams misses free throw 2 of 2,103,119
4,1:02.0,,Offensive rebound by R. Westbrook,103,119
4,0:59.0,,R. Westbrook misses 2-pt layup from 3 ft,103,119
4,0:57.0,Defensive rebound by M. Muscala,,103,119
4,0:43.0,I. Bonga misses 2-pt jump shot from 15 ft,,103,119
4,0:41.0,,Defensive rebound by R. Westbrook,103,119
4,0:39.0,,Oklahoma City full timeout,103,119
4,0:39.0,,H. Diallo enters the game for S. Adams,103,119
4,0:39.0,,D. Schröder enters the game for R. Westbrook,103,119
4,0:22.0,,D. Burton misses 2-pt jump shot from 18 ft,103,119
4,0:18.0,Defensive rebound by J. Williams,,103,119
4,0:08.0,J. Jones misses 3-pt jump shot from 25 ft,,103,119
4,0:04.0,,Defensive rebound by D. Schröder,103,119
