QUARTER,TIME_REMAINING,CLEVELAND_ACTION,TORONTO_ACTION,CLEVELAND_SCORE,TORONTO_SCORE
4,2:53.0,,K. Leonard misses free throw 1 of 2,103,115
4,2:53.0,,Offensive rebound by Team,103,115
4,2:53.0,,L. Brown enters the game for F. VanVleet,103,115
4,2:53.0,,K. Leonard makes free throw 2 of 2,103,116
4,2:40.0,C. Osman misses 3-pt jump shot from 24 ft,,103,116
4,2:38.0,Offensive rebound by L. Nance,,103,116
4,2:38.0,L. Nance makes 2-pt layup from 1 ft,,105,116
4,2:38.0,Shooting foul by N. Powell (drawn by L. Nance),,105,116
4,2:38.0,L. Nance makes free throw 1 of 1,,106,116
4,2:18.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by N. Powell),106,119
4,2:01.0,Personal foul by L. Brown (drawn by C. Sexton),,106,119
4,2:01.0,C. Sexton makes free throw 1 of 2,,107,119
4,2:01.0,,C. Boucher enters the game for K. Leonard,107,119
4,2:01.0,,M. Richardson enters the game for P. Siakam,107,119
4,2:01.0,C. Sexton makes free throw 2 of 2,,108,119
4,1:43.0,,D. Wright misses 2-pt hook shot from 5 ft (block by L. Nance),108,119
4,1:41.0,,Offensive rebound by C. Boucher,108,119
4,1:41.0,,C. Boucher misses 2-pt layup from 2 ft (block by L. Nance),108,119
4,1:41.0,,Offensive rebound by Team,108,119
4,1:41.0,J. Blossomgame enters the game for J. Clarkson,,108,119
4,1:41.0,A. Žižić enters the game for L. Nance,,108,119
4,1:30.0,,Turnover by N. Powell (bad pass; steal by C. Sexton),108,119
4,1:22.0,C. Sexton misses 3-pt jump shot from 25 ft,,108,119
4,1:19.0,Offensive rebound by A. Žižić,,108,119
4,1:18.0,A. Žižić misses 2-pt layup from 1 ft,,108,119
4,1:18.0,Offensive rebound by C. Sexton,,108,119
4,1:13.0,J. Blossomgame misses 2-pt jump shot from 15 ft,,108,119
4,1:10.0,,Defensive rebound by N. Powell,108,119
4,0:56.0,,L. Brown makes 3-pt jump shot from 27 ft,108,122
4,0:45.0,A. Žižić misses 2-pt hook shot from 2 ft (block by C. Boucher),,108,122
4,0:45.0,,Defensive rebound by Team,108,122
4,0:45.0,Loose ball foul by C. Sexton (drawn by C. Boucher),,108,122
4,0:45.0,M. Dellavedova enters the game for C. Sexton,,108,122
4,0:45.0,,C. Boucher makes free throw 1 of 2,108,123
4,0:45.0,,C. Boucher makes free throw 2 of 2,108,124
4,0:30.0,Personal foul by M. Richardson (drawn by A. Burks),,108,124
4,0:30.0,A. Burks misses free throw 1 of 2,,108,124
4,0:30.0,Offensive rebound by Team,,108,124
4,0:30.0,A. Burks misses free throw 2 of 2,,108,124
4,0:29.0,Offensive rebound by A. Žižić,,108,124
4,0:29.0,A. Žižić makes 2-pt layup at rim,,110,124
4,0:11.0,,L. Brown makes 2-pt layup from 1 ft,110,126
