QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
4,2:27.0,Shooting foul by D. Finney-Smith (drawn by D. Fox),,110,112
4,2:27.0,D. Fox makes free throw 1 of 2,,111,112
4,2:27.0,,R. Broekhoff enters the game for D. Finney-Smith,111,112
4,2:27.0,D. Fox makes free throw 2 of 2,,112,112
4,2:16.0,,L. Dončić misses 2-pt jump shot from 5 ft,112,112
4,2:16.0,,Offensive rebound by Team,112,112
4,2:16.0,Loose ball foul by B. Hield (drawn by D. Powell),,112,112
4,2:16.0,,D. Powell makes free throw 1 of 2,112,113
4,2:16.0,,D. Powell makes free throw 2 of 2,112,114
4,2:06.0,D. Fox makes 2-pt jump shot from 17 ft,,114,114
4,1:50.0,,J. Brunson makes 2-pt layup from 4 ft (assist by L. Dončić),114,116
4,1:37.0,H. Barnes misses 2-pt layup from 5 ft (block by D. Powell),,114,116
4,1:35.0,Offensive rebound by Team,,114,116
4,1:33.0,Shooting foul by J. Brunson (drawn by D. Fox),,114,116
4,1:33.0,D. Fox makes free throw 1 of 2,,115,116
4,1:33.0,D. Fox makes free throw 2 of 2,,116,116
4,1:12.0,,L. Dončić misses 2-pt jump shot from 6 ft,116,116
4,1:10.0,Defensive rebound by D. Fox,,116,116
4,1:07.0,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),,119,116
4,1:07.0,,Dallas full timeout,119,116
4,0:57.0,,Personal foul by B. Hield (drawn by D. Powell),119,116
4,0:57.0,,Offensive rebound by Team,119,116
4,0:57.0,,D. Powell misses free throw 1 of 2,119,116
4,0:57.0,,D. Powell makes free throw 2 of 2,119,117
4,0:36.0,D. Fox misses 2-pt layup from 1 ft,,119,117
4,0:34.0,Offensive rebound by D. Fox,,119,117
4,0:26.0,D. Fox makes 2-pt layup from 4 ft,,121,117
4,0:26.0,,Dallas full timeout,121,117
4,0:21.0,,L. Dončić makes 2-pt layup from 1 ft,121,119
4,0:19.0,Personal take foul by M. Kleber (drawn by D. Fox),,121,119
4,0:19.0,D. Fox makes free throw 1 of 2,,122,119
4,0:19.0,D. Fox makes free throw 2 of 2,,123,119
4,0:10.0,,M. Kleber misses 3-pt jump shot from 22 ft,123,119
4,0:08.0,,Offensive rebound by D. Powell,123,119
4,0:08.0,,Personal foul by D. Fox (drawn by D. Powell),123,119
4,0:08.0,,D. Powell makes free throw 1 of 2,123,120
4,0:08.0,,D. Powell makes free throw 2 of 2,123,121
4,0:04.0,Personal take foul by R. Broekhoff (drawn by B. Hield),,123,121
4,0:04.0,B. Hield makes free throw 1 of 2,,124,121
4,0:04.0,B. Hield makes free throw 2 of 2,,125,121
4,0:00.0,,L. Dončić misses 3-pt jump shot from 31 ft,125,121
4,0:00.0,,Offensive rebound by Team,125,121
