QUARTER,TIME_REMAINING,INDIANA_ACTION,TORONTO_ACTION,INDIANA_SCORE,TORONTO_SCORE
4,4:15.0,C. Joseph misses 2-pt jump shot from 6 ft,,96,112
4,4:10.0,Offensive rebound by T. Young,,96,112
4,4:10.0,T. Young makes 2-pt layup from 1 ft,,98,112
4,4:03.0,,Toronto full timeout,98,112
4,4:03.0,,S. Ibaka enters the game for O. Anunoby,98,112
4,4:03.0,,K. Lowry enters the game for G. Monroe,98,112
4,4:03.0,,P. Siakam enters the game for D. Wright,98,112
4,3:50.0,,Shooting foul by T. Young (drawn by P. Siakam),98,112
4,3:50.0,,P. Siakam makes free throw 1 of 2,98,113
4,3:50.0,,P. Siakam makes free throw 2 of 2,98,114
4,3:37.0,V. Oladipo misses 2-pt jump shot from 15 ft,,98,114
4,3:34.0,,Defensive rebound by P. Siakam,98,114
4,3:20.0,,S. Ibaka misses 2-pt jump shot from 17 ft,98,114
4,3:19.0,Defensive rebound by C. Joseph,,98,114
4,3:12.0,Personal foul by S. Ibaka (drawn by D. Sabonis),,98,114
4,3:06.0,B. Bogdanović misses 2-pt layup from 4 ft (block by S. Ibaka),,98,114
4,3:02.0,,Defensive rebound by P. Siakam,98,114
4,3:00.0,,Turnover by P. Siakam (bad pass),98,114
4,2:51.0,V. Oladipo makes 2-pt jump shot from 16 ft (assist by D. Sabonis),,100,114
4,2:32.0,,F. VanVleet misses 3-pt jump shot from 23 ft,100,114
4,2:30.0,Defensive rebound by D. Sabonis,,100,114
4,2:25.0,Personal foul by N. Powell (drawn by B. Bogdanović),,100,114
4,2:15.0,C. Joseph misses 2-pt jump shot from 11 ft,,100,114
4,2:12.0,Offensive rebound by T. Young,,100,114
4,2:04.0,C. Joseph misses 2-pt jump shot from 10 ft,,100,114
4,2:02.0,,Defensive rebound by Team,100,114
4,1:44.0,,Personal foul by V. Oladipo (drawn by F. VanVleet),100,114
4,1:44.0,,F. VanVleet makes free throw 1 of 2,100,115
4,1:44.0,A. Holiday enters the game for B. Bogdanović,,100,115
4,1:44.0,T. Leaf enters the game for V. Oladipo,,100,115
4,1:44.0,D. McDermott enters the game for D. Sabonis,,100,115
4,1:44.0,K. O'Quinn enters the game for T. Young,,100,115
4,1:44.0,,O. Anunoby enters the game for S. Ibaka,100,115
4,1:44.0,,C. Boucher enters the game for K. Lowry,100,115
4,1:44.0,,D. Wright enters the game for P. Siakam,100,115
4,1:44.0,,F. VanVleet makes free throw 2 of 2,100,116
4,1:34.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by D. McDermott),,103,116
4,1:22.0,,C. Boucher makes 3-pt jump shot from 24 ft (assist by F. VanVleet),103,119
4,1:21.0,Personal take foul by D. Wright (drawn by A. Holiday),,103,119
4,1:21.0,,L. Brown enters the game for F. VanVleet,103,119
4,1:04.0,T. Leaf makes 2-pt hook shot from 4 ft (assist by K. O'Quinn),,105,119
4,0:45.0,,O. Anunoby misses 2-pt layup from 3 ft,105,119
4,0:43.0,Defensive rebound by T. Leaf,,105,119
4,0:37.0,K. O'Quinn misses 2-pt layup from 1 ft,,105,119
4,0:34.0,,Defensive rebound by O. Anunoby,105,119
4,0:15.0,,N. Powell makes 2-pt jump shot from 1 ft (assist by L. Brown),105,121
4,0:04.0,Turnover by D. McDermott (out of bounds lost ball),,105,121
