QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA CLIPPERS_ACTION,SAN ANTONIO_SCORE,LA CLIPPERS_SCORE
4,8:22.0,L. Aldridge misses 2-pt jump shot from 6 ft,,88,96
4,8:20.0,,Defensive rebound by D. Gallinari,88,96
4,8:20.0,,T. Harris enters the game for S. Thornwell,88,96
4,8:03.0,,Personal foul by D. DeRozan (drawn by M. Harrell),88,96
4,8:03.0,R. Gay enters the game for D. Cunningham,,88,96
4,7:56.0,,T. Harris misses 3-pt jump shot from 27 ft,88,96
4,7:52.0,Defensive rebound by D. DeRozan,,88,96
4,7:44.0,P. Mills makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,91,96
4,7:18.0,,P. Beverley misses 3-pt jump shot from 25 ft,91,96
4,7:13.0,Defensive rebound by L. Aldridge,,91,96
4,7:08.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by P. Mills),,94,96
4,7:07.0,,LA Clippers full timeout,94,96
4,7:07.0,,S. Gilgeous-Alexander enters the game for L. Williams,94,96
4,6:44.0,,D. Gallinari misses 2-pt jump shot from 22 ft,94,96
4,6:44.0,Defensive rebound by Team,,94,96
4,6:32.0,P. Mills misses 3-pt jump shot from 23 ft,,94,96
4,6:29.0,,Defensive rebound by M. Harrell,94,96
4,6:21.0,,Personal foul by R. Gay (drawn by D. Gallinari),94,96
4,6:13.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by P. Beverley),94,99
4,5:51.0,R. Gay makes 2-pt layup from 1 ft (assist by D. DeRozan),,96,99
4,5:39.0,,M. Harrell misses 2-pt layup from 3 ft,96,99
4,5:37.0,,Offensive rebound by S. Gilgeous-Alexander,96,99
4,5:37.0,,Personal foul by D. DeRozan (drawn by S. Gilgeous-Alexander),96,99
4,5:31.0,,D. Gallinari misses 3-pt jump shot from 25 ft,96,99
4,5:28.0,Defensive rebound by L. Aldridge,,96,99
4,5:18.0,R. Gay misses 3-pt jump shot from 24 ft,,96,99
4,5:17.0,Offensive rebound by L. Aldridge,,96,99
4,5:08.0,Shooting foul by T. Harris (drawn by L. Aldridge),,96,99
4,5:08.0,L. Aldridge makes free throw 1 of 2,,97,99
4,5:08.0,L. Aldridge makes free throw 2 of 2,,98,99
4,4:49.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 9 ft,98,101
4,4:35.0,D. DeRozan misses 2-pt jump shot from 13 ft,,98,101
4,4:31.0,,Defensive rebound by S. Gilgeous-Alexander,98,101
4,4:19.0,,M. Harrell misses 2-pt hook shot from 5 ft (block by L. Aldridge),98,101
4,4:17.0,Defensive rebound by Team,,98,101
4,4:17.0,,Loose ball foul by M. Harrell (drawn by M. Belinelli),98,101
4,4:17.0,M. Belinelli makes free throw 1 of 2,,99,101
4,4:17.0,B. Forbes enters the game for R. Gay,,99,101
4,4:17.0,,L. Williams enters the game for P. Beverley,99,101
4,4:17.0,M. Belinelli makes free throw 2 of 2,,100,101
4,4:00.0,,L. Williams makes 2-pt jump shot from 14 ft (assist by M. Harrell),100,103
4,3:38.0,D. DeRozan misses 2-pt jump shot from 15 ft,,100,103
4,3:36.0,,Defensive rebound by D. Gallinari,100,103
4,3:29.0,,Turnover by D. Gallinari (bad pass; steal by L. Aldridge),100,103
4,3:25.0,M. Belinelli misses 3-pt jump shot from 27 ft,,100,103
4,3:21.0,Offensive rebound by M. Belinelli,,100,103
4,3:19.0,D. DeRozan makes 2-pt layup from 4 ft (assist by M. Belinelli),,102,103
4,3:18.0,,LA Clippers full timeout,102,103
4,3:00.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 13 ft,102,105
4,2:40.0,L. Aldridge misses 2-pt hook shot from 6 ft,,102,105
4,2:39.0,Offensive rebound by Team,,102,105
4,2:31.0,P. Mills misses 3-pt jump shot from 23 ft,,102,105
4,2:25.0,,Defensive rebound by S. Gilgeous-Alexander,102,105
4,2:14.0,,L. Williams makes 2-pt jump shot from 16 ft,102,107
4,1:54.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,105,107
4,1:35.0,,L. Williams misses 3-pt jump shot from 25 ft,105,107
4,1:32.0,,Offensive rebound by S. Gilgeous-Alexander,105,107
4,1:30.0,,Shooting foul by M. Belinelli (drawn by M. Harrell),105,107
4,1:30.0,,M. Harrell misses free throw 1 of 2,105,107
4,1:30.0,,Offensive rebound by Team,105,107
4,1:30.0,,M. Harrell misses free throw 2 of 2,105,107
4,1:27.0,Defensive rebound by M. Belinelli,,105,107
4,1:13.0,Personal foul by D. Gallinari (drawn by L. Aldridge),,105,107
4,1:13.0,L. Aldridge makes free throw 1 of 2,,106,107
4,1:13.0,L. Aldridge makes free throw 2 of 2,,107,107
4,0:52.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,107,107
4,0:48.0,,Offensive rebound by T. Harris,107,107
4,0:41.0,,L. Williams makes 3-pt jump shot from 28 ft,107,110
4,0:40.0,San Antonio full timeout,,107,110
4,0:40.0,,P. Beverley enters the game for L. Williams,107,110
4,0:36.0,D. DeRozan makes 2-pt layup from 1 ft,,109,110
4,0:36.0,,LA Clippers full timeout,109,110
4,0:36.0,D. Cunningham enters the game for M. Belinelli,,109,110
4,0:36.0,,L. Williams enters the game for P. Beverley,109,110
4,0:27.0,,Shooting foul by D. Cunningham (drawn by D. Gallinari),109,110
4,0:27.0,,D. Gallinari makes free throw 1 of 2,109,111
4,0:27.0,,P. Beverley enters the game for L. Williams,109,111
4,0:27.0,,D. Gallinari makes free throw 2 of 2,109,112
4,0:27.0,San Antonio full timeout,,109,112
4,0:27.0,M. Belinelli enters the game for D. Cunningham,,109,112
4,0:19.0,Turnover by D. DeRozan (lost ball; steal by M. Harrell),,109,112
4,0:15.0,,Personal take foul by M. Belinelli (drawn by D. Gallinari),109,112
4,0:15.0,,D. Gallinari makes free throw 1 of 2,109,113
4,0:15.0,,D. Gallinari makes free throw 2 of 2,109,114
4,0:08.0,D. DeRozan makes 2-pt dunk from 1 ft,,111,114
4,0:08.0,,LA Clippers full timeout,111,114
4,0:08.0,D. Cunningham enters the game for L. Aldridge,,111,114
4,0:08.0,Q. Pondexter enters the game for M. Belinelli,,111,114
4,0:08.0,,L. Williams enters the game for M. Harrell,111,114
4,0:07.0,,Personal foul by P. Mills (drawn by L. Williams),111,114
4,0:07.0,,L. Williams makes free throw 1 of 2,111,115
4,0:07.0,L. Aldridge enters the game for D. Cunningham,,111,115
4,0:07.0,M. Belinelli enters the game for Q. Pondexter,,111,115
4,0:07.0,,M. Harrell enters the game for T. Harris,111,115
4,0:07.0,,L. Williams makes free throw 2 of 2,111,116
4,0:03.0,B. Forbes misses 3-pt jump shot from 26 ft,,111,116
4,0:02.0,Offensive rebound by L. Aldridge,,111,116
