QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,TORONTO_ACTION,GOLDEN STATE_SCORE,TORONTO_SCORE
4,3:21.0,,F. VanVleet makes 2-pt jump shot from 20 ft (assist by K. Leonard),98,110
4,3:09.0,S. Curry misses 2-pt jump shot from 10 ft,,98,110
4,3:07.0,,Defensive rebound by K. Leonard,98,110
4,2:44.0,,D. Green misses 3-pt jump shot from 26 ft,98,110
4,2:40.0,Defensive rebound by K. Looney,,98,110
4,2:35.0,S. Curry makes 2-pt layup at rim (assist by A. Iguodala),,100,110
4,2:35.0,Shooting foul by M. Gasol (drawn by S. Curry),,100,110
4,2:35.0,,K. Lowry enters the game for D. Green,100,110
4,2:35.0,S. Curry makes free throw 1 of 1,,101,110
4,2:18.0,,Personal foul by K. Looney (drawn by K. Leonard),101,110
4,2:18.0,,K. Leonard misses free throw 1 of 2,101,110
4,2:18.0,,Offensive rebound by Team,101,110
4,2:18.0,,K. Leonard makes free throw 2 of 2,101,111
4,1:55.0,A. Iguodala makes 2-pt hook shot from 4 ft (assist by D. Green),,103,111
4,1:31.0,,K. Lowry misses 2-pt jump shot from 21 ft,103,111
4,1:29.0,,Offensive rebound by K. Leonard,103,111
4,1:19.0,,Shooting foul by D. Green (drawn by F. VanVleet),103,111
4,1:19.0,,F. VanVleet makes free throw 1 of 2,103,112
4,1:19.0,A. McKinnie enters the game for A. Iguodala,,103,112
4,1:19.0,,F. VanVleet makes free throw 2 of 2,103,113
4,1:14.0,Shooting foul by M. Gasol (drawn by S. Curry),,103,113
4,1:14.0,,D. Green enters the game for M. Gasol,103,113
4,1:14.0,S. Curry makes free throw 1 of 3,,104,113
4,1:14.0,S. Curry makes free throw 2 of 3,,105,113
4,1:14.0,S. Curry makes free throw 3 of 3,,106,113
4,0:55.0,,P. Siakam misses 2-pt jump shot from 5 ft,106,113
4,0:54.0,,P. Siakam makes 2-pt layup at rim,106,115
4,0:54.0,,Offensive rebound by P. Siakam,106,115
4,0:49.0,Turnover by D. Green (bad pass),,106,115
4,0:30.0,,K. Lowry makes 3-pt jump shot from 28 ft,106,118
4,0:20.0,A. McKinnie makes 3-pt jump shot from 23 ft (assist by S. Curry),,109,118
