QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DENVER_ACTION,MINNESOTA_SCORE,DENVER_SCORE
4,0:36.0,,W. Barton misses 3-pt jump shot from 25 ft,95,93
4,0:32.0,,Offensive rebound by J. Murray,95,93
4,0:31.0,,J. Murray makes 3-pt jump shot from 26 ft,95,96
4,0:31.0,Minnesota full timeout,,95,96
4,0:24.0,Turnover by A. Wiggins (lost ball; steal by N. Jokić),,95,96
4,0:14.0,,Personal take foul by T. Jones (drawn by N. Jokić),95,96
4,0:14.0,,N. Jokić makes free throw 1 of 2,95,97
4,0:14.0,,N. Jokić makes free throw 2 of 2,95,98
4,0:09.0,A. Wiggins misses 3-pt jump shot from 25 ft,,95,98
4,0:05.0,,Defensive rebound by P. Millsap,95,98
4,0:04.0,,Personal take foul by G. Dieng (drawn by P. Millsap),95,98
4,0:04.0,,P. Millsap makes free throw 1 of 2,95,99
4,0:04.0,,P. Millsap misses free throw 2 of 2,95,99
4,0:01.0,,Offensive rebound by W. Barton,95,99
