QUARTER,TIME_REMAINING,TORONTO_ACTION,ORLANDO_ACTION,TORONTO_SCORE,ORLANDO_SCORE
4,0:31.0,Defensive rebound by S. Ibaka,,91,89
4,0:12.0,K. Lowry misses 3-pt jump shot from 27 ft,,91,89
4,0:09.0,,Defensive rebound by N. Vučević,91,89
4,0:08.0,,Orlando full timeout,91,89
4,0:02.0,,E. Fournier makes 2-pt dunk from 3 ft,91,91
4,0:02.0,Toronto full timeout,,91,91
4,0:02.0,F. VanVleet enters the game for P. Siakam,,91,91
4,0:02.0,,J. Grant enters the game for D. Augustin,91,91
4,0:02.0,,W. Iwundu enters the game for T. Ross,91,91
4,0:00.0,D. Green makes 2-pt jump shot from 6 ft (assist by K. Lowry),,93,91
4,0:00.0,,N. Vučević misses 3-pt jump shot from 67 ft,93,91
4,0:00.0,,Offensive rebound by Team,93,91
