QUARTER,TIME_REMAINING,MIAMI_ACTION,NEW YORK_ACTION,MIAMI_SCORE,NEW YORK_SCORE
4,2:56.0,,M. Hezonja misses 3-pt jump shot from 26 ft,92,90
4,2:54.0,Defensive rebound by H. Whiteside,,92,90
4,2:33.0,Turnover by J. Johnson (bad pass; steal by D. Dotson),,92,90
4,2:20.0,,Turnover by D. Dotson (bad pass; steal by J. Richardson),92,90
4,2:16.0,W. Ellington makes 2-pt layup at rim (assist by J. Richardson),,94,90
4,2:14.0,,New York full timeout,94,90
4,2:14.0,D. Wade enters the game for J. Johnson,,94,90
4,2:14.0,,A. Trier enters the game for T. Burke,94,90
4,2:06.0,,Shooting foul by J. Winslow (drawn by T. Hardaway),94,90
4,2:06.0,,T. Hardaway makes free throw 1 of 2,94,91
4,2:06.0,,T. Hardaway makes free throw 2 of 2,94,92
4,1:50.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by D. Wade),,97,92
4,1:31.0,,D. Dotson misses 3-pt jump shot from 26 ft,97,92
4,1:29.0,Defensive rebound by D. Wade,,97,92
4,1:22.0,Personal foul by M. Hezonja (drawn by D. Wade),,97,92
4,1:08.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by D. Wade),,100,92
4,1:08.0,,New York full timeout,100,92
4,0:59.0,,M. Hezonja misses 2-pt layup from 3 ft,100,92
4,0:57.0,,Offensive rebound by M. Robinson,100,92
4,0:56.0,,M. Robinson misses 2-pt layup from 4 ft,100,92
4,0:55.0,,Offensive rebound by M. Robinson,100,92
4,0:55.0,,M. Robinson makes 2-pt layup from 1 ft,100,94
4,0:37.0,D. Wade misses 2-pt jump shot from 17 ft,,100,94
4,0:37.0,Offensive rebound by Team,,100,94
4,0:31.0,Personal take foul by T. Hardaway (drawn by D. Wade),,100,94
4,0:31.0,D. Wade makes free throw 1 of 2,,101,94
4,0:31.0,D. Wade makes free throw 2 of 2,,102,94
4,0:24.0,,A. Trier misses 2-pt layup from 1 ft (block by H. Whiteside),102,94
4,0:22.0,Defensive rebound by J. Richardson,,102,94
4,0:20.0,Personal take foul by T. Hardaway (drawn by J. Richardson),,102,94
4,0:20.0,J. Richardson makes free throw 1 of 2,,103,94
4,0:20.0,J. Johnson enters the game for D. Wade,,103,94
4,0:20.0,J. Richardson makes free throw 2 of 2,,104,94
4,0:12.0,,T. Hardaway misses 2-pt jump shot from 18 ft,104,94
4,0:10.0,,Offensive rebound by T. Hardaway,104,94
4,0:04.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by A. Trier),104,97
4,0:03.0,Personal take foul by M. Hezonja (drawn by W. Ellington),,104,97
4,0:03.0,W. Ellington makes free throw 1 of 2,,105,97
4,0:03.0,W. Ellington makes free throw 2 of 2,,106,97
