QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MIAMI_ACTION,CHARLOTTE_SCORE,MIAMI_SCORE
4,7:18.0,,J. Richardson enters the game for D. Jones,97,93
4,7:18.0,M. Monk makes free throw 2 of 2,,98,93
4,7:06.0,,B. Adebayo makes 2-pt dunk from 2 ft (assist by G. Dragić),98,95
4,6:52.0,Turnover by K. Walker (bad pass),,98,95
4,6:41.0,,Shooting foul by M. Kidd-Gilchrist (drawn by B. Adebayo),98,95
4,6:41.0,,B. Adebayo makes free throw 1 of 2,98,96
4,6:41.0,,B. Adebayo makes free throw 2 of 2,98,97
4,6:28.0,K. Walker misses 3-pt jump shot from 23 ft,,98,97
4,6:27.0,,Defensive rebound by Team,98,97
4,6:12.0,,G. Dragić misses 3-pt jump shot from 25 ft,98,97
4,6:12.0,Defensive rebound by Team,,98,97
4,5:58.0,K. Walker misses 2-pt layup from 1 ft (block by B. Adebayo),,98,97
4,5:54.0,,Defensive rebound by R. McGruder,98,97
4,5:52.0,,Turnover by R. McGruder (lost ball; steal by C. Zeller),98,97
4,5:43.0,M. Monk makes 2-pt jump shot from 21 ft,,100,97
4,5:41.0,,Miami full timeout,100,97
4,5:41.0,M. Williams enters the game for C. Zeller,,100,97
4,5:41.0,,D. Wade enters the game for G. Dragić,100,97
4,5:29.0,,T. Johnson misses 3-pt jump shot from 25 ft,100,97
4,5:26.0,Defensive rebound by N. Batum,,100,97
4,5:12.0,M. Monk makes 3-pt jump shot from 25 ft,,103,97
4,4:57.0,,J. Richardson misses 3-pt jump shot from 25 ft,103,97
4,4:55.0,Defensive rebound by M. Kidd-Gilchrist,,103,97
4,4:54.0,M. Williams misses 2-pt layup from 4 ft (block by D. Wade),,103,97
4,4:53.0,Offensive rebound by Team,,103,97
4,4:53.0,,G. Dragić enters the game for B. Adebayo,103,97
4,4:53.0,,H. Whiteside enters the game for T. Johnson,103,97
4,4:48.0,N. Batum misses 3-pt jump shot from 23 ft,,103,97
4,4:44.0,Offensive rebound by M. Kidd-Gilchrist,,103,97
4,4:34.0,N. Batum misses 3-pt jump shot from 26 ft,,103,97
4,4:29.0,Offensive rebound by Team,,103,97
4,4:29.0,,Loose ball foul by G. Dragić (drawn by K. Walker),103,97
4,4:29.0,K. Walker misses free throw 1 of 2,,103,97
4,4:29.0,Offensive rebound by Team,,103,97
4,4:29.0,K. Walker makes free throw 2 of 2,,104,97
4,4:19.0,,D. Wade makes 3-pt jump shot from 25 ft,104,100
4,4:02.0,K. Walker makes 3-pt jump shot from 23 ft (assist by N. Batum),,107,100
4,3:37.0,,D. Wade makes 3-pt jump shot from 25 ft (assist by R. McGruder),107,103
4,3:15.0,M. Monk misses 3-pt jump shot from 25 ft,,107,103
4,3:13.0,,Defensive rebound by G. Dragić,107,103
4,3:07.0,,H. Whiteside makes 2-pt dunk from 2 ft (assist by D. Wade),107,105
4,2:40.0,K. Walker makes 3-pt jump shot from 25 ft,,110,105
4,2:26.0,,Personal foul by K. Walker (drawn by H. Whiteside),110,105
4,2:26.0,,H. Whiteside makes free throw 1 of 2,110,106
4,2:26.0,,H. Whiteside makes free throw 2 of 2,110,107
4,2:07.0,M. Kidd-Gilchrist misses 2-pt jump shot from 9 ft (block by H. Whiteside),,110,107
4,2:07.0,Offensive rebound by Team,,110,107
4,2:05.0,Shooting foul by D. Wade (drawn by M. Williams),,110,107
4,2:05.0,M. Williams makes free throw 1 of 2,,111,107
4,2:05.0,M. Williams misses free throw 2 of 2,,111,107
4,2:02.0,,Defensive rebound by H. Whiteside,111,107
4,1:42.0,,H. Whiteside misses 2-pt hook shot from 4 ft,111,107
4,1:39.0,Defensive rebound by K. Walker,,111,107
4,1:32.0,M. Williams misses 3-pt jump shot from 25 ft,,111,107
4,1:30.0,,Defensive rebound by J. Richardson,111,107
4,1:24.0,,J. Richardson misses 3-pt jump shot from 25 ft,111,107
4,1:22.0,,Offensive rebound by G. Dragić,111,107
4,1:19.0,,D. Wade misses 3-pt jump shot from 25 ft,111,107
4,1:18.0,Defensive rebound by M. Kidd-Gilchrist,,111,107
4,1:18.0,Loose ball foul by M. Kidd-Gilchrist (drawn by R. McGruder),,111,107
4,1:18.0,Turnover by M. Kidd-Gilchrist (turnover),,111,107
4,1:18.0,,R. McGruder makes free throw 1 of 2,111,108
4,1:18.0,,R. McGruder misses free throw 2 of 2,111,108
4,1:16.0,,Offensive rebound by Team,111,108
4,1:16.0,Loose ball foul by N. Batum (drawn by H. Whiteside),,111,108
4,1:16.0,,H. Whiteside misses free throw 1 of 2,111,108
4,1:16.0,,Offensive rebound by Team,111,108
4,1:16.0,,H. Whiteside misses free throw 2 of 2,111,108
4,1:14.0,Defensive rebound by N. Batum,,111,108
4,0:58.0,K. Walker misses 2-pt jump shot from 16 ft,,111,108
4,0:55.0,,Defensive rebound by H. Whiteside,111,108
4,0:45.0,,R. McGruder makes 2-pt hook shot from 4 ft (assist by J. Richardson),111,110
4,0:45.0,Charlotte full timeout,,111,110
4,0:26.0,Shooting foul by H. Whiteside (drawn by M. Kidd-Gilchrist),,111,110
4,0:26.0,M. Kidd-Gilchrist makes free throw 1 of 2,,112,110
4,0:26.0,M. Kidd-Gilchrist misses free throw 2 of 2,,112,110
4,0:24.0,,Defensive rebound by H. Whiteside,112,110
4,0:24.0,,Miami full timeout,112,110
4,0:13.0,,D. Wade misses 3-pt jump shot from 25 ft,112,110
4,0:12.0,,Offensive rebound by D. Wade,112,110
4,0:12.0,,D. Wade makes 2-pt layup from 1 ft,112,112
4,0:12.0,Charlotte full timeout,,112,112
4,0:00.0,Shooting foul by R. McGruder (drawn by K. Walker),,112,112
4,0:00.0,K. Walker makes free throw 1 of 2,,113,112
4,0:00.0,,B. Adebayo enters the game for G. Dragić,113,112
4,0:00.0,K. Walker misses free throw 2 of 2,,113,112
4,0:00.0,,Defensive rebound by B. Adebayo,113,112
