QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CHICAGO_ACTION,BROOKLYN_SCORE,CHICAGO_SCORE
4,1:56.0,,C. Hutchison makes 2-pt hook shot from 1 ft (assist by W. Selden),111,96
4,1:40.0,S. Napier makes 2-pt layup from 1 ft,,113,96
4,1:31.0,,C. Hutchison makes 2-pt layup from 2 ft (assist by C. Felício),113,98
4,1:12.0,J. Dudley makes 2-pt layup from 2 ft (assist by D. Carroll),,115,98
4,0:58.0,,S. Harrison misses 2-pt jump shot from 13 ft,115,98
4,0:55.0,,Offensive rebound by S. Harrison,115,98
4,0:53.0,,S. Harrison misses 2-pt layup from 1 ft,115,98
4,0:51.0,Defensive rebound by E. Davis,,115,98
4,0:33.0,S. Napier makes 2-pt layup from 3 ft,,117,98
4,0:29.0,,Personal foul by J. Dudley (drawn by S. Harrison),117,98
4,0:29.0,R. Kurucs enters the game for D. Carroll,,117,98
4,0:20.0,,W. Selden misses 3-pt jump shot from 23 ft,117,98
4,0:17.0,,Offensive rebound by C. Felício,117,98
4,0:17.0,,C. Felício makes 2-pt dunk at rim,117,100
