QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DENVER_ACTION,NEW ORLEANS_SCORE,DENVER_SCORE
4,8:15.0,,Personal foul by J. Holiday (drawn by N. Jokić),105,100
4,8:02.0,,I. Thomas misses 3-pt jump shot from 23 ft,105,100
4,7:58.0,,Offensive rebound by N. Jokić,105,100
4,7:56.0,,M. Beasley misses 3-pt jump shot from 24 ft,105,100
4,7:52.0,Defensive rebound by J. Randle,,105,100
4,7:52.0,Personal foul by I. Thomas (drawn by J. Randle),,105,100
4,7:52.0,,P. Millsap enters the game for J. Hernangómez,105,100
4,7:36.0,J. Randle makes 3-pt jump shot from 24 ft,,108,100
4,7:27.0,,M. Morris makes 2-pt layup from 2 ft,108,102
4,7:12.0,D. Miller makes 3-pt jump shot from 23 ft (assist by J. Holiday),,111,102
4,6:57.0,,I. Thomas misses 2-pt jump shot from 7 ft,111,102
4,6:55.0,Defensive rebound by C. Diallo,,111,102
4,6:49.0,J. Holiday misses 3-pt jump shot from 25 ft,,111,102
4,6:46.0,,Defensive rebound by M. Morris,111,102
4,6:43.0,,Personal foul by J. Randle (drawn by N. Jokić),111,102
4,6:43.0,,W. Barton enters the game for M. Beasley,111,102
4,6:43.0,,G. Harris enters the game for M. Morris,111,102
4,6:43.0,,J. Murray enters the game for I. Thomas,111,102
4,6:35.0,,Personal foul by C. Diallo (drawn by N. Jokić),111,102
4,6:35.0,J. Okafor enters the game for C. Diallo,,111,102
4,6:26.0,,W. Barton misses 2-pt jump shot from 18 ft,111,102
4,6:23.0,Defensive rebound by F. Jackson,,111,102
4,6:00.0,F. Jackson misses 2-pt layup from 3 ft,,111,102
4,5:59.0,,Defensive rebound by N. Jokić,111,102
4,5:52.0,,J. Murray misses 2-pt jump shot from 14 ft,111,102
4,5:50.0,,Offensive rebound by N. Jokić,111,102
4,5:48.0,,Turnover by N. Jokić (lost ball; steal by D. Miller),111,102
4,5:45.0,New Orleans full timeout,,111,102
4,5:45.0,K. Williams enters the game for D. Miller,,111,102
4,5:28.0,J. Okafor misses 2-pt jump shot from 5 ft,,111,102
4,5:27.0,,Defensive rebound by W. Barton,111,102
4,5:23.0,,Personal foul by K. Williams (drawn by N. Jokić),111,102
4,5:23.0,,N. Jokić makes free throw 1 of 2,111,103
4,5:23.0,,N. Jokić makes free throw 2 of 2,111,104
4,5:10.0,J. Holiday makes 2-pt jump shot from 12 ft (assist by J. Okafor),,113,104
4,4:50.0,,G. Harris misses 3-pt jump shot from 23 ft,113,104
4,4:48.0,Defensive rebound by F. Jackson,,113,104
4,4:36.0,J. Holiday misses 2-pt jump shot from 16 ft,,113,104
4,4:32.0,,Defensive rebound by N. Jokić,113,104
4,4:22.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by W. Barton),113,107
4,4:06.0,J. Randle misses 3-pt jump shot from 26 ft,,113,107
4,4:03.0,Offensive rebound by K. Williams,,113,107
4,4:02.0,Shooting foul by W. Barton (drawn by J. Randle),,113,107
4,4:02.0,J. Randle makes free throw 1 of 2,,114,107
4,4:02.0,E. Payton enters the game for F. Jackson,,114,107
4,4:02.0,J. Randle makes free throw 2 of 2,,115,107
4,3:53.0,,N. Jokić misses 3-pt jump shot from 25 ft,115,107
4,3:51.0,Defensive rebound by E. Payton,,115,107
4,3:38.0,K. Williams misses 3-pt jump shot from 24 ft,,115,107
4,3:34.0,,Defensive rebound by N. Jokić,115,107
4,3:19.0,,G. Harris misses 2-pt layup from 5 ft,115,107
4,3:18.0,Defensive rebound by E. Payton,,115,107
4,3:14.0,New Orleans full timeout,,115,107
4,3:14.0,D. Miller enters the game for J. Okafor,,115,107
4,2:55.0,J. Holiday misses 2-pt layup from 4 ft,,115,107
4,2:53.0,Offensive rebound by E. Payton,,115,107
4,2:40.0,J. Holiday misses 2-pt jump shot from 22 ft,,115,107
4,2:36.0,,Defensive rebound by P. Millsap,115,107
4,2:29.0,,N. Jokić makes 2-pt layup from 1 ft (assist by W. Barton),115,109
4,2:05.0,E. Payton makes 2-pt jump shot from 10 ft,,117,109
4,1:49.0,,G. Harris misses 3-pt jump shot from 22 ft,117,109
4,1:48.0,,Offensive rebound by Team,117,109
4,1:46.0,,Shooting foul by D. Miller (drawn by P. Millsap),117,109
4,1:46.0,,P. Millsap misses free throw 1 of 3,117,109
4,1:46.0,,Offensive rebound by Team,117,109
4,1:46.0,,P. Millsap misses free throw 2 of 3,117,109
4,1:46.0,,Offensive rebound by Team,117,109
4,1:46.0,,P. Millsap misses free throw 3 of 3,117,109
4,1:45.0,Defensive rebound by J. Randle,,117,109
4,1:34.0,J. Holiday misses 2-pt layup from 2 ft,,117,109
4,1:32.0,Offensive rebound by J. Randle,,117,109
4,1:31.0,J. Randle misses 2-pt layup from 3 ft (block by G. Harris),,117,109
4,1:29.0,,Defensive rebound by W. Barton,117,109
4,1:21.0,,Personal foul by D. Miller (drawn by J. Murray),117,109
4,1:21.0,,J. Murray makes free throw 1 of 2,117,110
4,1:21.0,,J. Murray makes free throw 2 of 2,117,111
4,1:02.0,E. Payton misses 3-pt jump shot from 25 ft,,117,111
4,0:59.0,,Defensive rebound by P. Millsap,117,111
4,0:54.0,,W. Barton misses 3-pt jump shot from 25 ft,117,111
4,0:52.0,,Offensive rebound by N. Jokić,117,111
4,0:52.0,,Shooting foul by J. Holiday (drawn by N. Jokić),117,111
4,0:52.0,,N. Jokić misses free throw 1 of 2,117,111
4,0:52.0,,Offensive rebound by Team,117,111
4,0:52.0,,N. Jokić makes free throw 2 of 2,117,112
4,0:35.0,J. Randle misses 2-pt jump shot from 17 ft,,117,112
4,0:31.0,,Defensive rebound by W. Barton,117,112
4,0:27.0,,Turnover by G. Harris (lost ball; steal by J. Holiday),117,112
4,0:20.0,J. Holiday makes 2-pt layup from 2 ft,,119,112
4,0:20.0,Shooting foul by J. Murray (drawn by J. Holiday),,119,112
4,0:20.0,J. Holiday makes free throw 1 of 1,,120,112
4,0:20.0,,Denver full timeout,120,112
4,0:18.0,,J. Murray misses 3-pt jump shot from 26 ft,120,112
4,0:15.0,Defensive rebound by D. Miller,,120,112
