QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW YORK_ACTION,OKLAHOMA CITY_SCORE,NEW YORK_SCORE
4,5:27.0,,F. Ntilikina misses 3-pt jump shot from 24 ft,116,97
4,5:25.0,Defensive rebound by A. Nader,,116,97
4,5:20.0,A. Nader makes 3-pt jump shot from 26 ft (assist by D. Schröder),,119,97
4,5:07.0,,K. Knox makes 2-pt layup from 3 ft,119,99
4,5:07.0,,Shooting foul by H. Diallo (drawn by K. Knox),119,99
4,5:07.0,N. Noel enters the game for J. Grant,,119,99
4,5:07.0,,K. Knox misses free throw 1 of 1,119,99
4,5:05.0,Defensive rebound by N. Noel,,119,99
4,4:49.0,Turnover by N. Noel (bad pass; steal by F. Ntilikina),,119,99
4,4:45.0,,A. Trier makes 2-pt layup from 1 ft (assist by F. Ntilikina),119,101
4,4:36.0,D. Schröder misses 2-pt jump shot from 9 ft,,119,101
4,4:34.0,Offensive rebound by N. Noel,,119,101
4,4:34.0,N. Noel misses 2-pt layup from 1 ft,,119,101
4,4:32.0,Offensive rebound by S. Adams,,119,101
4,4:30.0,S. Adams misses 2-pt layup from 2 ft,,119,101
4,4:28.0,,Defensive rebound by F. Ntilikina,119,101
4,4:24.0,,Personal foul by H. Diallo (drawn by N. Vonleh),119,101
4,4:24.0,,N. Vonleh misses free throw 1 of 2,119,101
4,4:24.0,,Offensive rebound by Team,119,101
4,4:24.0,,N. Vonleh makes free throw 2 of 2,119,102
4,4:13.0,D. Schröder misses 2-pt jump shot from 19 ft,,119,102
4,4:11.0,,Defensive rebound by N. Vonleh,119,102
4,4:04.0,,K. Knox makes 3-pt jump shot from 23 ft (assist by A. Trier),119,105
4,3:48.0,A. Nader makes 2-pt layup from 2 ft (assist by S. Adams),,121,105
4,3:48.0,Shooting foul by F. Ntilikina (drawn by A. Nader),,121,105
4,3:48.0,T. Ferguson enters the game for S. Adams,,121,105
4,3:48.0,A. Nader makes free throw 1 of 1,,122,105
4,3:34.0,,N. Vonleh makes 2-pt hook shot from 3 ft (assist by F. Ntilikina),122,107
4,3:21.0,D. Schröder misses 2-pt jump shot from 11 ft,,122,107
4,3:19.0,,Defensive rebound by N. Vonleh,122,107
4,3:02.0,,D. Dotson misses 2-pt jump shot from 18 ft,122,107
4,3:00.0,Defensive rebound by A. Nader,,122,107
4,2:40.0,A. Nader makes 2-pt jump shot from 23 ft,,124,107
4,2:25.0,,Turnover by A. Trier (bad pass; steal by D. Schröder),124,107
4,2:19.0,Turnover by H. Diallo (bad pass; steal by N. Vonleh),,124,107
4,2:14.0,,Turnover by N. Vonleh (lost ball; steal by A. Nader),124,107
4,2:07.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by A. Nader),,127,107
4,2:06.0,,New York full timeout,127,107
4,2:06.0,T. Luwawu-Cabarrot enters the game for D. Schröder,,127,107
4,1:46.0,,F. Ntilikina misses 2-pt jump shot from 9 ft,127,107
4,1:44.0,Defensive rebound by A. Nader,,127,107
4,1:40.0,Offensive foul by A. Nader (drawn by F. Ntilikina),,127,107
4,1:40.0,Turnover by A. Nader (offensive foul),,127,107
4,1:28.0,,K. Knox misses 2-pt jump shot from 22 ft,127,107
4,1:26.0,,Offensive rebound by A. Trier,127,107
4,1:20.0,,Shooting foul by N. Noel (drawn by A. Trier),127,107
4,1:20.0,,A. Trier makes free throw 1 of 2,127,108
4,1:20.0,,A. Trier makes free throw 2 of 2,127,109
4,1:06.0,T. Ferguson misses 3-pt jump shot from 27 ft,,127,109
4,1:04.0,,Defensive rebound by D. Dotson,127,109
4,0:47.0,,Turnover by F. Ntilikina (bad pass; steal by A. Nader),127,109
4,0:31.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 15 ft,,127,109
4,0:29.0,,Defensive rebound by A. Trier,127,109
4,0:22.0,,A. Trier misses 2-pt layup at rim,127,109
4,0:20.0,Defensive rebound by T. Luwawu-Cabarrot,,127,109
