QUARTER,TIME_REMAINING,ORLANDO_ACTION,WASHINGTON_ACTION,ORLANDO_SCORE,WASHINGTON_SCORE
4,1:35.0,Offensive rebound by A. Gordon,,107,114
4,1:35.0,A. Gordon makes 2-pt dunk at rim,,109,114
4,1:17.0,,Offensive foul by J. Green (drawn by D. Augustin),109,114
4,1:17.0,,Turnover by J. Green (offensive foul),109,114
4,1:08.0,Turnover by T. Ross (bad pass),,109,114
4,1:08.0,,Washington full timeout,109,114
4,0:52.0,,Personal foul by E. Fournier (drawn by M. Morris),109,114
4,0:52.0,,M. Morris makes free throw 1 of 2,109,115
4,0:52.0,,M. Morris makes free throw 2 of 2,109,116
4,0:38.0,E. Fournier misses 3-pt jump shot from 27 ft,,109,116
4,0:32.0,,Defensive rebound by J. Green,109,116
4,0:32.0,,Personal foul by T. Ross (drawn by J. Wall),109,116
4,0:32.0,,J. Wall misses free throw 1 of 2,109,116
4,0:32.0,,Offensive rebound by Team,109,116
4,0:32.0,,J. Wall makes free throw 2 of 2,109,117
4,0:32.0,Orlando full timeout,,109,117
4,0:30.0,Turnover by A. Gordon (bad pass; steal by J. Wall),,109,117
4,0:07.0,,Turnover by Team (shot clock),109,117
