QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MEMPHIS_ACTION,LA CLIPPERS_SCORE,MEMPHIS_SCORE
4,9:43.0,,I. Rabb misses 2-pt jump shot from 18 ft,87,86
4,9:40.0,Defensive rebound by M. Harrell,,87,86
4,9:30.0,L. Williams makes 3-pt jump shot from 25 ft,,90,86
4,9:18.0,,I. Rabb makes 2-pt jump shot from 10 ft (assist by M. Conley),90,88
4,8:56.0,L. Shamet misses 2-pt layup at rim,,90,88
4,8:52.0,,Defensive rebound by C. Miles,90,88
4,8:52.0,D. Gallinari enters the game for J. Green,,90,88
4,8:52.0,I. Zubac enters the game for M. Harrell,,90,88
4,8:35.0,,M. Conley misses 2-pt jump shot from 16 ft,90,88
4,8:33.0,Defensive rebound by Team,,90,88
4,8:20.0,P. Beverley makes 2-pt layup from 1 ft (assist by L. Williams),,92,88
4,7:51.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by D. Wright),92,91
4,7:39.0,Personal foul by I. Rabb (drawn by L. Williams),,92,91
4,7:39.0,,A. Bradley enters the game for M. Conley,92,91
4,7:39.0,,J. Noah enters the game for J. Holiday,92,91
4,7:39.0,,C. Parsons enters the game for I. Rabb,92,91
4,7:32.0,Shooting foul by C. Parsons (drawn by I. Zubac),,92,91
4,7:32.0,I. Zubac misses free throw 1 of 2,,92,91
4,7:32.0,Offensive rebound by Team,,92,91
4,7:32.0,I. Zubac makes free throw 2 of 2,,93,91
4,7:13.0,,C. Parsons misses 3-pt jump shot from 27 ft,93,91
4,7:09.0,Defensive rebound by P. Beverley,,93,91
4,6:54.0,D. Gallinari makes 2-pt jump shot from 13 ft,,95,91
4,6:35.0,,D. Wright makes 2-pt layup from 2 ft,95,93
4,6:06.0,L. Williams misses 3-pt jump shot from 28 ft,,95,93
4,6:03.0,Offensive rebound by I. Zubac,,95,93
4,6:00.0,Shooting foul by J. Noah (drawn by D. Gallinari),,95,93
4,6:00.0,,Memphis full timeout,95,93
4,6:00.0,,B. Caboclo enters the game for C. Miles,95,93
4,6:00.0,D. Gallinari makes free throw 1 of 2,,96,93
4,6:00.0,D. Gallinari makes free throw 2 of 2,,97,93
4,5:46.0,,C. Parsons misses 2-pt layup from 2 ft,97,93
4,5:43.0,Defensive rebound by D. Gallinari,,97,93
4,5:26.0,L. Shamet misses 3-pt jump shot from 27 ft (block by J. Noah),,97,93
4,5:22.0,,Defensive rebound by B. Caboclo,97,93
4,5:20.0,,D. Wright misses 3-pt jump shot from 24 ft,97,93
4,5:17.0,Defensive rebound by I. Zubac,,97,93
4,4:59.0,D. Gallinari makes 2-pt jump shot from 18 ft (assist by L. Williams),,99,93
4,4:37.0,,B. Caboclo makes 3-pt jump shot from 23 ft (assist by J. Noah),99,96
4,4:20.0,L. Shamet misses 3-pt jump shot from 25 ft,,99,96
4,4:18.0,,Defensive rebound by J. Noah,99,96
4,4:11.0,,A. Bradley misses 2-pt layup from 2 ft (block by P. Beverley),99,96
4,4:11.0,,Offensive rebound by Team,99,96
4,4:11.0,M. Harrell enters the game for I. Zubac,,99,96
4,4:11.0,,M. Conley enters the game for C. Parsons,99,96
4,3:58.0,,Turnover by A. Bradley (bad pass; steal by D. Gallinari),99,96
4,3:57.0,Personal foul by A. Bradley (drawn by D. Gallinari),,99,96
4,3:57.0,,Memphis full timeout,99,96
4,3:57.0,S. Thornwell enters the game for L. Williams,,99,96
4,3:57.0,,J. Holiday enters the game for A. Bradley,99,96
4,3:57.0,D. Gallinari makes free throw 1 of 2,,100,96
4,3:57.0,D. Gallinari makes free throw 2 of 2,,101,96
4,3:44.0,,Personal foul by P. Beverley (drawn by M. Conley),101,96
4,3:38.0,,M. Conley makes 2-pt jump shot from 12 ft (assist by B. Caboclo),101,98
4,3:37.0,LA Clippers full timeout,,101,98
4,3:37.0,L. Williams enters the game for S. Thornwell,,101,98
4,3:13.0,M. Harrell misses 3-pt jump shot from 23 ft,,101,98
4,3:13.0,Offensive rebound by Team,,101,98
4,3:13.0,Turnover by Team (shot clock),,101,98
4,3:06.0,,Offensive foul by J. Noah (drawn by P. Beverley),101,98
4,3:06.0,,Turnover by J. Noah (offensive foul),101,98
4,3:06.0,LA Clippers full timeout,,101,98
4,2:53.0,L. Williams misses 2-pt jump shot from 17 ft,,101,98
4,2:51.0,,Defensive rebound by B. Caboclo,101,98
4,2:38.0,,M. Conley misses 3-pt jump shot from 26 ft,101,98
4,2:35.0,Defensive rebound by Team,,101,98
4,2:35.0,,Loose ball foul by B. Caboclo (drawn by D. Gallinari),101,98
4,2:35.0,D. Gallinari makes free throw 1 of 2,,102,98
4,2:35.0,,A. Bradley enters the game for B. Caboclo,102,98
4,2:35.0,D. Gallinari makes free throw 2 of 2,,103,98
4,2:24.0,,J. Holiday misses 2-pt jump shot from 18 ft,103,98
4,2:21.0,Defensive rebound by P. Beverley,,103,98
4,2:08.0,L. Shamet misses 3-pt jump shot from 27 ft,,103,98
4,2:05.0,,Defensive rebound by J. Noah,103,98
4,1:49.0,,J. Holiday misses 3-pt jump shot from 26 ft,103,98
4,1:46.0,Defensive rebound by P. Beverley,,103,98
4,1:24.0,D. Gallinari misses 3-pt jump shot from 26 ft,,103,98
4,1:21.0,Offensive rebound by P. Beverley,,103,98
4,1:11.0,M. Harrell makes 2-pt layup from 4 ft (assist by L. Williams),,105,98
4,1:11.0,Shooting foul by D. Wright (drawn by M. Harrell),,105,98
4,1:11.0,M. Harrell makes free throw 1 of 1,,106,98
4,1:11.0,,Memphis full timeout,106,98
4,1:06.0,,Shooting foul by P. Beverley (drawn by M. Conley),106,98
4,1:06.0,,M. Conley makes free throw 1 of 2,106,99
4,1:06.0,,M. Conley makes free throw 2 of 2,106,100
4,0:52.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,108,100
4,0:39.0,,J. Noah makes 2-pt dunk from 1 ft (assist by M. Conley),108,102
4,0:30.0,Turnover by D. Gallinari (lost ball; steal by D. Wright),,108,102
4,0:24.0,,Shooting foul by P. Beverley (drawn by J. Noah),108,102
4,0:24.0,,J. Noah makes free throw 1 of 2,108,103
4,0:24.0,J. Green enters the game for L. Williams,,108,103
4,0:24.0,,J. Noah makes free throw 2 of 2,108,104
4,0:24.0,LA Clippers full timeout,,108,104
4,0:24.0,L. Williams enters the game for M. Harrell,,108,104
4,0:18.0,Turnover by L. Williams (lost ball; steal by A. Bradley),,108,104
4,0:13.0,,Turnover by M. Conley (bad pass; steal by L. Shamet),108,104
4,0:13.0,Personal take foul by D. Wright (drawn by D. Gallinari),,108,104
4,0:13.0,D. Gallinari makes free throw 1 of 2,,109,104
4,0:13.0,S. Thornwell enters the game for L. Williams,,109,104
4,0:13.0,D. Gallinari makes free throw 2 of 2,,110,104
4,0:13.0,,Memphis full timeout,110,104
4,0:12.0,,M. Conley misses 3-pt jump shot from 29 ft,110,104
4,0:10.0,,Offensive rebound by J. Noah,110,104
4,0:09.0,,Personal foul by P. Beverley (drawn by J. Noah),110,104
4,0:09.0,L. Williams enters the game for P. Beverley,,110,104
4,0:09.0,,J. Noah makes free throw 1 of 2,110,105
4,0:09.0,,J. Noah makes free throw 2 of 2,110,106
4,0:08.0,Personal take foul by D. Wright (drawn by L. Williams),,110,106
4,0:08.0,L. Williams makes free throw 1 of 2,,111,106
4,0:08.0,L. Williams makes free throw 2 of 2,,112,106
4,0:03.0,,M. Conley misses 3-pt jump shot from 26 ft,112,106
4,0:03.0,Defensive rebound by J. Green,,112,106
