QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MILWAUKEE_ACTION,CHARLOTTE_SCORE,MILWAUKEE_SCORE
4,8:30.0,,Defensive rebound by G. Antetokounmpo,92,82
4,8:26.0,,Shooting foul by M. Kidd-Gilchrist (drawn by G. Antetokounmpo),92,82
4,8:26.0,,G. Antetokounmpo makes free throw 1 of 2,92,83
4,8:26.0,K. Walker enters the game for J. Lamb,,92,83
4,8:26.0,,G. Antetokounmpo makes free throw 2 of 2,92,84
4,8:13.0,K. Walker misses 3-pt jump shot from 27 ft,,92,84
4,8:10.0,,Defensive rebound by G. Antetokounmpo,92,84
4,8:02.0,,M. Brogdon makes 3-pt jump shot from 23 ft (assist by K. Middleton),92,87
4,8:02.0,M. Williams enters the game for M. Bridges,,92,87
4,7:36.0,N. Batum misses 3-pt jump shot from 26 ft,,92,87
4,7:36.0,,Defensive rebound by Team,92,87
4,7:26.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Brogdon),92,89
4,7:01.0,K. Walker misses 2-pt jump shot from 12 ft,,92,89
4,6:58.0,,Defensive rebound by M. Brogdon,92,89
4,6:49.0,,M. Brogdon makes 2-pt layup from 2 ft,92,91
4,6:49.0,Charlotte full timeout,,92,91
4,6:49.0,B. Biyombo enters the game for D. Graham,,92,91
4,6:49.0,J. Lamb enters the game for M. Kidd-Gilchrist,,92,91
4,6:32.0,M. Williams makes 2-pt jump shot from 11 ft (assist by K. Walker),,94,91
4,6:16.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,94,91
4,6:12.0,,Offensive rebound by G. Antetokounmpo,94,91
4,6:08.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,94,93
4,5:40.0,J. Lamb misses 2-pt jump shot from 10 ft,,94,93
4,5:37.0,,Defensive rebound by M. Brogdon,94,93
4,5:34.0,,M. Brogdon makes 2-pt layup from 1 ft,94,95
4,5:15.0,K. Walker misses 2-pt layup from 4 ft,,94,95
4,5:09.0,Offensive rebound by K. Walker,,94,95
4,5:09.0,K. Walker makes 2-pt layup at rim,,96,95
4,4:58.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,96,97
4,4:30.0,J. Lamb misses 2-pt jump shot from 15 ft,,96,97
4,4:27.0,,Defensive rebound by P. Connaughton,96,97
4,4:24.0,,E. Bledsoe makes 2-pt layup from 1 ft,96,99
4,3:59.0,K. Walker misses 2-pt layup from 5 ft,,96,99
4,3:57.0,,Defensive rebound by G. Antetokounmpo,96,99
4,3:53.0,,M. Brogdon misses 2-pt layup from 2 ft,96,99
4,3:53.0,Defensive rebound by M. Williams,,96,99
4,3:43.0,J. Lamb misses 2-pt layup from 2 ft,,96,99
4,3:40.0,,Defensive rebound by P. Connaughton,96,99
4,3:37.0,,Milwaukee full timeout,96,99
4,3:37.0,M. Kidd-Gilchrist enters the game for B. Biyombo,,96,99
4,3:21.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,96,99
4,3:20.0,,Offensive rebound by Team,96,99
4,3:20.0,,Turnover by Team (shot clock),96,99
4,3:10.0,K. Walker misses 3-pt jump shot from 26 ft,,96,99
4,3:05.0,,Defensive rebound by G. Antetokounmpo,96,99
4,2:50.0,,P. Connaughton misses 3-pt jump shot from 26 ft,96,99
4,2:46.0,Defensive rebound by K. Walker,,96,99
4,2:43.0,K. Walker misses 2-pt layup from 4 ft (block by E. Bledsoe),,96,99
4,2:43.0,Offensive rebound by Team,,96,99
4,2:39.0,N. Batum misses 3-pt jump shot from 24 ft,,96,99
4,2:36.0,,Defensive rebound by K. Middleton,96,99
4,2:25.0,,K. Middleton makes 3-pt jump shot from 27 ft,96,102
4,2:10.0,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by G. Antetokounmpo),,96,102
4,2:06.0,,Defensive rebound by E. Bledsoe,96,102
4,2:06.0,,Turnover by E. Bledsoe (out of bounds lost ball),96,102
4,2:06.0,,Milwaukee full timeout,96,102
4,2:06.0,D. Graham enters the game for K. Walker,,96,102
4,1:59.0,N. Batum makes 2-pt jump shot from 12 ft (assist by D. Graham),,98,102
4,1:50.0,,E. Bledsoe misses 2-pt jump shot from 11 ft,98,102
4,1:47.0,Defensive rebound by M. Williams,,98,102
4,1:31.0,M. Williams misses 3-pt jump shot from 22 ft,,98,102
4,1:28.0,,Defensive rebound by K. Middleton,98,102
4,1:16.0,,Personal foul by M. Kidd-Gilchrist (drawn by G. Antetokounmpo),98,102
4,1:02.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by P. Connaughton),98,104
4,0:46.0,N. Batum misses 3-pt jump shot from 27 ft,,98,104
4,0:43.0,,Defensive rebound by M. Brogdon,98,104
4,0:33.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),98,106
4,0:33.0,Charlotte full timeout,,98,106
4,0:31.0,J. Lamb misses 3-pt jump shot from 28 ft,,98,106
4,0:28.0,Offensive rebound by M. Williams,,98,106
4,0:25.0,Shooting foul by G. Antetokounmpo (drawn by D. Graham),,98,106
4,0:25.0,D. Graham misses free throw 1 of 3,,98,106
4,0:25.0,Offensive rebound by Team,,98,106
4,0:25.0,D. Graham makes free throw 2 of 3,,99,106
4,0:25.0,M. Bridges enters the game for J. Lamb,,99,106
4,0:25.0,,B. Lopez enters the game for P. Connaughton,99,106
4,0:25.0,D. Graham misses free throw 3 of 3,,99,106
4,0:23.0,,Defensive rebound by G. Antetokounmpo,99,106
4,0:12.0,,Personal foul by D. Graham (drawn by M. Brogdon),99,106
4,0:12.0,,M. Brogdon makes free throw 1 of 2,99,107
4,0:12.0,J. Lamb enters the game for M. Bridges,,99,107
4,0:12.0,,S. Brown enters the game for G. Antetokounmpo,99,107
4,0:12.0,,T. Snell enters the game for E. Bledsoe,99,107
4,0:12.0,,D. Wilson enters the game for K. Middleton,99,107
4,0:12.0,,M. Brogdon makes free throw 2 of 2,99,108
4,0:07.0,D. Graham misses 3-pt jump shot from 30 ft,,99,108
4,0:02.0,,Defensive rebound by D. Wilson,99,108
