QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,HOUSTON_ACTION,SAN ANTONIO_SCORE,HOUSTON_SCORE
4,4:13.0,Offensive foul by D. DeRozan (drawn by J. Harden),,100,94
4,4:13.0,Turnover by D. DeRozan (offensive foul),,100,94
4,4:13.0,,Houston full timeout,100,94
4,4:13.0,,C. Paul enters the game for D. House,100,94
4,3:58.0,,J. Harden makes 3-pt jump shot from 26 ft,100,97
4,3:39.0,D. DeRozan misses 2-pt jump shot from 15 ft,,100,97
4,3:38.0,,Defensive rebound by P. Tucker,100,97
4,3:29.0,Violation by Team (kicked ball),,100,97
4,3:29.0,,C. Capela enters the game for N. Hilário,100,97
4,3:15.0,,J. Harden makes 3-pt jump shot from 32 ft,100,100
4,2:56.0,D. DeRozan misses 2-pt jump shot from 16 ft (block by P. Tucker),,100,100
4,2:55.0,,Defensive rebound by J. Harden,100,100
4,2:50.0,,J. Harden makes 3-pt jump shot from 30 ft,100,103
4,2:24.0,D. DeRozan makes 2-pt layup from 2 ft (assist by B. Forbes),,102,103
4,2:10.0,,J. Harden misses 2-pt jump shot from 7 ft,102,103
4,2:09.0,,Offensive rebound by J. Harden,102,103
4,1:55.0,,J. Harden makes 2-pt jump shot from 9 ft,102,105
4,1:47.0,D. DeRozan misses 2-pt layup from 8 ft (block by P. Tucker),,102,105
4,1:46.0,,Defensive rebound by P. Tucker,102,105
4,1:42.0,,E. Gordon misses 3-pt jump shot from 29 ft,102,105
4,1:41.0,,Offensive rebound by J. Harden,102,105
4,1:25.0,,J. Harden makes 2-pt jump shot from 5 ft,102,107
4,1:25.0,San Antonio full timeout,,102,107
4,1:25.0,D. Bertāns enters the game for R. Gay,,102,107
4,1:16.0,D. Bertāns misses 3-pt jump shot from 30 ft,,102,107
4,1:15.0,,Defensive rebound by P. Tucker,102,107
4,1:05.0,,Turnover by P. Tucker (bad pass),102,107
4,0:56.0,D. DeRozan misses 2-pt jump shot from 4 ft (block by C. Capela),,102,107
4,0:55.0,,Defensive rebound by C. Paul,102,107
4,0:50.0,,Personal take foul by D. Bertāns (drawn by C. Paul),102,107
4,0:50.0,,C. Paul makes free throw 1 of 2,102,108
4,0:50.0,,C. Paul makes free throw 2 of 2,102,109
4,0:40.0,Personal foul by J. Harden (drawn by D. Bertāns),,102,109
4,0:34.0,B. Forbes makes 3-pt jump shot from 30 ft (assist by D. White),,105,109
4,0:20.0,,Personal foul by D. DeRozan (drawn by C. Paul),105,109
4,0:20.0,,C. Paul makes free throw 1 of 2,105,110
4,0:20.0,,C. Paul makes free throw 2 of 2,105,111
4,0:10.0,D. Bertāns misses 3-pt jump shot from 32 ft,,105,111
4,0:08.0,,Defensive rebound by C. Capela,105,111
