QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BOSTON_ACTION,PHILADELPHIA_SCORE,BOSTON_SCORE
4,4:58.0,J. Redick misses 3-pt jump shot from 27 ft,,101,101
4,4:55.0,,Defensive rebound by J. Tatum,101,101
4,4:53.0,,Shooting foul by W. Chandler (drawn by J. Tatum),101,101
4,4:53.0,,J. Tatum misses free throw 1 of 2,101,101
4,4:53.0,,Offensive rebound by Team,101,101
4,4:53.0,,J. Tatum makes free throw 2 of 2,101,102
4,4:40.0,Turnover by J. Embiid (bad pass; steal by A. Horford),,101,102
4,4:37.0,,J. Tatum misses 2-pt layup from 3 ft (block by J. Embiid),101,102
4,4:35.0,Defensive rebound by B. Simmons,,101,102
4,4:31.0,B. Simmons misses 2-pt layup from 4 ft,,101,102
4,4:31.0,,Defensive rebound by Team,101,102
4,4:17.0,,K. Irving misses 2-pt hook shot from 3 ft,101,102
4,4:14.0,Defensive rebound by J. Embiid,,101,102
4,4:05.0,J. Embiid makes 2-pt dunk from 1 ft,,103,102
4,3:52.0,,K. Irving misses 3-pt jump shot from 27 ft,103,102
4,3:50.0,Defensive rebound by J. Embiid,,103,102
4,3:42.0,Philadelphia full timeout,,103,102
4,3:42.0,,M. Smart enters the game for T. Rozier,103,102
4,3:35.0,Turnover by J. Embiid (offensive foul),,103,102
4,3:35.0,Offensive foul by J. Embiid (drawn by A. Horford),,103,102
4,3:11.0,,Turnover by M. Smart (lost ball; steal by J. Redick),103,102
4,3:06.0,J. Redick misses 3-pt jump shot from 23 ft,,103,102
4,3:03.0,,Defensive rebound by A. Horford,103,102
4,2:55.0,,Turnover by A. Horford (offensive foul),103,102
4,2:55.0,,Offensive foul by A. Horford (drawn by J. Butler),103,102
4,2:35.0,J. Embiid misses 2-pt hook shot from 5 ft,,103,102
4,2:34.0,,Defensive rebound by J. Tatum,103,102
4,2:21.0,,Turnover by J. Tatum (bad pass; steal by J. Butler),103,102
4,1:58.0,J. Butler misses 2-pt jump shot from 17 ft,,103,102
4,1:55.0,,Defensive rebound by A. Horford,103,102
4,1:51.0,,Shooting foul by J. Redick (drawn by M. Morris),103,102
4,1:51.0,,M. Morris makes free throw 1 of 2,103,103
4,1:51.0,,M. Morris makes free throw 2 of 2,103,104
4,1:39.0,Personal foul by K. Irving (drawn by W. Chandler),,103,104
4,1:39.0,W. Chandler makes free throw 1 of 2,,104,104
4,1:39.0,W. Chandler makes free throw 2 of 2,,105,104
4,1:29.0,,K. Irving makes 2-pt layup from 2 ft,105,106
4,1:05.0,J. Embiid misses 3-pt jump shot from 25 ft,,105,106
4,1:02.0,Offensive rebound by W. Chandler,,105,106
4,1:01.0,W. Chandler misses 2-pt layup from 3 ft (block by J. Tatum),,105,106
4,1:00.0,,Defensive rebound by M. Smart,105,106
4,0:43.0,,K. Irving misses 2-pt layup from 3 ft,105,106
4,0:43.0,Defensive rebound by B. Simmons,,105,106
4,0:37.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by J. Butler),,108,106
4,0:36.0,,Boston full timeout,108,106
4,0:36.0,,G. Hayward enters the game for M. Smart,108,106
4,0:20.0,,K. Irving makes 2-pt jump shot from 13 ft,108,108
4,0:00.0,J. Redick misses 2-pt jump shot from 18 ft,,108,108
4,0:00.0,,Defensive rebound by A. Horford,108,108
1OT,4:53.0,Shooting foul by M. Smart (drawn by J. Embiid),,108,108
1OT,4:53.0,J. Embiid makes free throw 1 of 2,,109,108
1OT,4:53.0,J. Embiid makes free throw 2 of 2,,110,108
1OT,4:43.0,,Turnover by M. Morris (step out of bounds),110,108
1OT,4:21.0,J. Redick misses 3-pt jump shot from 27 ft,,110,108
1OT,4:20.0,Offensive rebound by Team,,110,108
1OT,4:20.0,,Loose ball foul by M. Morris (drawn by J. Embiid),110,108
1OT,4:06.0,Turnover by J. Butler (bad pass),,110,108
1OT,3:54.0,,K. Irving misses 2-pt jump shot from 9 ft,110,108
1OT,3:52.0,Defensive rebound by B. Simmons,,110,108
1OT,3:35.0,J. Butler makes 2-pt jump shot from 13 ft,,112,108
1OT,3:33.0,,Technical foul by M. Smart,112,108
1OT,3:33.0,J. Redick makes technical free throw,,113,108
1OT,3:33.0,,G. Hayward enters the game for M. Smart,113,108
1OT,3:17.0,,J. Tatum makes 2-pt dunk from 3 ft (assist by M. Morris),113,110
1OT,3:00.0,B. Simmons misses 2-pt layup from 2 ft,,113,110
1OT,2:58.0,Offensive rebound by B. Simmons,,113,110
1OT,2:55.0,W. Chandler misses 2-pt jump shot from 19 ft,,113,110
1OT,2:53.0,,Defensive rebound by J. Tatum,113,110
1OT,2:51.0,,G. Hayward makes 2-pt layup from 1 ft (assist by J. Tatum),113,112
1OT,2:32.0,J. Butler misses 3-pt jump shot from 26 ft,,113,112
1OT,2:29.0,,Defensive rebound by A. Horford,113,112
1OT,2:22.0,,G. Hayward misses 2-pt layup from 1 ft,113,112
1OT,2:20.0,Defensive rebound by B. Simmons,,113,112
1OT,2:15.0,Shooting foul by J. Tatum (drawn by B. Simmons),,113,112
1OT,2:15.0,B. Simmons makes free throw 1 of 2,,114,112
1OT,2:15.0,B. Simmons misses free throw 2 of 2,,114,112
1OT,2:15.0,,Defensive rebound by M. Morris,114,112
1OT,2:01.0,,K. Irving makes 3-pt jump shot from 28 ft (assist by A. Horford),114,115
1OT,1:33.0,J. Redick misses 3-pt jump shot from 27 ft,,114,115
1OT,1:31.0,,Defensive rebound by J. Tatum,114,115
1OT,1:29.0,,K. Irving makes 3-pt jump shot from 30 ft,114,118
1OT,1:28.0,Philadelphia full timeout,,114,118
1OT,1:13.0,Turnover by W. Chandler (bad pass; steal by G. Hayward),,114,118
1OT,1:08.0,,M. Morris misses 2-pt layup from 3 ft (block by J. Redick),114,118
1OT,1:05.0,,Offensive rebound by A. Horford,114,118
1OT,1:03.0,,J. Tatum misses 2-pt jump shot from 20 ft,114,118
1OT,1:03.0,,Offensive rebound by K. Irving,114,118
1OT,0:47.0,,K. Irving misses 2-pt layup from 4 ft,114,118
1OT,0:45.0,Defensive rebound by J. Embiid,,114,118
1OT,0:41.0,B. Simmons misses 2-pt layup from 4 ft,,114,118
1OT,0:39.0,,Defensive rebound by J. Tatum,114,118
1OT,0:36.0,,Shooting foul by W. Chandler (drawn by J. Tatum),114,118
1OT,0:36.0,,J. Tatum makes free throw 1 of 2,114,119
1OT,0:36.0,,M. Smart enters the game for K. Irving,114,119
1OT,0:36.0,,J. Tatum makes free throw 2 of 2,114,120
1OT,0:26.0,J. Butler misses 3-pt jump shot from 24 ft,,114,120
1OT,0:23.0,,Defensive rebound by Team,114,120
1OT,0:23.0,,K. Irving enters the game for M. Smart,114,120
1OT,0:12.0,,Personal take foul by J. Redick (drawn by G. Hayward),114,120
1OT,0:12.0,,G. Hayward misses free throw 1 of 2,114,120
1OT,0:12.0,,Offensive rebound by Team,114,120
1OT,0:12.0,,M. Smart enters the game for K. Irving,114,120
1OT,0:12.0,,G. Hayward makes free throw 2 of 2,114,121
1OT,0:06.0,Turnover by B. Simmons (bad pass),,114,121
