QUARTER,TIME_REMAINING,HOUSTON_ACTION,LA LAKERS_ACTION,HOUSTON_SCORE,LA LAKERS_SCORE
4,4:15.0,,L. James makes free throw 1 of 2,97,98
4,4:15.0,Houston full timeout,,97,98
4,4:15.0,E. Gordon enters the game for G. Green,,97,98
4,4:15.0,,L. James makes free throw 2 of 2,97,99
4,3:59.0,J. Harden misses 2-pt jump shot from 7 ft,,97,99
4,3:56.0,,Defensive rebound by B. Ingram,97,99
4,3:48.0,,Offensive foul by B. Ingram (drawn by J. Harden),97,99
4,3:48.0,,Turnover by B. Ingram (offensive foul),97,99
4,3:30.0,Turnover by C. Paul (lost ball; steal by R. Bullock),,97,99
4,3:10.0,,L. James misses 3-pt jump shot from 27 ft,97,99
4,3:07.0,Defensive rebound by P. Tucker,,97,99
4,2:55.0,Houston full timeout,,97,99
4,2:47.0,Offensive foul by J. Harden (drawn by K. Kuzma),,97,99
4,2:47.0,Turnover by J. Harden (offensive foul),,97,99
4,2:22.0,,L. James makes 2-pt jump shot from 2 ft,97,101
4,2:10.0,E. Gordon misses 3-pt jump shot from 24 ft,,97,101
4,2:10.0,,Defensive rebound by Team,97,101
4,2:10.0,Loose ball foul by P. Tucker (drawn by B. Ingram),,97,101
4,2:10.0,,B. Ingram makes free throw 1 of 2,97,102
4,2:10.0,,B. Ingram misses free throw 2 of 2,97,102
4,2:07.0,Defensive rebound by J. Harden,,97,102
4,1:54.0,J. Harden makes 2-pt layup from 2 ft,,99,102
4,1:31.0,,R. Bullock makes 3-pt jump shot from 24 ft (assist by L. James),99,105
4,1:24.0,Offensive foul by J. Harden (drawn by L. James),,99,105
4,1:24.0,Turnover by J. Harden (offensive foul),,99,105
4,1:24.0,A. Rivers enters the game for J. Harden,,99,105
4,1:00.0,,L. James misses 2-pt jump shot from 21 ft,99,105
4,0:58.0,Defensive rebound by C. Paul,,99,105
4,0:55.0,C. Paul makes 2-pt layup from 2 ft,,101,105
4,0:55.0,,LA Lakers full timeout,101,105
4,0:33.0,,Shooting foul by C. Paul (drawn by B. Ingram),101,105
4,0:33.0,Technical foul by C. Paul,,101,105
4,0:33.0,,Technical foul by M. D'Antoni,101,105
4,0:33.0,,R. Bullock makes technical free throw,101,106
4,0:33.0,,R. Bullock makes technical free throw,101,107
4,0:33.0,,B. Ingram makes free throw 1 of 2,101,108
4,0:33.0,,B. Ingram makes free throw 2 of 2,101,109
4,0:22.0,C. Paul makes 3-pt jump shot from 26 ft,,104,109
4,0:21.0,,Personal take foul by C. Paul (drawn by K. Kuzma),104,109
4,0:21.0,G. Green enters the game for C. Paul,,104,109
4,0:21.0,,K. Kuzma makes free throw 1 of 2,104,110
4,0:21.0,,K. Kuzma makes free throw 2 of 2,104,111
4,0:12.0,G. Green makes 2-pt layup from 2 ft,,106,111
