QUARTER,TIME_REMAINING,HOUSTON_ACTION,LA LAKERS_ACTION,HOUSTON_SCORE,LA LAKERS_SCORE
4,8:29.0,J. Ennis misses 3-pt jump shot from 25 ft,,106,100
4,8:27.0,,Defensive rebound by L. James,106,100
4,8:22.0,,L. James makes 2-pt layup from 2 ft,106,102
4,8:22.0,,Shooting foul by P. Tucker (drawn by L. James),106,102
4,8:22.0,,R. Rondo enters the game for J. Hart,106,102
4,8:22.0,,L. James misses free throw 1 of 1,106,102
4,8:22.0,Defensive rebound by P. Tucker,,106,102
4,8:06.0,C. Capela misses 2-pt layup from 4 ft (block by J. McGee),,106,102
4,8:03.0,,Defensive rebound by R. Rondo,106,102
4,7:55.0,,L. James misses 3-pt jump shot from 25 ft,106,102
4,7:51.0,,Offensive rebound by L. Ball,106,102
4,7:51.0,Houston full timeout,,106,102
4,7:51.0,G. Green enters the game for E. Gordon,,106,102
4,7:51.0,J. Harden enters the game for C. Paul,,106,102
4,7:43.0,,Shooting foul by P. Tucker (drawn by L. James),106,102
4,7:43.0,,L. James makes free throw 1 of 2,106,103
4,7:43.0,,L. James makes free throw 2 of 2,106,104
4,7:18.0,G. Green misses 3-pt jump shot from 26 ft,,106,104
4,7:17.0,,Defensive rebound by Team,106,104
4,7:00.0,,Offensive foul by J. McGee (drawn by J. Harden),106,104
4,7:00.0,,Turnover by J. McGee (offensive foul),106,104
4,7:00.0,C. Anthony enters the game for C. Capela,,106,104
4,6:51.0,C. Anthony misses 3-pt jump shot from 25 ft,,106,104
4,6:49.0,,Defensive rebound by L. Ball,106,104
4,6:40.0,,L. James misses 2-pt layup from 3 ft,106,104
4,6:38.0,Defensive rebound by C. Anthony,,106,104
4,6:24.0,J. Harden makes 3-pt jump shot from 26 ft,,109,104
4,6:10.0,,L. James misses 3-pt jump shot from 25 ft,109,104
4,6:09.0,,Offensive rebound by L. Stephenson,109,104
4,6:01.0,,R. Rondo misses 3-pt jump shot from 26 ft,109,104
4,5:58.0,Defensive rebound by P. Tucker,,109,104
4,5:50.0,Turnover by J. Harden (bad pass; steal by L. James),,109,104
4,5:45.0,,R. Rondo makes 2-pt layup from 2 ft (assist by J. McGee),109,106
4,5:25.0,P. Tucker misses 3-pt jump shot from 25 ft,,109,106
4,5:22.0,,Defensive rebound by L. Stephenson,109,106
4,5:15.0,,J. McGee makes 2-pt dunk from 2 ft (assist by L. Ball),109,108
4,5:15.0,Houston full timeout,,109,108
4,5:15.0,E. Gordon enters the game for J. Ennis,,109,108
4,5:15.0,C. Paul enters the game for G. Green,,109,108
4,5:15.0,,B. Ingram enters the game for J. McGee,109,108
4,4:51.0,E. Gordon misses 2-pt layup from 2 ft,,109,108
4,4:49.0,Offensive rebound by P. Tucker,,109,108
4,4:35.0,C. Anthony misses 3-pt jump shot from 27 ft,,109,108
4,4:35.0,Offensive rebound by Team,,109,108
4,4:35.0,Turnover by Team (shot clock),,109,108
4,4:17.0,,L. James misses 2-pt hook shot from 5 ft,109,108
4,4:14.0,Defensive rebound by J. Harden,,109,108
4,4:13.0,Personal foul by B. Ingram (drawn by J. Harden),,109,108
4,4:13.0,,Technical foul by B. Ingram,109,108
4,4:13.0,,Technical foul by B. Ingram,109,108
4,4:13.0,,B. Ingram ejected from game,109,108
4,4:13.0,,Technical foul by R. Rondo,109,108
4,4:13.0,Technical foul by C. Paul,,109,108
4,4:13.0,C. Paul ejected from game,,109,108
4,4:13.0,,R. Rondo ejected from game,109,108
4,4:13.0,J. Harden makes technical free throw,,110,108
4,4:13.0,J. Harden makes technical free throw,,111,108
4,4:13.0,C. Capela enters the game for C. Paul,,111,108
4,4:13.0,,J. Hart enters the game for B. Ingram,111,108
4,4:13.0,,K. Kuzma enters the game for R. Rondo,111,108
4,4:03.0,P. Tucker misses 3-pt jump shot from 24 ft,,111,108
4,4:01.0,,Defensive rebound by L. Ball,111,108
4,3:49.0,,L. Stephenson misses 2-pt jump shot from 21 ft,111,108
4,3:47.0,Defensive rebound by C. Anthony,,111,108
4,3:41.0,Shooting foul by J. Hart (drawn by J. Harden),,111,108
4,3:41.0,J. Harden misses free throw 1 of 3,,111,108
4,3:41.0,Offensive rebound by Team,,111,108
4,3:41.0,Offensive rebound by Team,,111,108
4,3:41.0,J. Harden misses free throw 2 of 3,,111,108
4,3:41.0,J. Harden makes free throw 3 of 3,,112,108
4,3:28.0,,K. Kuzma makes 2-pt dunk from 2 ft (assist by L. Stephenson),112,110
4,3:05.0,E. Gordon misses 2-pt layup from 3 ft,,112,110
4,3:00.0,Offensive rebound by C. Anthony,,112,110
4,3:00.0,C. Anthony misses 2-pt layup from 1 ft,,112,110
4,3:00.0,Offensive rebound by C. Capela,,112,110
4,3:00.0,C. Capela makes 2-pt dunk from 2 ft,,114,110
4,2:51.0,,Personal foul by C. Capela (drawn by L. James),114,110
4,2:51.0,,L. James makes free throw 1 of 2,114,111
4,2:51.0,,L. James makes free throw 2 of 2,114,112
4,2:31.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by J. Harden),,117,112
4,2:04.0,,L. Ball misses 3-pt jump shot from 26 ft,117,112
4,2:01.0,Defensive rebound by J. Harden,,117,112
4,1:44.0,P. Tucker misses 3-pt jump shot from 24 ft,,117,112
4,1:41.0,,Defensive rebound by L. Stephenson,117,112
4,1:36.0,,Shooting foul by C. Capela (drawn by L. Stephenson),117,112
4,1:36.0,,L. Stephenson makes free throw 1 of 2,117,113
4,1:36.0,,L. Stephenson misses free throw 2 of 2,117,113
4,1:34.0,Defensive rebound by J. Harden,,117,113
4,1:12.0,J. Harden makes 3-pt jump shot from 27 ft,,120,113
4,1:12.0,,LA Lakers full timeout,120,113
4,1:08.0,,K. Kuzma makes 2-pt layup from 3 ft,120,115
4,0:46.0,J. Harden makes 2-pt layup from 1 ft,,122,115
4,0:39.0,,J. Hart misses 2-pt layup from 3 ft,122,115
4,0:36.0,Defensive rebound by C. Capela,,122,115
4,0:18.0,E. Gordon makes 2-pt layup at rim,,124,115
4,0:06.0,,L. James misses 2-pt layup from 3 ft,124,115
4,0:04.0,Defensive rebound by C. Capela,,124,115
