QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA CLIPPERS_ACTION,PORTLAND_SCORE,LA CLIPPERS_SCORE
4,4:21.0,,T. Harris makes 2-pt layup from 1 ft (assist by S. Gilgeous-Alexander),117,111
4,4:04.0,C. McCollum misses 2-pt layup from 1 ft,,117,111
4,4:02.0,Offensive rebound by J. Nurkić,,117,111
4,4:02.0,J. Nurkić makes 2-pt layup at rim,,119,111
4,3:56.0,,Personal foul by J. Nurkić (drawn by S. Gilgeous-Alexander),119,111
4,3:56.0,,S. Gilgeous-Alexander makes free throw 1 of 2,119,112
4,3:56.0,E. Turner enters the game for J. Nurkić,,119,112
4,3:56.0,,S. Gilgeous-Alexander makes free throw 2 of 2,119,113
4,3:40.0,Personal foul by A. Bradley (drawn by D. Lillard),,119,113
4,3:40.0,D. Lillard makes free throw 1 of 2,,120,113
4,3:40.0,D. Lillard makes free throw 2 of 2,,121,113
4,3:40.0,,LA Clippers full timeout,121,113
4,3:20.0,,D. Gallinari makes 2-pt layup from 3 ft,121,115
4,3:08.0,Turnover by E. Turner (bad pass; steal by P. Beverley),,121,115
4,3:07.0,,Personal foul by M. Harkless (drawn by P. Beverley),121,115
4,3:07.0,,P. Beverley misses free throw 1 of 2,121,115
4,3:07.0,,Offensive rebound by Team,121,115
4,3:07.0,,P. Beverley makes free throw 2 of 2,121,116
4,2:57.0,D. Lillard misses 2-pt jump shot from 17 ft,,121,116
4,2:54.0,,Defensive rebound by P. Beverley,121,116
4,2:49.0,,Personal foul by C. McCollum (drawn by D. Gallinari),121,116
4,2:49.0,,D. Gallinari makes free throw 1 of 2,121,117
4,2:49.0,,D. Gallinari makes free throw 2 of 2,121,118
4,2:31.0,Offensive foul by M. Harkless (drawn by S. Gilgeous-Alexander),,121,118
4,2:31.0,Turnover by M. Harkless (offensive foul),,121,118
4,2:15.0,,D. Gallinari misses 2-pt jump shot from 6 ft,121,118
4,2:15.0,Defensive rebound by Team,,121,118
4,2:15.0,,Loose ball foul by D. Gallinari (drawn by E. Turner),121,118
4,2:15.0,E. Turner makes free throw 1 of 2,,122,118
4,2:15.0,E. Turner makes free throw 2 of 2,,123,118
4,2:06.0,,Personal foul by D. Lillard (drawn by D. Gallinari),123,118
4,2:06.0,,D. Gallinari makes free throw 1 of 2,123,119
4,2:06.0,,D. Gallinari makes free throw 2 of 2,123,120
4,1:51.0,D. Lillard misses 2-pt layup from 2 ft,,123,120
4,1:48.0,,Defensive rebound by T. Harris,123,120
4,1:34.0,,D. Gallinari misses 2-pt jump shot from 23 ft,123,120
4,1:31.0,Defensive rebound by D. Lillard,,123,120
4,1:23.0,D. Lillard makes 2-pt layup from 2 ft,,125,120
4,1:23.0,,LA Clippers full timeout,125,120
4,1:07.0,,Shooting foul by E. Turner (drawn by T. Harris),125,120
4,1:07.0,,T. Harris misses free throw 1 of 2,125,120
4,1:07.0,,Offensive rebound by Team,125,120
4,1:07.0,,T. Harris makes free throw 2 of 2,125,121
4,0:47.0,D. Lillard misses 2-pt layup from 2 ft,,125,121
4,0:45.0,,Defensive rebound by T. Harris,125,121
4,0:45.0,,Personal foul by M. Harkless (drawn by T. Harris),125,121
4,0:45.0,,T. Harris makes free throw 1 of 2,125,122
4,0:45.0,,T. Harris makes free throw 2 of 2,125,123
4,0:30.0,C. McCollum makes 2-pt jump shot from 19 ft,,127,123
4,0:30.0,,LA Clippers full timeout,127,123
4,0:22.0,,D. Gallinari misses 3-pt jump shot from 24 ft,127,123
4,0:19.0,,Offensive rebound by D. Gallinari,127,123
4,0:18.0,,D. Gallinari makes 3-pt jump shot from 25 ft,127,126
4,0:14.0,Personal take foul by P. Beverley (drawn by C. McCollum),,127,126
4,0:14.0,,M. Scott enters the game for P. Beverley,127,126
4,0:14.0,C. McCollum makes free throw 1 of 2,,128,126
4,0:14.0,C. McCollum makes free throw 2 of 2,,129,126
4,0:12.0,,Personal take foul by D. Lillard (drawn by S. Gilgeous-Alexander),129,126
4,0:12.0,,S. Gilgeous-Alexander misses free throw 1 of 2,129,126
4,0:12.0,,Offensive rebound by Team,129,126
4,0:12.0,,S. Thornwell enters the game for M. Scott,129,126
4,0:12.0,,S. Gilgeous-Alexander makes free throw 2 of 2,129,127
4,0:12.0,Portland full timeout,,129,127
4,0:12.0,N. Stauskas enters the game for M. Harkless,,129,127
4,0:09.0,Personal take foul by A. Bradley (drawn by D. Lillard),,129,127
4,0:09.0,D. Lillard makes free throw 1 of 2,,130,127
4,0:09.0,M. Harkless enters the game for N. Stauskas,,130,127
4,0:09.0,,M. Scott enters the game for S. Thornwell,130,127
4,0:09.0,D. Lillard makes free throw 2 of 2,,131,127
4,0:03.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft,131,127
4,0:00.0,Defensive rebound by C. McCollum,,131,127
