QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,UTAH_ACTION,SAN ANTONIO_SCORE,UTAH_SCORE
4,3:56.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Gobert),97,113
4,3:38.0,D. DeRozan misses 2-pt jump shot from 10 ft,,97,113
4,3:35.0,,Defensive rebound by R. O'Neale,97,113
4,3:21.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),97,115
4,3:20.0,San Antonio full timeout,,97,115
4,3:20.0,D. Cunningham enters the game for L. Aldridge,,97,115
4,3:20.0,D. Eubanks enters the game for M. Belinelli,,97,115
4,3:20.0,C. Metu enters the game for D. Bertāns,,97,115
4,3:20.0,J. Poeltl enters the game for D. DeRozan,,97,115
4,3:20.0,Q. Pondexter enters the game for P. Mills,,97,115
4,2:58.0,D. Eubanks misses 2-pt hook shot from 9 ft,,97,115
4,2:56.0,,Defensive rebound by R. Gobert,97,115
4,2:47.0,,D. Mitchell makes 2-pt jump shot from 11 ft,97,117
4,2:45.0,San Antonio full timeout,,97,117
4,2:45.0,,G. Allen enters the game for J. Crowder,97,117
4,2:45.0,,R. Neto enters the game for R. Gobert,97,117
4,2:45.0,,G. Niang enters the game for J. Ingles,97,117
4,2:45.0,,T. Sefolosha enters the game for D. Mitchell,97,117
4,2:45.0,,E. Udoh enters the game for R. O'Neale,97,117
4,2:39.0,C. Metu misses 2-pt jump shot from 20 ft,,97,117
4,2:35.0,Offensive rebound by D. Cunningham,,97,117
4,2:35.0,D. Cunningham makes 2-pt layup from 2 ft,,99,117
4,2:20.0,,T. Sefolosha misses 3-pt jump shot from 22 ft,99,117
4,2:17.0,Defensive rebound by D. Eubanks,,99,117
4,2:07.0,D. Cunningham makes 2-pt jump shot from 8 ft (assist by J. Poeltl),,101,117
4,1:55.0,,G. Niang makes 3-pt jump shot from 25 ft (assist by R. Neto),101,120
4,1:40.0,C. Metu misses 2-pt layup from 3 ft (block by T. Sefolosha),,101,120
4,1:37.0,,Defensive rebound by E. Udoh,101,120
4,1:35.0,,G. Allen makes 3-pt jump shot from 26 ft (assist by G. Niang),101,123
4,1:16.0,J. Poeltl makes 2-pt layup from 3 ft (assist by D. Eubanks),,103,123
4,1:07.0,,Turnover by R. Neto (bad pass; steal by J. Poeltl),103,123
4,0:54.0,D. Cunningham makes 2-pt hook shot from 7 ft (assist by Q. Pondexter),,105,123
4,0:45.0,,G. Allen misses 3-pt jump shot from 25 ft,105,123
4,0:41.0,Defensive rebound by J. Poeltl,,105,123
4,0:31.0,C. Metu misses 2-pt jump shot from 18 ft,,105,123
4,0:27.0,,Defensive rebound by R. Neto,105,123
4,0:22.0,,Shooting foul by J. Poeltl (drawn by G. Allen),105,123
4,0:22.0,,G. Allen makes free throw 1 of 2,105,124
4,0:22.0,,G. Allen makes free throw 2 of 2,105,125
4,0:12.0,Turnover by D. Cunningham (lost ball; steal by E. Udoh),,105,125
