QUARTER,TIME_REMAINING,ORLANDO_ACTION,DETROIT_ACTION,ORLANDO_SCORE,DETROIT_SCORE
1OT,4:12.0,,R. Jackson makes 2-pt layup from 2 ft,109,113
1OT,4:00.0,T. Ross makes 3-pt jump shot from 27 ft (assist by D. Augustin),,112,113
1OT,3:45.0,,R. Jackson misses 2-pt layup from 2 ft (block by T. Ross),112,113
1OT,3:43.0,Defensive rebound by N. Vučević,,112,113
1OT,3:39.0,T. Ross makes 3-pt jump shot from 23 ft (assist by A. Gordon),,115,113
1OT,3:23.0,,B. Griffin makes 2-pt hook shot from 3 ft,115,115
1OT,3:01.0,N. Vučević misses 2-pt jump shot from 13 ft,,115,115
1OT,2:58.0,,Defensive rebound by A. Drummond,115,115
1OT,2:38.0,,Shooting foul by A. Gordon (drawn by B. Griffin),115,115
1OT,2:38.0,,B. Griffin makes free throw 1 of 2,115,116
1OT,2:38.0,,B. Brown enters the game for L. Kennard,115,116
1OT,2:38.0,,B. Griffin makes free throw 2 of 2,115,117
1OT,2:28.0,Personal foul by B. Brown (drawn by T. Ross),,115,117
1OT,2:17.0,T. Ross misses 3-pt jump shot from 26 ft,,115,117
1OT,2:12.0,Offensive rebound by N. Vučević,,115,117
1OT,2:00.0,E. Fournier misses 3-pt jump shot from 27 ft,,115,117
1OT,1:54.0,Offensive rebound by N. Vučević,,115,117
1OT,1:54.0,N. Vučević misses 2-pt layup from 1 ft,,115,117
1OT,1:53.0,,Defensive rebound by A. Drummond,115,117
1OT,1:33.0,,B. Griffin misses 2-pt jump shot from 14 ft,115,117
1OT,1:31.0,Defensive rebound by E. Fournier,,115,117
1OT,1:24.0,A. Gordon misses 2-pt layup from 2 ft (block by B. Griffin),,115,117
1OT,1:24.0,,Defensive rebound by Team,115,117
1OT,1:07.0,,R. Bullock misses 3-pt jump shot from 25 ft,115,117
1OT,1:04.0,Defensive rebound by A. Gordon,,115,117
1OT,0:55.0,D. Augustin misses 2-pt layup from 1 ft,,115,117
1OT,0:53.0,,Defensive rebound by A. Drummond,115,117
1OT,0:49.0,,Detroit full timeout,115,117
1OT,0:49.0,J. Isaac enters the game for D. Augustin,,115,117
1OT,0:49.0,W. Iwundu enters the game for T. Ross,,115,117
1OT,0:49.0,,L. Kennard enters the game for B. Brown,115,117
1OT,0:42.0,,R. Jackson misses 2-pt jump shot from 11 ft (block by W. Iwundu),115,117
1OT,0:42.0,Defensive rebound by N. Vučević,,115,117
1OT,0:42.0,Orlando full timeout,,115,117
1OT,0:42.0,D. Augustin enters the game for J. Isaac,,115,117
1OT,0:42.0,T. Ross enters the game for W. Iwundu,,115,117
1OT,0:42.0,,B. Brown enters the game for L. Kennard,115,117
1OT,0:31.0,N. Vučević misses 2-pt hook shot from 6 ft,,115,117
1OT,0:29.0,,Defensive rebound by B. Griffin,115,117
1OT,0:14.0,,B. Griffin makes 2-pt layup from 4 ft (assist by R. Jackson),115,119
1OT,0:14.0,Orlando full timeout,,115,119
1OT,0:09.0,E. Fournier misses 3-pt jump shot from 27 ft,,115,119
1OT,0:04.0,,Defensive rebound by A. Drummond,115,119
1OT,0:04.0,,Personal take foul by A. Gordon (drawn by R. Jackson),115,119
1OT,0:04.0,J. Isaac enters the game for A. Gordon,,115,119
1OT,0:04.0,,L. Galloway enters the game for B. Brown,115,119
1OT,0:04.0,,L. Kennard enters the game for A. Drummond,115,119
1OT,0:04.0,,Personal take foul by J. Isaac (drawn by B. Griffin),115,119
1OT,0:03.0,,B. Griffin misses free throw 1 of 2,115,119
1OT,0:03.0,,Offensive rebound by Team,115,119
1OT,0:03.0,,B. Brown enters the game for L. Galloway,115,119
1OT,0:03.0,,A. Drummond enters the game for L. Kennard,115,119
1OT,0:03.0,,B. Griffin makes free throw 2 of 2,115,120
1OT,0:01.0,E. Fournier misses 3-pt jump shot from 43 ft,,115,120
1OT,0:00.0,Offensive rebound by Team,,115,120
