QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW ORLEANS_ACTION,MEMPHIS_SCORE,NEW ORLEANS_SCORE
4,3:25.0,,E. Moore misses 3-pt jump shot from 25 ft,97,101
4,3:25.0,Defensive rebound by Team,,97,101
4,3:23.0,Personal foul by J. Randle (drawn by J. Green),,97,101
4,3:23.0,,Personal foul by J. Green (drawn by J. Randle),97,101
4,3:23.0,,New Orleans full timeout,97,101
4,3:23.0,Memphis full timeout,,97,101
4,3:09.0,Shooting foul by A. Davis (drawn by J. Green),,97,101
4,3:09.0,J. Green makes free throw 1 of 2,,98,101
4,3:09.0,J. Green makes free throw 2 of 2,,99,101
4,2:54.0,,J. Holiday misses 2-pt jump shot from 12 ft,99,101
4,2:51.0,Defensive rebound by M. Gasol,,99,101
4,2:35.0,J. Green makes 2-pt dunk from 3 ft (assist by M. Conley),,101,101
4,2:20.0,,Shooting foul by J. Green (drawn by J. Randle),101,101
4,2:20.0,,J. Randle misses free throw 1 of 2,101,101
4,2:20.0,,Offensive rebound by Team,101,101
4,2:20.0,,J. Randle makes free throw 2 of 2,101,102
4,2:02.0,Shooting foul by J. Holiday (drawn by M. Conley),,101,102
4,2:02.0,M. Conley makes free throw 1 of 2,,102,102
4,2:02.0,M. Conley makes free throw 2 of 2,,103,102
4,1:49.0,,Personal foul by G. Temple (drawn by J. Randle),103,102
4,1:49.0,,J. Randle makes free throw 1 of 2,103,103
4,1:49.0,,J. Randle misses free throw 2 of 2,103,103
4,1:46.0,Defensive rebound by M. Gasol,,103,103
4,1:30.0,K. Anderson makes 2-pt layup from 2 ft (assist by M. Gasol),,105,103
4,1:25.0,,New Orleans full timeout,105,103
4,1:16.0,,A. Davis misses 2-pt jump shot from 17 ft,105,103
4,1:12.0,Defensive rebound by K. Anderson,,105,103
4,0:52.0,M. Conley misses 2-pt jump shot from 19 ft,,105,103
4,0:49.0,,Defensive rebound by J. Randle,105,103
4,0:28.0,,J. Holiday misses 3-pt jump shot from 26 ft,105,103
4,0:24.0,Defensive rebound by M. Conley,,105,103
4,0:24.0,Personal foul by E. Moore (drawn by M. Conley),,105,103
4,0:24.0,M. Conley makes free throw 1 of 2,,106,103
4,0:24.0,,D. Miller enters the game for S. Hill,106,103
4,0:24.0,M. Conley misses free throw 2 of 2,,106,103
4,0:21.0,,Defensive rebound by J. Randle,106,103
4,0:14.0,,A. Davis misses 3-pt jump shot from 25 ft,106,103
4,0:11.0,,Offensive rebound by Team,106,103
4,0:11.0,,New Orleans full timeout,106,103
4,0:11.0,,N. Mirotić enters the game for J. Randle,106,103
4,0:09.0,,E. Moore misses 3-pt jump shot from 24 ft,106,103
4,0:05.0,Defensive rebound by K. Anderson,,106,103
4,0:05.0,Personal foul by D. Miller (drawn by K. Anderson),,106,103
4,0:05.0,K. Anderson misses free throw 1 of 2,,106,103
4,0:05.0,Offensive rebound by Team,,106,103
4,0:05.0,K. Anderson makes free throw 2 of 2,,107,103
4,0:00.0,,A. Davis misses 3-pt jump shot from 28 ft,107,103
4,0:00.0,Defensive rebound by Team,,107,103
