QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHICAGO_ACTION,PHILADELPHIA_SCORE,CHICAGO_SCORE
4,4:14.0,,Chicago full timeout,104,86
4,4:04.0,,C. Felício makes 2-pt layup from 1 ft (assist by W. Lemon),104,88
4,3:44.0,J. Bolden makes 3-pt jump shot from 24 ft (assist by Z. Smith),,107,88
4,3:26.0,,W. Lemon misses 2-pt jump shot from 18 ft,107,88
4,3:21.0,Defensive rebound by T. McConnell,,107,88
4,3:16.0,T. McConnell makes 2-pt layup from 2 ft,,109,88
4,3:01.0,,C. Felício makes 2-pt dunk at rim (assist by W. Lemon),109,90
4,2:48.0,Z. Smith misses 3-pt jump shot from 26 ft,,109,90
4,2:46.0,Offensive rebound by G. Monroe,,109,90
4,2:43.0,G. Monroe makes 2-pt layup from 1 ft,,111,90
4,2:23.0,,T. Luwawu-Cabarrot makes 2-pt jump shot from 20 ft (assist by C. Felício),111,92
4,2:01.0,J. Bolden misses 2-pt jump shot from 10 ft,,111,92
4,1:58.0,Offensive rebound by Z. Smith,,111,92
4,1:57.0,S. Milton misses 3-pt jump shot from 26 ft,,111,92
4,1:54.0,Offensive rebound by Team,,111,92
4,1:48.0,J. Bolden misses 3-pt jump shot from 26 ft,,111,92
4,1:44.0,Offensive rebound by T. McConnell,,111,92
4,1:41.0,,Personal foul by S. Milton (drawn by B. Sampson),111,92
4,1:41.0,Turnover by S. Milton (turnover),,111,92
4,1:41.0,,Chicago full timeout,111,92
4,1:29.0,,B. Sampson misses 2-pt layup from 3 ft,111,92
4,1:25.0,,Offensive rebound by B. Sampson,111,92
4,1:25.0,,B. Sampson misses 2-pt layup from 1 ft,111,92
4,1:24.0,Defensive rebound by Z. Smith,,111,92
4,1:18.0,J. Bolden misses 2-pt dunk from 2 ft,,111,92
4,1:16.0,,Defensive rebound by J. Sampson,111,92
4,1:09.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,111,92
4,1:06.0,Defensive rebound by S. Milton,,111,92
4,0:48.0,Z. Smith makes 3-pt jump shot from 25 ft,,114,92
4,0:40.0,,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by W. Lemon),114,94
4,0:17.0,G. Monroe makes 2-pt jump shot from 14 ft (assist by S. Milton),,116,94
4,0:10.0,,W. Lemon makes 2-pt layup from 2 ft,116,96
