QUARTER,TIME_REMAINING,DENVER_ACTION,UTAH_ACTION,DENVER_SCORE,UTAH_SCORE
4,4:59.0,G. Harris makes 2-pt dunk from 3 ft,,95,105
4,4:41.0,,Shooting foul by N. Jokić (drawn by D. Mitchell),95,105
4,4:41.0,,D. Mitchell misses free throw 1 of 2,95,105
4,4:41.0,,Offensive rebound by Team,95,105
4,4:41.0,,D. Mitchell makes free throw 2 of 2,95,106
4,4:30.0,Personal foul by R. Rubio (drawn by N. Jokić),,95,106
4,4:30.0,N. Jokić makes free throw 1 of 2,,96,106
4,4:30.0,N. Jokić makes free throw 2 of 2,,97,106
4,4:19.0,,D. Mitchell misses 2-pt layup from 8 ft (block by T. Craig),97,106
4,4:19.0,,Offensive rebound by Team,97,106
4,4:19.0,,Utah full timeout,97,106
4,4:10.0,,J. Ingles misses 3-pt jump shot from 22 ft (block by G. Harris),97,106
4,4:06.0,Defensive rebound by W. Barton,,97,106
4,4:00.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by J. Murray),,100,106
4,3:45.0,,D. Mitchell makes 2-pt jump shot from 9 ft (assist by J. Ingles),100,108
4,3:24.0,N. Jokić makes 2-pt jump shot from 7 ft,,102,108
4,3:05.0,,J. Crowder makes 3-pt jump shot from 22 ft (assist by D. Mitchell),102,111
4,3:05.0,,Shooting foul by W. Barton (drawn by J. Crowder),102,111
4,3:05.0,Denver full timeout,,102,111
4,3:05.0,,J. Crowder misses free throw 1 of 1,102,111
4,3:03.0,Defensive rebound by T. Craig,,102,111
4,2:54.0,J. Murray misses 2-pt layup from 4 ft,,102,111
4,2:54.0,,Defensive rebound by R. Rubio,102,111
4,2:36.0,,J. Crowder misses 3-pt jump shot from 24 ft,102,111
4,2:32.0,Defensive rebound by N. Jokić,,102,111
4,2:24.0,W. Barton misses 2-pt layup from 2 ft,,102,111
4,2:21.0,Offensive rebound by N. Jokić,,102,111
4,2:21.0,N. Jokić misses 2-pt layup from 1 ft,,102,111
4,2:20.0,,Defensive rebound by J. Ingles,102,111
4,2:01.0,,R. Rubio misses 3-pt jump shot from 25 ft,102,111
4,1:57.0,Defensive rebound by N. Jokić,,102,111
4,1:49.0,J. Murray misses 2-pt jump shot from 12 ft,,102,111
4,1:46.0,Offensive rebound by N. Jokić,,102,111
4,1:45.0,Shooting foul by J. Crowder (drawn by N. Jokić),,102,111
4,1:45.0,N. Jokić makes free throw 1 of 2,,103,111
4,1:45.0,N. Jokić makes free throw 2 of 2,,104,111
4,1:33.0,,D. Mitchell misses 2-pt jump shot from 15 ft,104,111
4,1:30.0,Defensive rebound by N. Jokić,,104,111
4,1:27.0,W. Barton makes 3-pt jump shot from 25 ft (assist by G. Harris),,107,111
4,1:14.0,,Personal foul by W. Barton (drawn by R. Gobert),107,111
4,1:14.0,,R. Gobert makes free throw 1 of 2,107,112
4,1:14.0,,R. Gobert makes free throw 2 of 2,107,113
4,1:14.0,Denver full timeout,,107,113
4,1:14.0,Turnover by (5 sec),,107,113
4,1:00.0,,D. Mitchell misses 3-pt jump shot from 25 ft,107,113
4,0:56.0,,Offensive rebound by R. Gobert,107,113
4,0:55.0,,R. Gobert misses 2-pt dunk from 2 ft (block by N. Jokić),107,113
4,0:53.0,Defensive rebound by W. Barton,,107,113
4,0:43.0,T. Craig misses 2-pt layup from 3 ft (block by D. Mitchell),,107,113
4,0:41.0,,Defensive rebound by D. Mitchell,107,113
4,0:41.0,,Personal foul by T. Craig (drawn by D. Mitchell),107,113
4,0:41.0,,D. Mitchell makes free throw 1 of 2,107,114
4,0:41.0,,D. Mitchell misses free throw 2 of 2,107,114
4,0:41.0,Defensive rebound by N. Jokić,,107,114
4,0:41.0,Denver full timeout,,107,114
4,0:38.0,G. Harris misses 2-pt jump shot from 12 ft,,107,114
4,0:35.0,,Defensive rebound by D. Mitchell,107,114
4,0:20.0,,J. Ingles misses 3-pt jump shot from 23 ft,107,114
4,0:16.0,Defensive rebound by N. Jokić,,107,114
4,0:11.0,J. Murray misses 3-pt jump shot from 25 ft,,107,114
4,0:08.0,Offensive rebound by Team,,107,114
4,0:08.0,,Loose ball foul by D. Mitchell (drawn by T. Craig),107,114
4,0:08.0,T. Craig makes free throw 1 of 2,,108,114
4,0:08.0,T. Lyles enters the game for W. Barton,,108,114
4,0:08.0,T. Craig misses free throw 2 of 2,,108,114
4,0:05.0,,Defensive rebound by J. Crowder,108,114
