QUARTER,TIME_REMAINING,PHOENIX_ACTION,PORTLAND_ACTION,PHOENIX_SCORE,PORTLAND_SCORE
4,5:07.0,J. Jackson misses 2-pt jump shot from 9 ft,,71,99
4,5:05.0,,Defensive rebound by G. Trent,71,99
4,5:01.0,,Personal foul by J. Jackson (drawn by G. Trent),71,99
4,4:55.0,,Turnover by W. Baldwin (bad pass; steal by D. Melton),71,99
4,4:45.0,R. Holmes misses 2-pt hook shot from 4 ft,,71,99
4,4:43.0,,Defensive rebound by W. Baldwin,71,99
4,4:35.0,,Z. Collins makes 2-pt jump shot from 8 ft (assist by W. Baldwin),71,101
4,4:20.0,J. Jackson makes 2-pt jump shot from 13 ft,,73,101
4,4:06.0,,N. Stauskas makes 2-pt jump shot from 6 ft (assist by W. Baldwin),73,103
4,3:46.0,R. Holmes makes 2-pt dunk at rim (assist by D. Melton),,75,103
4,3:36.0,,G. Trent misses 3-pt jump shot from 24 ft,75,103
4,3:33.0,Defensive rebound by J. Jackson,,75,103
4,3:29.0,D. Melton makes 2-pt layup from 1 ft (assist by J. Jackson),,77,103
4,3:29.0,,Portland full timeout,77,103
4,3:10.0,,G. Trent misses 2-pt jump shot from 7 ft,77,103
4,3:08.0,Defensive rebound by Team,,77,103
4,3:08.0,,Portland full timeout,77,103
4,2:56.0,D. Melton makes 2-pt layup from 1 ft,,79,103
4,2:42.0,,Personal foul by D. Melton (drawn by Z. Collins),79,103
4,2:42.0,,Z. Collins makes free throw 1 of 2,79,104
4,2:42.0,,Z. Collins makes free throw 2 of 2,79,105
4,2:24.0,R. Holmes makes 2-pt layup from 1 ft (assist by D. Melton),,81,105
4,2:13.0,,G. Trent misses 3-pt jump shot from 25 ft,81,105
4,2:11.0,Defensive rebound by J. Jackson,,81,105
4,2:07.0,R. Holmes makes 2-pt dunk at rim (assist by J. Jackson),,83,105
4,1:52.0,,W. Baldwin makes 2-pt jump shot from 16 ft,83,107
4,1:52.0,,Shooting foul by E. Okobo (drawn by W. Baldwin),83,107
4,1:52.0,,W. Baldwin makes free throw 1 of 1,83,108
4,1:40.0,J. Jackson misses 2-pt jump shot from 8 ft (block by W. Baldwin),,83,108
4,1:36.0,Offensive rebound by J. Jackson,,83,108
4,1:34.0,D. Melton misses 2-pt layup from 4 ft (block by W. Baldwin),,83,108
4,1:34.0,Offensive rebound by Team,,83,108
4,1:32.0,E. Okobo makes 3-pt jump shot from 24 ft (assist by J. Jackson),,86,108
4,1:21.0,,Personal foul by E. Okobo (drawn by G. Trent),86,108
4,1:21.0,T. Daniels enters the game for E. Okobo,,86,108
4,1:21.0,,G. Trent misses free throw 1 of 2,86,108
4,1:21.0,,Offensive rebound by Team,86,108
4,1:21.0,,G. Trent misses free throw 2 of 2,86,108
4,1:17.0,Defensive rebound by J. Jackson,,86,108
4,1:14.0,Turnover by J. Jackson (lost ball; steal by Z. Collins),,86,108
4,1:10.0,,Turnover by W. Baldwin (bad pass),86,108
4,1:10.0,,Loose ball foul by Z. Collins (drawn by R. Holmes),86,108
4,0:58.0,T. Daniels misses 3-pt jump shot from 26 ft,,86,108
4,0:56.0,,Defensive rebound by C. Swanigan,86,108
4,0:43.0,,Turnover by C. Swanigan (step out of bounds),86,108
4,0:23.0,D. Melton misses 3-pt jump shot from 24 ft,,86,108
4,0:20.0,Offensive rebound by T. Daniels,,86,108
4,0:19.0,T. Daniels misses 3-pt jump shot from 25 ft,,86,108
4,0:16.0,,Defensive rebound by W. Baldwin,86,108
