QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA LAKERS_ACTION,GOLDEN STATE_SCORE,LA LAKERS_SCORE
4,6:48.0,Offensive rebound by A. McKinnie,,115,91
4,6:48.0,A. McKinnie makes 2-pt layup from 1 ft,,117,91
4,6:39.0,,J. McGee makes 2-pt layup from 3 ft (assist by L. Stephenson),117,93
4,6:39.0,K. Looney enters the game for S. Livingston,,117,93
4,6:39.0,,I. Bonga enters the game for L. Stephenson,117,93
4,6:32.0,,Violation by Team (kicked ball),117,93
4,6:25.0,J. Bell misses 2-pt jump shot from 18 ft,,117,93
4,6:23.0,,Defensive rebound by S. Mykhailiuk,117,93
4,6:17.0,,Shooting foul by K. Looney (drawn by I. Bonga),117,93
4,6:17.0,,I. Bonga misses free throw 1 of 2,117,93
4,6:17.0,,Offensive rebound by Team,117,93
4,6:17.0,,I. Bonga misses free throw 2 of 2,117,93
4,6:15.0,Defensive rebound by J. Jerebko,,117,93
4,5:56.0,J. Bell misses 2-pt jump shot from 10 ft (block by A. Caruso),,117,93
4,5:52.0,Offensive rebound by J. Bell,,117,93
4,5:51.0,Q. Cook misses 2-pt jump shot from 6 ft (block by A. Caruso),,117,93
4,5:51.0,,Defensive rebound by J. McGee,117,93
4,5:42.0,,M. Wagner makes 2-pt layup from 4 ft,117,95
4,5:27.0,A. McKinnie misses 3-pt jump shot from 26 ft,,117,95
4,5:24.0,,Defensive rebound by J. McGee,117,95
4,5:16.0,,S. Mykhailiuk makes 3-pt jump shot from 27 ft (assist by I. Bonga),117,98
4,5:14.0,Golden State full timeout,,117,98
4,4:50.0,Turnover by Team (shot clock),,117,98
4,4:43.0,,Personal foul by A. McKinnie (drawn by J. McGee),117,98
4,4:43.0,,J. McGee makes free throw 1 of 2,117,99
4,4:43.0,,J. McGee misses free throw 2 of 2,117,99
4,4:41.0,Defensive rebound by J. Bell,,117,99
4,4:32.0,Q. Cook misses 3-pt jump shot from 27 ft,,117,99
4,4:29.0,Offensive rebound by J. Jerebko,,117,99
4,4:27.0,J. Jerebko makes 2-pt jump shot from 10 ft,,119,99
4,4:13.0,,M. Wagner makes 2-pt layup from 2 ft,119,101
4,4:01.0,J. Bell misses 2-pt jump shot from 16 ft,,119,101
4,3:59.0,,Defensive rebound by J. McGee,119,101
4,3:50.0,,M. Wagner misses 3-pt jump shot from 26 ft,119,101
4,3:45.0,Defensive rebound by A. McKinnie,,119,101
4,3:35.0,J. Jerebko makes 2-pt jump shot from 10 ft (assist by J. Bell),,121,101
4,3:25.0,,Personal foul by J. Jerebko (drawn by A. Caruso),121,101
4,3:25.0,,A. Caruso misses free throw 1 of 2,121,101
4,3:25.0,,Offensive rebound by Team,121,101
4,3:25.0,,A. Caruso misses free throw 2 of 2,121,101
4,3:22.0,Defensive rebound by J. Jerebko,,121,101
4,3:14.0,J. Bell makes 2-pt jump shot from 15 ft (assist by Q. Cook),,123,101
4,2:57.0,,Shooting foul by J. Bell (drawn by J. McGee),123,101
4,2:57.0,,J. McGee makes free throw 1 of 2,123,102
4,2:57.0,,J. McGee misses free throw 2 of 2,123,102
4,2:56.0,,Offensive rebound by Team,123,102
4,2:51.0,,S. Mykhailiuk makes 2-pt jump shot from 15 ft (assist by A. Caruso),123,104
4,2:31.0,K. Looney misses 2-pt layup from 1 ft,,123,104
4,2:29.0,,Defensive rebound by M. Wagner,123,104
4,2:15.0,,J. McGee makes 2-pt dunk from 3 ft (assist by S. Mykhailiuk),123,106
4,2:00.0,Q. Cook makes 3-pt jump shot from 25 ft,,126,106
4,1:44.0,,Turnover by M. Wagner (bad pass; steal by K. Looney),126,106
4,1:40.0,J. Jerebko makes 2-pt layup from 2 ft (assist by K. Looney),,128,106
4,1:28.0,,A. Caruso makes 3-pt jump shot from 26 ft,128,109
4,1:13.0,K. Looney makes 2-pt jump shot from 19 ft (assist by J. Bell),,130,109
4,1:04.0,,Personal foul by Q. Cook (drawn by I. Bonga),130,109
4,1:04.0,,I. Bonga makes free throw 1 of 2,130,110
4,1:04.0,,I. Bonga makes free throw 2 of 2,130,111
4,0:50.0,J. Bell misses 2-pt jump shot from 19 ft,,130,111
4,0:48.0,,Defensive rebound by Team,130,111
4,0:33.0,,S. Mykhailiuk misses 2-pt jump shot from 13 ft,130,111
4,0:29.0,,Offensive rebound by I. Bonga,130,111
4,0:27.0,,M. Wagner misses 3-pt jump shot from 27 ft,130,111
4,0:23.0,Defensive rebound by J. Jerebko,,130,111
4,0:05.0,Turnover by Q. Cook (out of bounds lost ball),,130,111
4,0:01.0,,I. Bonga misses 3-pt jump shot from 30 ft,130,111
4,0:01.0,,Offensive rebound by Team,130,111
