QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DALLAS_ACTION,MINNESOTA_SCORE,DALLAS_SCORE
4,10:02.0,,Personal foul by A. Tolliver (drawn by D. Powell),104,101
4,10:02.0,,D. Smith enters the game for J. Barea,104,101
4,9:57.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by D. Powell),104,103
4,9:39.0,D. Rose makes 2-pt jump shot from 18 ft,,106,103
4,9:29.0,,W. Matthews makes 2-pt layup at rim (assist by D. Powell),106,105
4,9:15.0,G. Dieng makes 2-pt jump shot from 16 ft (assist by D. Rose),,108,105
4,8:58.0,,Shooting foul by G. Dieng (drawn by D. Powell),108,105
4,8:58.0,,D. Powell makes free throw 1 of 2,108,106
4,8:58.0,J. Teague enters the game for T. Jones,,108,106
4,8:58.0,,D. Powell misses free throw 2 of 2,108,106
4,8:54.0,Defensive rebound by A. Tolliver,,108,106
4,8:46.0,D. Rose misses 2-pt jump shot from 14 ft,,108,106
4,8:42.0,,Defensive rebound by D. Smith,108,106
4,8:38.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Smith),108,109
4,8:36.0,Minnesota full timeout,,108,109
4,8:36.0,K. Towns enters the game for G. Dieng,,108,109
4,8:24.0,K. Towns makes 3-pt jump shot from 26 ft (assist by D. Rose),,111,109
4,8:06.0,,D. Smith misses 2-pt jump shot from 2 ft,111,109
4,8:05.0,,Offensive rebound by D. Powell,111,109
4,8:04.0,,D. Powell makes 2-pt dunk at rim,111,111
4,7:47.0,Turnover by C. Williams (out of bounds lost ball),,111,111
4,7:43.0,,D. Smith misses 2-pt layup from 2 ft,111,111
4,7:43.0,,Offensive rebound by Team,111,111
4,7:43.0,Loose ball foul by A. Tolliver (drawn by D. Powell),,111,111
4,7:37.0,,Personal foul by C. Williams (drawn by W. Matthews),111,111
4,7:30.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Smith),111,114
4,7:13.0,D. Rose makes 2-pt layup from 2 ft,,113,114
4,6:57.0,,D. Smith misses 3-pt jump shot from 25 ft,113,114
4,6:54.0,,Offensive rebound by M. Kleber,113,114
4,6:46.0,,J. Brunson makes 2-pt jump shot from 6 ft,113,116
4,6:28.0,K. Towns makes 2-pt hook shot from 9 ft,,115,116
4,6:17.0,,D. Powell makes 2-pt layup from 1 ft (assist by D. Smith),115,118
4,6:17.0,,Shooting foul by K. Towns (drawn by D. Powell),115,118
4,6:17.0,T. Gibson enters the game for A. Tolliver,,115,118
4,6:17.0,,D. Powell makes free throw 1 of 1,115,119
4,6:01.0,K. Towns misses 3-pt jump shot from 23 ft,,115,119
4,5:59.0,,Defensive rebound by W. Matthews,115,119
4,5:52.0,,Personal foul by C. Williams (drawn by W. Matthews),115,119
4,5:52.0,A. Wiggins enters the game for C. Williams,,115,119
4,5:52.0,,D. Jordan enters the game for D. Powell,115,119
4,5:52.0,,W. Matthews misses free throw 1 of 2,115,119
4,5:52.0,,Offensive rebound by Team,115,119
4,5:52.0,,W. Matthews makes free throw 2 of 2,115,120
4,5:32.0,D. Rose makes 3-pt jump shot from 25 ft (assist by J. Teague),,118,120
4,5:25.0,,Dallas full timeout,118,120
4,5:25.0,,L. Dončić enters the game for J. Brunson,118,120
4,5:25.0,,D. Finney-Smith enters the game for M. Kleber,118,120
4,5:14.0,,D. Smith makes 2-pt layup from 1 ft,118,122
4,4:58.0,A. Wiggins misses 3-pt jump shot from 27 ft,,118,122
4,4:55.0,,Defensive rebound by D. Finney-Smith,118,122
4,4:53.0,,L. Dončić misses 3-pt jump shot from 25 ft,118,122
4,4:52.0,Defensive rebound by Team,,118,122
4,4:52.0,,Loose ball foul by D. Jordan (drawn by J. Teague),118,122
4,4:30.0,K. Towns makes 2-pt jump shot from 6 ft,,120,122
4,4:17.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Smith),120,125
4,3:50.0,J. Teague makes 2-pt jump shot from 11 ft,,122,125
4,3:32.0,,D. Smith misses 3-pt jump shot from 26 ft,122,125
4,3:27.0,Defensive rebound by T. Gibson,,122,125
4,3:20.0,D. Rose misses 2-pt jump shot from 8 ft,,122,125
4,3:20.0,,Defensive rebound by Team,122,125
4,3:20.0,Loose ball foul by T. Gibson (drawn by D. Jordan),,122,125
4,3:20.0,,D. Jordan makes free throw 1 of 2,122,126
4,3:20.0,,D. Jordan makes free throw 2 of 2,122,127
4,3:20.0,Minnesota full timeout,,122,127
4,3:06.0,K. Towns makes 2-pt hook shot from 7 ft (assist by A. Wiggins),,124,127
4,2:45.0,,L. Dončić makes 2-pt jump shot from 9 ft,124,129
4,2:27.0,K. Towns makes 2-pt jump shot from 10 ft (assist by A. Wiggins),,126,129
4,2:09.0,,L. Dončić makes 2-pt jump shot from 11 ft,126,131
4,1:50.0,Personal foul by D. Finney-Smith (drawn by K. Towns),,126,131
4,1:41.0,Personal foul by D. Finney-Smith (drawn by K. Towns),,126,131
4,1:41.0,K. Towns misses free throw 1 of 2,,126,131
4,1:41.0,Offensive rebound by Team,,126,131
4,1:41.0,,D. Powell enters the game for D. Finney-Smith,126,131
4,1:41.0,K. Towns makes free throw 2 of 2,,127,131
4,1:27.0,,D. Smith makes 2-pt layup from 1 ft,127,133
4,1:27.0,Minnesota full timeout,,127,133
4,1:21.0,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Teague),,130,133
4,1:01.0,,Turnover by L. Dončić (bad pass; steal by D. Rose),130,133
4,0:59.0,D. Rose makes 2-pt layup from 1 ft,,132,133
4,0:59.0,,Dallas full timeout,132,133
4,0:59.0,,D. Finney-Smith enters the game for D. Powell,132,133
4,0:44.0,,Shooting foul by K. Towns (drawn by L. Dončić),132,133
4,0:44.0,,L. Dončić misses free throw 1 of 2,132,133
4,0:44.0,,Offensive rebound by Team,132,133
4,0:44.0,,L. Dončić makes free throw 2 of 2,132,134
4,0:32.0,J. Teague misses 2-pt jump shot from 10 ft,,132,134
4,0:30.0,Offensive rebound by T. Gibson,,132,134
4,0:27.0,T. Gibson makes 2-pt jump shot from 11 ft (assist by J. Teague),,134,134
4,0:06.0,,D. Smith makes 2-pt jump shot from 20 ft,134,136
4,0:06.0,,Shooting foul by D. Rose (drawn by D. Smith),134,136
4,0:06.0,,D. Smith makes free throw 1 of 1,134,137
4,0:06.0,Minnesota full timeout,,134,137
4,0:06.0,A. Tolliver enters the game for T. Gibson,,134,137
4,0:06.0,,M. Kleber enters the game for D. Jordan,134,137
4,0:06.0,,Dallas full timeout,134,137
4,0:03.0,Personal foul by W. Matthews (drawn by K. Towns),,134,137
4,0:03.0,K. Towns makes free throw 1 of 2,,135,137
4,0:03.0,,D. Jordan enters the game for L. Dončić,135,137
4,0:03.0,,D. Powell enters the game for W. Matthews,135,137
4,0:03.0,K. Towns makes free throw 2 of 2,,136,137
4,0:03.0,,Personal take foul by K. Towns (drawn by D. Smith),136,137
4,0:03.0,,D. Smith makes free throw 1 of 2,136,138
4,0:03.0,,L. Dončić enters the game for D. Jordan,136,138
4,0:03.0,,W. Matthews enters the game for D. Powell,136,138
4,0:03.0,,D. Smith makes free throw 2 of 2,136,139
4,0:02.0,Turnover by D. Rose (bad pass),,136,139
4,0:00.0,,Personal take foul by A. Wiggins (drawn by D. Smith),136,139
4,0:00.0,J. Okogie enters the game for A. Wiggins,,136,139
4,0:00.0,,D. Smith misses free throw 1 of 2,136,139
4,0:00.0,,Offensive rebound by Team,136,139
4,0:00.0,,D. Smith makes free throw 2 of 2,136,140
