QUARTER,TIME_REMAINING,ORLANDO_ACTION,MIAMI_ACTION,ORLANDO_SCORE,MIAMI_SCORE
4,3:20.0,,Shooting foul by D. Augustin (drawn by D. Jones),93,90
4,3:20.0,,D. Jones misses free throw 1 of 2,93,90
4,3:20.0,,Offensive rebound by Team,93,90
4,3:20.0,,D. Jones makes free throw 2 of 2,93,91
4,3:09.0,D. Augustin misses 2-pt jump shot from 10 ft,,93,91
4,3:08.0,Offensive rebound by N. Vučević,,93,91
4,3:08.0,N. Vučević makes 2-pt layup at rim,,95,91
4,2:46.0,,Turnover by D. Wade (lost ball; steal by E. Fournier),95,91
4,2:44.0,Turnover by E. Fournier (bad pass; steal by D. Wade),,95,91
4,2:31.0,,D. Waiters misses 2-pt jump shot from 19 ft,95,91
4,2:30.0,Defensive rebound by E. Fournier,,95,91
4,2:19.0,Personal foul by D. Wade (drawn by N. Vučević),,95,91
4,2:07.0,N. Vučević misses 3-pt jump shot from 27 ft,,95,91
4,2:05.0,,Defensive rebound by Team,95,91
4,1:49.0,,D. Wade misses 3-pt jump shot from 26 ft,95,91
4,1:46.0,Defensive rebound by T. Ross,,95,91
4,1:37.0,N. Vučević makes 2-pt hook shot from 3 ft (assist by D. Augustin),,97,91
4,1:23.0,,Miami full timeout,97,91
4,1:23.0,,G. Dragić enters the game for D. Jones,97,91
4,1:10.0,,D. Wade misses 3-pt jump shot from 26 ft,97,91
4,1:08.0,Defensive rebound by E. Fournier,,97,91
4,0:49.0,Shooting foul by J. Richardson (drawn by T. Ross),,97,91
4,0:49.0,T. Ross misses free throw 1 of 2,,97,91
4,0:49.0,Offensive rebound by Team,,97,91
4,0:49.0,T. Ross makes free throw 2 of 2,,98,91
4,0:39.0,,J. Richardson misses 3-pt jump shot from 25 ft,98,91
4,0:37.0,Defensive rebound by D. Augustin,,98,91
4,0:35.0,Personal take foul by D. Waiters (drawn by D. Augustin),,98,91
4,0:35.0,D. Augustin misses free throw 1 of 2,,98,91
4,0:35.0,Offensive rebound by Team,,98,91
4,0:35.0,D. Augustin makes free throw 2 of 2,,99,91
4,0:35.0,,Miami full timeout,99,91
4,0:35.0,M. Carter-Williams enters the game for T. Ross,,99,91
4,0:35.0,J. Isaac enters the game for N. Vučević,,99,91
4,0:35.0,,K. Olynyk enters the game for B. Adebayo,99,91
4,0:31.0,,D. Waiters makes 2-pt layup from 1 ft (assist by G. Dragić),99,93
4,0:31.0,Personal take foul by K. Olynyk (drawn by A. Gordon),,99,93
4,0:31.0,A. Gordon makes free throw 1 of 2,,100,93
4,0:31.0,A. Gordon misses free throw 2 of 2,,100,93
4,0:28.0,,Defensive rebound by J. Richardson,100,93
4,0:22.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by J. Richardson),100,96
4,0:19.0,Personal take foul by D. Waiters (drawn by D. Augustin),,100,96
4,0:19.0,D. Augustin makes free throw 1 of 2,,101,96
4,0:19.0,D. Augustin makes free throw 2 of 2,,102,96
4,0:14.0,,D. Waiters makes 3-pt jump shot from 26 ft,102,99
4,0:12.0,Personal take foul by G. Dragić (drawn by D. Augustin),,102,99
4,0:12.0,D. Augustin makes free throw 1 of 2,,103,99
4,0:12.0,D. Augustin makes free throw 2 of 2,,104,99
4,0:06.0,,D. Waiters misses 3-pt jump shot from 26 ft,104,99
4,0:05.0,Defensive rebound by M. Carter-Williams,,104,99
4,0:05.0,Personal take foul by G. Dragić (drawn by M. Carter-Williams),,104,99
4,0:05.0,M. Carter-Williams misses free throw 1 of 2,,104,99
4,0:05.0,Offensive rebound by Team,,104,99
4,0:05.0,M. Carter-Williams misses free throw 2 of 2,,104,99
4,0:02.0,,Defensive rebound by D. Wade,104,99
