QUARTER,TIME_REMAINING,PHOENIX_ACTION,UTAH_ACTION,PHOENIX_SCORE,UTAH_SCORE
4,3:55.0,,R. Neto enters the game for R. Rubio,83,109
4,3:41.0,J. Fredette misses 2-pt layup from 4 ft,,83,109
4,3:39.0,,Defensive rebound by R. Neto,83,109
4,3:29.0,,K. Korver makes 3-pt jump shot from 22 ft (assist by E. Udoh),83,112
4,3:19.0,J. Fredette misses 3-pt jump shot from 27 ft,,83,112
4,3:16.0,,Defensive rebound by E. Udoh,83,112
4,3:04.0,,E. Udoh makes 2-pt jump shot from 10 ft (assist by G. Niang),83,114
4,2:57.0,Phoenix full timeout,,83,114
4,2:57.0,D. Booker enters the game for M. Bridges,,83,114
4,2:44.0,J. Fredette misses 2-pt jump shot from 13 ft,,83,114
4,2:42.0,,Defensive rebound by G. Niang,83,114
4,2:29.0,,Turnover by G. Niang (bad pass; steal by D. Booker),83,114
4,2:25.0,Shooting foul by R. Neto (drawn by J. Fredette),,83,114
4,2:25.0,J. Fredette makes free throw 1 of 2,,84,114
4,2:25.0,J. Fredette makes free throw 2 of 2,,85,114
4,2:00.0,,R. Neto makes 2-pt jump shot from 14 ft,85,116
4,1:59.0,,Technical foul by R. Neto,85,116
4,1:59.0,D. Booker makes technical free throw,,86,116
4,1:47.0,D. Booker misses 2-pt jump shot from 22 ft,,86,116
4,1:46.0,,Defensive rebound by R. O'Neale,86,116
4,1:42.0,,R. O'Neale makes 2-pt dunk from 2 ft,86,118
4,1:31.0,D. Booker makes 2-pt jump shot from 14 ft (assist by E. Okobo),,88,118
4,1:26.0,,K. Korver misses 3-pt jump shot from 26 ft,88,118
4,1:26.0,Defensive rebound by E. Okobo,,88,118
4,1:09.0,J. Fredette makes 2-pt jump shot from 8 ft,,90,118
4,1:00.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by R. Neto),90,121
4,0:51.0,J. Fredette misses 3-pt jump shot from 31 ft,,90,121
4,0:48.0,,Defensive rebound by K. Korver,90,121
4,0:38.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by R. Neto),90,124
4,0:29.0,Shooting foul by R. Neto (drawn by J. Fredette),,90,124
4,0:29.0,J. Fredette makes free throw 1 of 2,,91,124
4,0:29.0,J. Fredette makes free throw 2 of 2,,92,124
4,0:24.0,,Personal foul by E. Okobo (drawn by R. Neto),92,124
4,0:21.0,,Personal foul by J. Fredette (drawn by R. Neto),92,124
4,0:21.0,,R. Neto makes free throw 1 of 2,92,125
4,0:21.0,,R. Neto misses free throw 2 of 2,92,125
4,0:19.0,Defensive rebound by R. Spalding,,92,125
4,0:18.0,Personal take foul by K. Korver (drawn by D. Melton),,92,125
4,0:18.0,D. Melton misses free throw 1 of 2,,92,125
4,0:18.0,Offensive rebound by Team,,92,125
4,0:18.0,D. Melton misses free throw 2 of 2,,92,125
4,0:17.0,,Defensive rebound by G. Niang,92,125
